,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
963,2003-04,Florida,SEC,31,27.5,4.8,8.2,0.588,4.8,8.2,0.593,0.0,0.1,0.0,3.6,4.7,0.772,6.8,2.8,1.1,0.5,2.1,2.7,13.3,9.19,/players/david-lee-1.html,30,2.2,4.6,,
964,2004-05,Florida,SEC,32,28.0,5.0,9.5,0.525,5.0,9.4,0.532,0.0,0.1,0.0,3.6,5.0,0.714,9.0,2.2,1.1,0.8,2.7,2.4,13.6,7.13,/players/david-lee-1.html,32,2.4,6.6,,
965,2009-10,San Diego State,MWC,34,31.3,4.9,10.7,0.455,4.4,8.4,0.523,0.5,2.3,0.205,2.5,3.4,0.726,9.9,1.9,1.4,0.7,2.3,2.5,12.7,4.21,/players/kawhi-leonard-1.html,33,3.5,6.4,,
966,2010-11,San Diego State,MWC,36,32.6,5.9,13.2,0.444,5.2,10.8,0.478,0.7,2.4,0.291,3.1,4.0,0.759,10.6,2.5,1.4,0.6,2.1,2.5,15.5,6.36,/players/kawhi-leonard-1.html,36,3.1,7.5,,
967,1983-84,Northeastern,ECACN,32,32.2,7.4,14.0,0.528,,,,,,,3.1,4.5,0.688,6.2,1.5,1.2,0.8,2.6,2.5,17.8,-4.85,/players/reggie-lewis-1.html,,,,,
968,1984-85,Northeastern,ECACN,31,34.9,9.5,18.9,0.503,,,,,,,5.1,6.9,0.746,7.8,1.8,2.0,1.0,2.8,2.6,24.1,-4.48,/players/reggie-lewis-1.html,31.0,,,,
969,1985-86,Northeastern,ECACN,30,37.3,8.8,18.6,0.474,,,,,,,6.1,7.6,0.803,9.3,2.2,2.8,2.1,2.7,2.8,23.8,-5.24,/players/reggie-lewis-1.html,,,,,
970,1986-87,Northeastern,ECACN,29,33.0,8.6,17.5,0.489,7.5,14.3,0.524,1.0,3.1,0.33,5.2,6.8,0.761,8.5,1.5,1.5,1.3,2.8,2.8,23.3,-2.22,/players/reggie-lewis-1.html,,,,,
971,2008-09,Weber State,Big Sky,31,29.4,3.8,8.8,0.434,2.3,4.6,0.49,1.6,4.2,0.374,2.2,2.6,0.841,3.9,2.9,1.1,0.2,2.3,2.5,11.5,-2.39,/players/damian-lillard-1.html,26,0.3,3.6,,
972,2009-10,Weber State,Big Sky,31,34.3,6.0,13.8,0.431,3.3,6.9,0.47,2.7,6.9,0.393,5.3,6.2,0.853,4.0,3.6,1.1,0.1,2.4,1.9,19.9,-1.04,/players/damian-lillard-1.html,31,0.4,3.7,,
973,2010-11,Weber State,Big Sky,10,28.5,4.9,11.2,0.438,3.0,5.7,0.526,1.9,5.5,0.345,6.0,7.0,0.857,3.8,3.3,1.4,0.2,2.8,2.3,17.7,-1.74,/players/damian-lillard-1.html,9,0.6,3.2,,
974,2011-12,Weber State,Big Sky,32,34.5,7.2,15.5,0.467,4.3,8.3,0.517,2.9,7.2,0.409,7.1,8.0,0.887,5.0,4.0,1.5,0.2,2.3,1.9,24.5,-3.65,/players/damian-lillard-1.html,32,0.5,4.5,,
975,2006-07,Harvard,Ivy,28,18.1,1.6,3.8,0.415,1.3,2.6,0.473,0.3,1.1,0.281,1.3,1.6,0.818,2.5,1.8,1.0,0.1,1.8,2.6,4.8,-4.56,/players/jeremy-lin-1.html,0,0.8,1.7,,
976,2007-08,Harvard,Ivy,30,31.3,4.9,10.9,0.448,3.9,7.5,0.527,1.0,3.5,0.279,1.8,2.9,0.621,4.8,3.6,1.9,0.6,2.8,3.2,12.6,-4.86,/players/jeremy-lin-1.html,30,0.9,3.9,,
977,2008-09,Harvard,Ivy,28,34.8,5.9,11.8,0.502,4.5,8.3,0.545,1.4,3.6,0.4,4.5,6.0,0.744,5.5,4.3,2.4,0.6,3.8,2.9,17.8,-6.05,/players/jeremy-lin-1.html,28,0.9,4.6,,
978,2009-10,Harvard,Ivy,29,32.2,5.1,9.9,0.519,4.1,6.9,0.598,1.0,3.0,0.341,5.1,6.8,0.755,4.4,4.5,2.4,1.1,3.1,2.9,16.4,-3.91,/players/jeremy-lin-1.html,29,0.8,3.6,,
979,1987-88,New Mexico,WAC,35,12.1,1.7,3.4,0.5,1.7,3.4,0.5,0.0,0.0,,0.6,1.5,0.392,2.7,0.6,0.3,1.0,1.1,0.6,4.0,6.11,/players/luc-longley-1.html,,,,,
980,1988-89,New Mexico,WAC,33,29.3,5.3,9.1,0.578,5.3,9.1,0.578,0.0,0.0,,2.4,3.2,0.769,6.8,2.4,0.8,2.7,2.4,2.8,13.0,4.9,/players/luc-longley-1.html,,,,,
981,1989-90,New Mexico,WAC,34,35.1,6.9,12.3,0.559,6.9,12.3,0.559,0.0,0.0,,4.7,5.8,0.821,9.4,3.2,0.9,3.4,3.3,2.6,18.4,4.64,/players/luc-longley-1.html,,,,,
982,1990-91,New Mexico,WAC,30,35.6,7.6,11.6,0.656,7.6,11.6,0.66,0.0,0.1,0.0,3.9,5.4,0.716,9.2,3.6,0.9,3.2,3.8,2.8,19.1,2.42,/players/luc-longley-1.html,,,,,
983,2014-15,UCLA,Pac-12,36,30.9,4.2,8.9,0.47,3.6,7.4,0.481,0.6,1.5,0.415,2.6,4.1,0.626,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27,/players/kevon-looney-1.html,36,3.4,5.8,,
984,2006-07,Stanford,Pac-10,26,25.2,5.4,10.8,0.496,5.3,10.3,0.513,0.1,0.6,0.2,1.7,2.5,0.692,6.0,0.8,0.4,1.7,2.1,2.7,12.6,9.06,/players/brook-lopez-1.html,18,1.7,4.3,,
985,2007-08,Stanford,Pac-10,27,30.8,6.8,14.6,0.468,6.8,14.3,0.475,0.0,0.2,0.0,5.7,7.2,0.789,8.2,1.4,0.6,2.1,2.1,2.4,19.3,6.95,/players/brook-lopez-1.html,25,2.9,5.3,,
986,2007-08,UCLA,Pac-10,39,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,10.6,1.9,0.7,1.4,2.0,1.9,17.5,7.71,/players/kevin-love-1.html,38,3.6,7.0,,
987,2004-05,Villanova,Big East,24,23.2,2.7,6.3,0.421,2.5,5.4,0.454,0.2,0.9,0.227,2.0,3.1,0.635,3.2,2.0,1.3,0.2,1.7,2.3,7.5,8.43,/players/kyle-lowry-1.html,3,0.9,2.3,,
988,2005-06,Villanova,Big East,33,29.3,3.5,7.6,0.466,3.3,7.1,0.468,0.2,0.5,0.444,3.7,4.7,0.786,4.3,3.7,2.3,0.2,2.1,2.8,11.0,9.23,/players/kyle-lowry-1.html,31,1.8,2.5,,
989,2011-12,Furman,Southern,27,20.9,2.0,5.4,0.37,1.5,3.4,0.43,0.5,2.0,0.264,1.4,2.1,0.684,3.4,1.7,0.6,0.1,1.7,2.2,6.0,-3.9,/players/jordan-loyd-1.html,13,0.7,2.7,,
990,2012-13,Furman,Southern,1,23.0,1.0,4.0,0.25,1.0,3.0,0.333,0.0,1.0,0.0,2.0,5.0,0.4,5.0,4.0,0.0,0.0,0.0,1.0,4.0,-5.25,/players/jordan-loyd-1.html,0,0.0,5.0,,
991,1995-96,Nebraska,Big 8,35,29.5,3.0,6.6,0.453,2.4,4.9,0.497,0.6,1.7,0.328,1.9,2.7,0.688,3.0,4.1,1.4,0.1,2.7,2.4,8.5,5.58,/players/tyronn-lue-1.html,34,,,,
992,1996-97,Nebraska,Big 12,32,35.9,6.7,14.9,0.452,5.3,10.6,0.496,1.5,4.3,0.343,3.9,4.8,0.813,2.9,4.3,1.3,0.0,4.0,2.3,18.8,8.17,/players/tyronn-lue-1.html,30,,,,
993,1997-98,Nebraska,Big 12,32,35.9,7.5,17.1,0.439,5.1,10.6,0.479,2.4,6.5,0.373,3.8,4.5,0.828,4.3,4.8,2.0,0.1,4.1,2.0,21.2,5.65,/players/tyronn-lue-1.html,32,,,,
994,1988-89,UCLA,Pac-10,31,32.2,7.0,12.6,0.555,7.0,12.5,0.557,0.0,0.1,0.333,4.6,5.6,0.816,7.5,1.2,0.5,0.2,2.3,3.1,18.6,9.51,/players/don-maclean-1.html,31,,,,
995,1989-90,UCLA,Pac-10,33,33.7,7.2,14.0,0.516,7.2,13.9,0.516,0.0,0.1,0.5,5.4,6.4,0.848,8.7,1.1,0.5,0.5,1.8,2.6,19.9,8.75,/players/don-maclean-1.html,33,,,,
996,1990-91,UCLA,Pac-10,31,32.5,8.4,15.2,0.551,8.3,14.7,0.56,0.1,0.4,0.231,6.2,7.4,0.846,7.3,2.0,0.5,0.3,2.5,1.9,23.0,9.11,/players/don-maclean-1.html,31,,,,
997,1991-92,UCLA,Pac-10,32,32.3,7.2,14.2,0.504,7.0,13.7,0.51,0.2,0.5,0.353,6.2,6.7,0.921,7.8,2.1,0.5,0.2,2.6,2.3,20.7,9.82,/players/don-maclean-1.html,32,,,,
998,1987-88,Temple,A-10,34,35.4,8.2,18.1,0.454,6.3,13.6,0.464,1.9,4.5,0.422,2.2,2.8,0.771,5.6,2.9,1.8,0.1,1.4,1.9,20.6,2.99,/players/mark-macon-1.html,34.0,,,,
999,1988-89,Temple,A-10,30,37.9,6.8,16.7,0.407,5.4,12.2,0.439,1.4,4.5,0.321,3.2,4.2,0.776,5.6,3.8,2.8,0.2,1.8,2.5,18.3,2.07,/players/mark-macon-1.html,30.0,,,,
1000,1989-90,Temple,A-10,31,38.5,7.8,20.1,0.389,5.8,14.1,0.414,2.0,6.0,0.33,4.3,5.4,0.798,6.0,2.2,2.3,0.1,2.2,2.7,21.9,3.93,/players/mark-macon-1.html,,,,,
1001,1990-91,Temple,A-10,31,38.4,8.2,18.6,0.439,5.7,12.7,0.449,2.5,5.9,0.418,3.2,4.1,0.766,4.9,2.3,2.1,0.1,1.8,2.2,22.0,6.37,/players/mark-macon-1.html,,,,,
1002,1996-97,Stanford,Pac-10,25,16.4,2.0,3.8,0.537,2.0,3.8,0.537,0.0,0.0,,1.8,3.0,0.608,5.0,0.3,0.2,0.4,0.9,3.1,5.9,9.21,/players/mark-madsen-1.html,0,,,,
1003,1997-98,Stanford,Pac-10,27,26.1,4.3,7.3,0.589,4.3,7.3,0.592,0.0,0.0,0.0,3.1,4.9,0.629,8.1,0.7,0.4,0.4,1.3,2.6,11.7,8.12,/players/mark-madsen-1.html,24,,,,
1004,1998-99,Stanford,Pac-10,33,29.4,4.6,7.7,0.605,4.6,7.6,0.607,0.0,0.0,0.0,3.8,6.6,0.583,9.0,0.5,0.5,0.6,1.5,2.3,13.1,10.36,/players/mark-madsen-1.html,33,,,,
1005,1999-00,Stanford,Pac-10,23,27.3,4.7,8.0,0.587,4.7,8.0,0.587,0.0,0.0,,2.8,4.9,0.575,9.3,1.1,0.6,0.9,1.5,2.3,12.2,7.12,/players/mark-madsen-1.html,20,,,,
1006,1996-97,Kentucky,SEC,40,15.7,1.9,3.8,0.49,1.9,3.8,0.49,0.0,0.0,,1.1,2.1,0.549,4.4,0.4,0.6,2.0,1.6,3.0,4.9,9.26,/players/jamaal-magloire-1.html,21,,,,
1007,1997-98,Kentucky,SEC,38,14.9,2.0,4.2,0.487,2.0,4.2,0.487,0.0,0.0,,1.1,1.7,0.672,4.2,0.3,0.3,1.7,1.2,2.6,5.2,9.85,/players/jamaal-magloire-1.html,12,,,,
1008,1998-99,Kentucky,SEC,34,19.6,2.8,5.2,0.531,2.8,5.2,0.531,0.0,0.0,,1.4,2.5,0.576,4.4,0.5,0.5,1.9,1.2,2.3,7.0,10.01,/players/jamaal-magloire-1.html,6,,,,
1009,1999-00,Kentucky,SEC,33,29.6,4.5,9.0,0.5,4.5,9.0,0.5,0.0,0.0,,4.2,6.2,0.685,9.1,0.5,0.5,1.7,2.9,2.8,13.2,12.71,/players/jamaal-magloire-1.html,33,,,,
1010,1984-85,Central Michigan,MAC,12,30.0,7.7,13.5,0.568,,,,,,,3.3,5.6,0.582,6.7,2.0,1.1,0.8,,2.3,18.6,0.37,/players/dan-majerle-1.html,,,,,
1011,1985-86,Central Michigan,MAC,27,37.1,8.4,16.0,0.527,,,,,,,4.5,6.3,0.718,7.9,1.9,1.9,0.8,2.3,2.3,21.4,-0.47,/players/dan-majerle-1.html,27.0,,,,
1012,1986-87,Central Michigan,MAC,23,35.8,8.3,15.0,0.555,8.2,14.6,0.563,0.1,0.3,0.25,4.4,8.0,0.552,8.5,2.3,2.1,1.5,1.9,2.6,21.1,0.25,/players/dan-majerle-1.html,22.0,,,,
1013,1987-88,Central Michigan,MAC,32,37.4,8.7,16.7,0.521,7.3,13.6,0.539,1.4,3.2,0.446,4.9,7.6,0.645,10.8,2.5,1.5,0.9,0.1,2.4,23.7,-2.16,/players/dan-majerle-1.html,,,,,
1014,1982-83,Louisiana Tech,Southland,28,31.9,7.8,13.3,0.582,,,,,,,5.4,8.7,0.623,10.3,0.4,1.9,0.7,3.3,3.7,20.9,-1.36,/players/karl-malone-1.html,28,,,,
1015,1983-84,Louisiana Tech,Southland,32,31.6,6.9,11.9,0.576,,,,,,,5.0,7.4,0.682,8.8,1.3,1.6,0.7,3.0,3.4,18.8,-0.68,/players/karl-malone-1.html,31,,,,
1016,1984-85,Louisiana Tech,Southland,32,28.9,6.8,12.5,0.541,,,,,,,3.0,5.3,0.571,9.0,2.3,1.5,0.5,2.6,3.6,16.5,-1.36,/players/karl-malone-1.html,32,,,,
1017,1990-91,Vanderbilt,SEC,30,18.6,1.4,3.3,.410,0.4,1.0,.387,1.0,2.3,.420,0.4,0.5,.786,1.5,1.7,0.8,0.0,1.8,1.6,4.1,9.76,/players/matt-maloney-1.html,,,,,
1018,1991-92,,,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,/players/matt-maloney-1.html,Transfer,Transfer,Transfer,Transfer,
1019,1992-93,Penn,Ivy,27,35.3,5.5,13.3,.412,2.1,5.7,.370,3.4,7.6,.444,1.9,2.5,.776,3.3,3.6,1.7,0.0,2.3,2.1,16.3,-3.14,/players/matt-maloney-1.html,,,,,
1020,1993-94,Penn,Ivy,28,32.8,4.8,12.1,.393,2.4,4.9,.493,2.4,7.2,.327,2.2,2.4,.897,0.9,3.8,2.2,0.1,2.5,1.8,14.0,-5.15,/players/matt-maloney-1.html,,,,,
1021,1994-95,Penn,Ivy,28,31.6,5.1,11.2,.459,2.0,4.1,.491,3.1,7.1,.439,1.5,2.1,.695,2.8,4.3,1.8,0.0,2.0,1.3,14.9,-5.39,/players/matt-maloney-1.html,28,,,,
1022,1984-85,Kansas,Big 8,34,32.9,6.1,10.9,0.566,,,,,,,2.3,3.0,0.765,7.6,3.2,1.7,1.0,2.6,3.6,14.6,6.27,/players/danny-manning-1.html,33,,,,
1023,1985-86,Kansas,Big 8,39,32.2,7.2,11.9,0.6,,,,,,,2.4,3.3,0.748,6.3,2.4,2.1,1.2,2.3,3.1,16.7,10.42,/players/danny-manning-1.html,39,,,,
1024,1986-87,Kansas,Big 8,36,34.7,9.6,15.6,0.617,9.6,15.5,0.619,0.0,0.1,0.333,4.6,6.3,0.73,9.5,1.8,1.2,1.3,2.8,3.2,23.9,7.71,/players/danny-manning-1.html,36,,,,
1025,1987-88,Kansas,Big 8,38,35.2,10.0,17.2,0.583,9.8,16.5,0.593,0.2,0.7,0.346,4.5,6.1,0.734,9.0,2.0,1.8,1.9,3.0,3.0,24.8,10.77,/players/danny-manning-1.html,38,,,,
1026,1995-96,Georgia Tech,ACC,36,37.4,6.5,14.3,0.457,4.1,7.7,0.533,2.4,6.6,0.37,3.4,4.6,0.738,3.1,4.5,1.8,0.1,3.2,2.3,18.9,12.7,/players/stephon-marbury-1.html,35,,,,
1027,1998-99,UNLV,WAC,29,32.9,7.6,14.4,0.529,6.9,12.1,0.573,0.7,2.3,0.299,2.8,3.8,0.73,9.3,1.2,2.5,1.9,1.4,2.1,18.7,4.53,/players/shawn-marion-1.html,28,,,,
1028,2016-17,Arizona,Pac-12,37,30.8,5.0,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,7.2,0.9,0.4,0.5,1.1,2.0,15.6,7.63,/players/lauri-markkanen-1.html,37,2.4,4.8,,
1029,1994-95,California,Pac-10,19,9.3,1.2,2.3,0.512,1.2,2.3,0.512,0.0,0.0,,0.7,1.3,0.542,0.7,0.3,0.3,0.6,0.8,1.4,3.0,8.89,/players/sean-marks-1.html,0,,,,
1030,1995-96,California,Pac-10,12,7.7,0.5,1.8,0.273,0.5,1.8,0.273,0.0,0.0,,0.1,0.1,1.0,2.0,0.3,0.1,0.4,0.6,1.4,1.1,6.44,/players/sean-marks-1.html,0,,,,
1031,1996-97,California,Pac-10,29,17.7,3.1,6.0,0.52,2.8,5.5,0.516,0.3,0.5,0.571,1.5,2.2,0.683,4.9,0.7,0.5,1.0,1.5,2.0,8.0,10.12,/players/sean-marks-1.html,15,,,,
1032,1997-98,California,Pac-10,26,26.1,3.7,7.7,0.478,3.6,7.3,0.495,0.1,0.4,0.182,2.4,3.5,0.689,7.6,0.7,1.0,0.9,2.3,2.8,9.8,7.95,/players/sean-marks-1.html,18,,,,
1033,1991-92,UConn,Big East,30,26.9,4.2,9.8,0.424,3.7,7.8,0.472,0.5,2.1,0.242,2.3,3.1,0.742,6.1,1.5,1.0,2.6,2.8,3.1,11.1,7.1,/players/donyell-marshall-1.html,28.0,,,,
1034,1992-93,UConn,Big East,27,31.6,6.1,12.3,0.5,5.4,10.3,0.525,0.7,2.0,0.37,4.0,4.8,0.829,7.8,1.1,1.4,2.1,2.2,2.3,17.0,8.05,/players/donyell-marshall-1.html,,,,,
1035,1993-94,UConn,Big East,34,34.0,9.0,17.6,0.512,7.8,13.8,0.568,1.2,3.9,0.311,5.9,7.8,0.752,8.9,1.6,1.3,3.3,2.9,2.1,25.1,6.26,/players/donyell-marshall-1.html,34.0,,,,
1036,1996-97,Cincinnati,CUSA,22,10.6,1.2,1.8,0.65,1.2,1.8,0.65,0.0,0.0,,0.5,1.5,0.313,3.4,0.5,0.6,1.1,0.7,2.3,2.8,5.51,/players/kenyon-martin-1.html,3,,,,
1037,1997-98,Cincinnati,CUSA,30,28.6,4.1,6.6,0.626,4.1,6.6,0.629,0.0,0.0,0.0,1.7,3.5,0.476,8.9,1.4,1.0,2.8,1.7,3.6,9.9,4.97,/players/kenyon-martin-1.html,30,,,,
1038,1998-99,Cincinnati,CUSA,33,27.3,4.3,7.5,0.573,4.3,7.5,0.575,0.0,0.0,0.0,1.5,2.7,0.562,6.9,1.5,1.1,2.4,2.0,3.3,10.1,7.88,/players/kenyon-martin-1.html,33,,,,
1039,1999-00,Cincinnati,CUSA,31,29.3,7.1,12.5,0.568,7.1,12.3,0.573,0.1,0.2,0.286,4.5,6.6,0.684,9.7,1.4,1.4,3.5,1.8,2.3,18.9,8.5,/players/kenyon-martin-1.html,31,,,,
1040,1990-91,Kentucky,SEC,28,24.2,4.9,10.3,0.474,4.0,7.4,0.546,0.9,2.9,0.293,2.3,3.1,0.727,7.0,1.5,1.3,0.5,2.0,3.3,12.9,10.04,/players/jamal-mashburn-1.html,28,,,,
1041,1991-92,Kentucky,SEC,36,32.7,7.8,13.7,0.567,6.1,10.0,0.614,1.6,3.7,0.439,4.2,5.9,0.709,7.8,1.4,1.8,0.6,2.3,3.4,21.3,9.6,/players/jamal-mashburn-1.html,36,,,,
1042,1992-93,Kentucky,SEC,34,32.6,7.6,15.5,0.492,5.7,10.2,0.558,1.9,5.3,0.367,3.8,5.7,0.67,8.4,3.6,1.5,0.4,3.0,2.7,21.0,9.23,/players/jamal-mashburn-1.html,34,,,,
1043,1984-85,Tennessee State,Ind,28,28.6,3.6,7.6,0.469,,,,,,,2.8,4.4,0.648,5.3,1.6,0.7,0.1,2.5,2.6,10.0,-6.46,/players/anthony-mason-1.html,,,,,
1044,1985-86,Tennessee State,Ind,28,32.6,7.4,15.3,0.482,,,,,,,3.3,4.6,0.715,6.9,2.5,1.1,0.1,2.9,2.1,18.0,-5.31,/players/anthony-mason-1.html,,,,,
1045,1986-87,Tennessee State,OVC,27,35.2,7.4,16.6,0.448,6.8,14.8,0.46,0.6,1.8,0.347,3.3,5.0,0.659,9.7,2.5,1.3,0.5,2.7,2.6,18.8,-5.17,/players/anthony-mason-1.html,,,,,
1046,1987-88,Tennessee State,OVC,28,38.0,9.9,21.7,0.454,8.4,18.8,0.448,1.4,2.9,0.494,6.8,8.8,0.773,10.4,3.0,2.0,0.7,3.8,2.6,28.0,-3.93,/players/anthony-mason-1.html,,,,,
1047,1996-97,Oklahoma State,Big 12,32,16.8,1.6,4.3,0.377,1.1,2.7,0.407,0.5,1.6,0.327,0.7,1.2,0.622,2.5,0.7,0.4,0.3,1.3,1.4,4.5,6.99,/players/desmond-mason-1.html,12,,,,
1048,1997-98,Oklahoma State,Big 12,29,32.7,5.4,10.3,0.525,4.7,7.9,0.587,0.8,2.4,0.319,3.0,4.2,0.699,7.7,1.6,1.8,0.7,1.6,2.6,14.6,4.64,/players/desmond-mason-1.html,29,,,,
1049,1998-99,Oklahoma State,Big 12,34,34.7,5.8,12.0,0.48,5.0,9.7,0.514,0.8,2.3,0.342,3.1,4.2,0.746,7.9,0.8,1.6,0.9,2.1,2.4,15.4,5.95,/players/desmond-mason-1.html,34,,,,
1050,1999-00,Oklahoma State,Big 12,34,35.4,6.2,12.4,0.499,4.3,8.1,0.536,1.9,4.4,0.43,3.7,4.8,0.767,6.6,1.5,1.2,1.0,1.8,2.0,18.0,6.59,/players/desmond-mason-1.html,34,,,,
1051,1985-86,Maryland,ACC,29,12.0,1.0,1.9,0.5,,,,,,,0.9,1.7,0.563,2.1,0.0,0.3,0.4,0.4,1.7,2.9,11.04,/players/tony-massenburg-1.html,8,,,,
1052,1987-88,Maryland,ACC,23,26.8,4.0,7.8,0.52,4.0,7.8,0.52,0.0,0.0,,2.0,3.6,0.573,5.3,0.4,0.4,1.0,1.7,2.9,10.1,8.75,/players/tony-massenburg-1.html,16,,,,
1053,1988-89,Maryland,ACC,29,34.5,6.8,12.3,0.55,6.8,12.3,0.552,0.0,0.0,0.0,3.0,5.0,0.6,7.8,0.7,0.5,0.9,2.4,3.1,16.6,9.39,/players/tony-massenburg-1.html,29,,,,
1054,1989-90,Maryland,ACC,31,31.4,6.6,13.2,0.505,6.6,13.1,0.507,0.0,0.1,0.0,4.7,6.5,0.721,10.1,0.6,0.9,1.2,2.1,3.0,18.0,6.1,/players/tony-massenburg-1.html,30,,,,
1055,1984-85,Florida,SEC,30,25.1,5.4,12.2,0.445,,,,,,,2.4,3.5,0.686,2.4,1.3,1.0,0.0,1.6,2.3,13.3,7.87,/players/vernon-maxwell-1.html,14.0,,,,
1056,1985-86,Florida,SEC,33,34.6,7.9,17.2,0.463,,,,,,,3.8,5.4,0.701,4.5,2.5,1.4,0.4,2.7,2.4,19.6,7.12,/players/vernon-maxwell-1.html,,,,,
1057,1986-87,Florida,SEC,34,31.9,7.8,16.1,0.485,6.5,12.4,0.526,1.3,3.8,0.352,4.7,6.4,0.742,3.7,3.6,2.0,0.1,2.4,2.6,21.7,8.16,/players/vernon-maxwell-1.html,,,,,
1058,1987-88,Florida,SEC,33,36.8,7.0,15.6,0.447,5.2,11.2,0.467,1.8,4.5,0.395,4.5,6.3,0.715,4.2,4.3,1.8,0.1,2.8,1.9,20.2,9.29,/players/vernon-maxwell-1.html,33.0,,,,
1059,2007-08,USC,Pac-10,33,36.8,7.2,16.2,0.442,4.5,9.7,0.464,2.7,6.5,0.409,3.7,4.6,0.803,4.5,3.3,1.5,0.4,3.5,2.4,20.7,8.59,/players/oj-mayo-1.html,32,1.1,3.5,,
1060,1986-87,Texas,SWC,30,29.7,3.4,8.0,0.423,3.2,7.1,0.446,0.2,0.9,0.231,1.7,2.8,0.595,3.7,2.1,1.0,0.1,2.9,2.6,8.6,5.51,/players/travis-mays-1.html,26.0,,,,
1061,1987-88,Texas,SWC,28,37.7,5.9,12.8,0.459,4.1,8.1,0.5,1.8,4.6,0.388,4.6,5.9,0.771,5.5,3.1,1.4,0.1,3.4,3.2,18.1,0.25,/players/travis-mays-1.html,,,,,
1062,1988-89,Texas,SWC,34,35.6,7.4,16.6,0.449,4.6,9.0,0.515,2.8,7.6,0.37,4.2,5.9,0.71,4.7,1.7,0.9,0.1,3.3,3.2,21.9,3.4,/players/travis-mays-1.html,,,,,
1063,1989-90,Texas,SWC,32,37.1,7.5,17.3,0.433,4.5,9.4,0.48,3.0,7.9,0.377,6.2,7.6,0.811,5.1,2.3,1.8,0.5,2.4,2.7,24.1,5.36,/players/travis-mays-1.html,,,,,
1064,2011-12,UNC,ACC,38,15.6,2.2,5.2,0.434,2.2,5.2,0.434,0.0,0.0,,1.6,2.5,0.638,3.9,0.3,0.9,0.3,0.8,1.4,6.1,7.07,/players/james-michael-mcadoo-1.html,3,1.4,2.5,,
1065,2012-13,UNC,ACC,36,30.0,5.8,13.1,0.445,5.8,13.0,0.447,0.0,0.1,0.0,2.8,4.8,0.578,7.3,1.1,1.5,0.4,2.7,2.3,14.4,8.06,/players/james-michael-mcadoo-1.html,36,2.5,4.8,,
1066,2013-14,UNC,ACC,34,30.1,5.1,11.1,0.458,5.1,10.9,0.466,0.0,0.2,0.0,4.1,7.6,0.537,6.8,1.7,1.3,0.9,1.4,2.7,14.2,8.42,/players/james-michael-mcadoo-1.html,34,2.6,4.1,,
1067,2014-15,UNLV,MWC,32,29.6,3.3,8.2,0.402,1.5,3.3,0.453,1.8,4.8,0.368,1.3,1.8,0.714,3.3,2.7,1.5,0.3,1.8,1.5,9.6,3.38,/players/patrick-mccaw-1.html,16,0.7,2.5,,
1068,2015-16,UNLV,MWC,33,33.7,5.1,10.9,0.465,3.0,5.3,0.571,2.1,5.6,0.366,2.5,3.2,0.774,5.1,3.9,2.5,0.4,2.1,2.2,14.7,3.17,/players/patrick-mccaw-1.html,32,1.2,4.0,,
1069,2009-10,Lehigh,Patriot,33,31.9,6.2,13.4,0.459,4.0,8.2,0.483,2.2,5.2,0.421,4.6,5.7,0.81,5.0,2.4,1.3,0.2,2.0,1.5,19.1,-7.79,/players/cj-mccollum-1.html,31,1.4,3.6,,
1070,2010-11,Lehigh,Patriot,31,34.6,6.9,17.3,0.399,5.2,12.0,0.435,1.7,5.3,0.315,6.4,7.5,0.845,7.8,2.1,2.5,0.7,2.8,1.7,21.8,-5.69,/players/cj-mccollum-1.html,31,1.9,5.9,,
1071,2011-12,Lehigh,Patriot,35,33.1,7.3,16.4,0.443,5.5,11.3,0.489,1.7,5.0,0.341,5.7,7.0,0.811,6.5,3.5,2.6,0.5,2.3,2.1,21.9,-5.14,/players/cj-mccollum-1.html,35,1.4,5.1,,
1072,2012-13,Lehigh,Patriot,12,31.0,8.0,16.2,0.495,5.3,10.8,0.485,2.8,5.3,0.516,5.2,6.1,0.849,5.0,2.9,1.4,0.3,2.7,1.8,23.9,-3.0,/players/cj-mccollum-1.html,11,1.0,4.0,,
1073,1995-96,UCLA,Pac-10,31,29.7,4.5,6.6,0.676,4.5,6.6,0.676,0.0,0.0,,1.3,3.0,0.435,7.8,0.9,0.6,3.3,2.0,2.5,10.2,7.34,/players/jelani-mccoy-1.html,31,,,,
1074,1996-97,UCLA,Pac-10,32,26.4,4.8,6.3,0.756,4.8,6.3,0.756,0.0,0.0,,1.4,3.2,0.446,6.5,1.5,0.6,1.9,2.7,2.7,10.9,10.43,/players/jelani-mccoy-1.html,28,,,,
