,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
1450,2003-04,Boston College,Big East,34,32.9,6.9,12.5,0.553,6.7,11.9,0.562,0.2,0.6,0.368,2.9,5.1,0.572,8.3,1.4,1.5,0.9,1.9,2.7,16.9,7.17,/players/craig-smith-1.html,34,2.4,5.9,,
1451,2004-05,Boston College,Big East,29,34.6,7.0,13.8,0.504,6.8,13.1,0.518,0.2,0.7,0.238,3.9,5.9,0.671,8.5,1.7,1.6,0.4,2.2,2.3,18.0,6.42,/players/craig-smith-1.html,29,3.2,5.2,,
1452,2005-06,Boston College,ACC,36,36.3,6.8,11.8,0.573,6.7,11.4,0.587,0.0,0.3,0.083,4.1,6.3,0.643,9.4,3.0,1.2,0.8,2.5,3.0,17.6,6.1,/players/craig-smith-1.html,36,3.1,6.3,,
1453,2016-17,NC State,ACC,32,34.8,6.0,13.1,0.455,4.3,8.3,0.509,1.7,4.8,0.359,4.5,6.3,0.715,4.6,6.2,1.9,0.4,3.4,2.1,18.1,8.09,/players/dennis-smithjr-1.html,32,0.8,3.8,,
1454,1993-94,Maryland,ACC,30,32.9,6.9,13.2,0.522,6.8,13.0,0.523,0.1,0.2,0.4,5.6,7.6,0.734,10.7,0.8,1.4,3.1,2.0,2.9,19.4,7.4,/players/joe-smith-1.html,30,,,,
1455,1994-95,Maryland,ACC,34,32.6,7.2,12.5,0.578,6.9,11.9,0.586,0.3,0.6,0.429,6.1,8.3,0.741,10.6,1.2,1.5,2.9,2.1,3.0,20.8,10.44,/players/joe-smith-1.html,34,,,,
1456,1993-94,Maryland,ACC,30,32.9,6.9,13.2,0.522,6.8,13.0,0.523,0.1,0.2,0.4,5.6,7.6,0.734,10.7,0.8,1.4,3.1,2.0,2.9,19.4,7.4,/players/joe-smith-1.html,30,,,,
1457,1994-95,Maryland,ACC,34,32.6,7.2,12.5,0.578,6.9,11.9,0.586,0.3,0.6,0.429,6.1,8.3,0.741,10.6,1.2,1.5,2.9,2.1,3.0,20.8,10.44,/players/joe-smith-1.html,34,,,,
1458,1983-84,UNC,ACC,23,29.0,3.6,7.0,0.519,,,,,,,1.9,2.4,0.8,1.7,5.0,1.2,0.0,3.1,1.5,9.1,8.6,/players/kenny-smith-1.html,,,,,
1459,1984-85,UNC,ACC,36,37.5,4.8,9.3,0.518,,,,,,,2.7,3.2,0.86,2.6,6.5,1.8,0.0,2.8,1.5,12.3,8.13,/players/kenny-smith-1.html,,,,,
1460,1985-86,UNC,ACC,34,32.6,4.8,9.4,0.516,,,,,,,2.4,2.9,0.808,2.2,6.2,1.5,0.1,2.8,1.4,12.0,8.51,/players/kenny-smith-1.html,34.0,,,,
1461,1986-87,UNC,ACC,34,32.1,6.1,12.2,0.502,3.6,5.9,0.602,2.6,6.3,0.408,2.1,2.6,0.807,2.2,6.1,1.5,0.1,3.1,1.4,16.9,8.71,/players/kenny-smith-1.html,34.0,,,,
1462,1987-88,Michigan State,Big Ten,28,29.0,3.9,8.3,0.466,3.4,7.2,0.465,0.5,1.1,0.467,2.5,3.3,0.758,4.0,2.9,1.0,0.1,2.6,2.6,10.7,9.21,/players/steve-smith-1.html,26.0,,,,
1463,1988-89,Michigan State,Big Ten,33,35.4,6.6,13.8,0.478,5.9,11.8,0.499,0.7,1.9,0.349,3.9,5.1,0.763,6.9,3.4,1.3,0.4,3.0,2.7,17.7,11.04,/players/steve-smith-1.html,,,,,
1464,1989-90,Michigan State,Big Ten,31,34.9,7.5,14.3,0.526,6.1,11.1,0.545,1.5,3.2,0.459,3.7,5.4,0.695,7.0,4.8,0.8,0.5,3.6,2.6,20.2,8.86,/players/steve-smith-1.html,29.0,,,,
1465,1990-91,Michigan State,Big Ten,30,37.8,8.9,18.9,0.473,6.7,13.5,0.5,2.2,5.4,0.407,5.0,6.2,0.802,6.1,3.6,0.5,0.2,3.3,2.5,25.1,9.33,/players/steve-smith-1.html,,,,,
1466,1987-88,Michigan State,Big Ten,28,29.0,3.9,8.3,0.466,3.4,7.2,0.465,0.5,1.1,0.467,2.5,3.3,0.758,4.0,2.9,1.0,0.1,2.6,2.6,10.7,9.21,/players/steve-smith-1.html,26.0,,,,
1467,1988-89,Michigan State,Big Ten,33,35.4,6.6,13.8,0.478,5.9,11.8,0.499,0.7,1.9,0.349,3.9,5.1,0.763,6.9,3.4,1.3,0.4,3.0,2.7,17.7,11.04,/players/steve-smith-1.html,,,,,
1468,1989-90,Michigan State,Big Ten,31,34.9,7.5,14.3,0.526,6.1,11.1,0.545,1.5,3.2,0.459,3.7,5.4,0.695,7.0,4.8,0.8,0.5,3.6,2.6,20.2,8.86,/players/steve-smith-1.html,29.0,,,,
1469,1990-91,Michigan State,Big Ten,30,37.8,8.9,18.9,0.473,6.7,13.5,0.5,2.2,5.4,0.407,5.0,6.2,0.802,6.1,3.6,0.5,0.2,3.3,2.5,25.1,9.33,/players/steve-smith-1.html,,,,,
1470,1987-88,Michigan State,Big Ten,28,29.0,3.9,8.3,0.466,3.4,7.2,0.465,0.5,1.1,0.467,2.5,3.3,0.758,4.0,2.9,1.0,0.1,2.6,2.6,10.7,9.21,/players/steve-smith-1.html,26.0,,,,
1471,1988-89,Michigan State,Big Ten,33,35.4,6.6,13.8,0.478,5.9,11.8,0.499,0.7,1.9,0.349,3.9,5.1,0.763,6.9,3.4,1.3,0.4,3.0,2.7,17.7,11.04,/players/steve-smith-1.html,,,,,
1472,1989-90,Michigan State,Big Ten,31,34.9,7.5,14.3,0.526,6.1,11.1,0.545,1.5,3.2,0.459,3.7,5.4,0.695,7.0,4.8,0.8,0.5,3.6,2.6,20.2,8.86,/players/steve-smith-1.html,29.0,,,,
1473,1990-91,Michigan State,Big Ten,30,37.8,8.9,18.9,0.473,6.7,13.5,0.5,2.2,5.4,0.407,5.0,6.2,0.802,6.1,3.6,0.5,0.2,3.3,2.5,25.1,9.33,/players/steve-smith-1.html,,,,,
1474,1984-85,Marist,ECACM,29,26.8,4.6,8.0,0.567,,,,,,,2.1,3.6,0.577,5.6,0.2,0.3,2.6,1.7,3.4,11.2,-8.32,/players/rik-smits-1.html,21.0,,,,
1475,1985-86,Marist,ECACM,30,29.0,7.2,11.6,0.622,,,,,,,3.3,4.8,0.681,8.1,0.3,0.3,2.7,,,17.7,-9.3,/players/rik-smits-1.html,,,,,
1476,1986-87,Marist,ECACM,21,30.2,7.5,12.3,0.609,7.5,12.3,0.609,0.0,0.0,,5.2,7.2,0.722,8.1,0.8,0.6,4.0,2.2,3.4,20.1,-8.23,/players/rik-smits-1.html,,,,,
1477,1987-88,Marist,ECACM,27,31.9,9.3,14.9,0.623,9.3,14.9,0.626,0.0,0.1,0.0,6.1,8.4,0.735,8.7,0.6,0.3,3.9,3.0,3.2,24.7,-10.46,/players/rik-smits-1.html,27.0,,,,
1478,1981-82,Canisius,ECACN,22,14.1,1.1,2.5,0.444,,,,,,,0.3,0.6,0.5,3.1,0.3,0.2,1.4,1.3,2.6,2.5,-4.72,/players/mike-smrek-1.html,12.0,,,,
1479,1982-83,Canisius,ECACN,28,20.0,1.8,3.8,0.462,,,,,,,1.0,1.9,0.519,4.7,0.8,0.3,1.3,1.9,3.3,4.5,-4.15,/players/mike-smrek-1.html,22.0,,,,
1480,1983-84,Canisius,ECACN,30,27.6,5.1,8.1,0.632,,,,,,,1.9,3.2,0.583,5.8,0.7,0.2,1.8,2.4,3.4,12.1,-4.09,/players/mike-smrek-1.html,,,,,
1481,1984-85,Canisius,ECACN,28,29.0,6.1,10.2,0.601,,,,,,,3.5,5.3,0.655,6.9,1.1,0.5,1.9,2.8,3.1,15.8,-5.41,/players/mike-smrek-1.html,,,,,
1482,1991-92,Michigan State,Big Ten,25,5.8,0.5,1.0,0.48,0.5,0.9,0.522,0.0,0.1,0.0,0.1,0.6,0.2,0.6,1.0,0.2,0.0,0.8,0.4,1.1,12.76,/players/eric-snow-1.html,1,,,,
1483,1992-93,Michigan State,Big Ten,28,28.5,1.9,3.5,0.546,1.9,3.3,0.576,0.0,0.2,0.0,0.5,2.0,0.268,2.6,5.2,1.0,0.2,2.5,2.9,4.3,7.92,/players/eric-snow-1.html,27,,,,
1484,1993-94,Michigan State,Big Ten,32,31.0,2.8,5.5,0.514,2.4,4.1,0.591,0.4,1.4,0.289,0.7,1.5,0.449,3.5,6.7,1.8,0.2,2.7,2.4,6.8,10.8,/players/eric-snow-1.html,31,,,,
1485,1994-95,Michigan State,Big Ten,28,32.7,4.2,8.0,0.52,3.9,7.2,0.547,0.3,0.9,0.292,2.2,3.6,0.608,3.3,7.8,1.9,0.1,3.1,2.8,10.8,7.92,/players/eric-snow-1.html,28,,,,
1486,2006-07,Florida,SEC,33,5.7,1.7,2.6,0.671,1.7,2.6,0.671,0.0,0.0,,0.6,0.9,0.667,2.6,0.1,0.2,0.5,0.5,1.2,4.1,7.34,/players/marreese-speights-1.html,0,1.2,1.5,,
1487,2007-08,Florida,SEC,36,24.3,6.0,9.6,0.624,6.0,9.6,0.624,0.0,0.0,,2.5,3.6,0.692,8.1,0.9,0.4,1.4,1.7,2.3,14.5,4.98,/players/marreese-speights-1.html,36,2.6,5.5,,
1488,1986-87,Louisville,Metro,31,11.5,1.4,2.5,0.551,1.4,2.5,0.551,0.0,0.0,,1.0,2.1,0.492,2.7,0.4,0.1,0.6,1.1,1.9,3.8,7.61,/players/felton-spencer-1.html,1.0,,,,
1489,1987-88,Louisville,Metro,35,15.2,2.7,4.5,0.592,2.7,4.5,0.592,0.0,0.0,,2.1,3.3,0.64,4.2,0.5,0.2,0.5,1.1,2.9,7.4,9.79,/players/felton-spencer-1.html,,,,,
1490,1988-89,Louisville,Metro,33,17.6,2.6,4.2,0.607,2.6,4.2,0.607,0.0,0.0,,3.0,4.1,0.733,5.1,0.6,0.4,0.9,1.5,3.0,8.2,9.28,/players/felton-spencer-1.html,4.0,,,,
1491,1989-90,Louisville,Metro,35,28.4,5.4,7.9,0.681,5.4,7.9,0.681,0.0,0.0,,4.2,5.8,0.716,8.4,1.3,0.7,2.0,2.3,3.6,14.9,6.65,/players/felton-spencer-1.html,35.0,,,,
1492,1990-91,Alabama,SEC,33,26.2,3.5,6.9,0.511,3.4,6.5,0.516,0.2,0.4,0.417,1.8,2.5,0.69,5.0,1.9,0.4,1.9,1.6,1.6,8.9,8.7,/players/latrell-sprewell-1.html,17,,,,
1493,1991-92,Alabama,SEC,35,36.2,6.5,13.1,0.493,4.5,8.3,0.55,1.9,4.9,0.398,2.9,3.7,0.771,5.2,2.1,1.8,0.7,2.6,1.8,17.8,7.3,/players/latrell-sprewell-1.html,34,,,,
1494,1993-94,UNC,ACC,35,21.0,3.9,8.5,0.466,3.9,7.9,0.493,0.1,0.6,0.1,4.3,5.9,0.732,5.0,2.0,1.2,0.5,2.5,1.6,12.2,9.39,/players/jerry-stackhouse-1.html,1,,,,
1495,1994-95,UNC,ACC,34,34.4,6.3,12.2,0.517,5.2,9.6,0.546,1.1,2.6,0.411,5.4,7.6,0.712,8.2,2.7,1.5,1.7,3.3,2.2,19.2,13.14,/players/jerry-stackhouse-1.html,33,,,,
1496,1987-88,Oklahoma State,Big 8,30,32.7,5.1,10.3,0.497,3.8,6.7,0.559,1.4,3.6,0.38,3.8,4.5,0.838,4.7,4.6,2.2,0.3,3.1,3.3,15.4,7.83,/players/john-starks-1.html,28,,,,
1497,1988-89,Michigan State,Big Ten,33,26.2,3.5,6.2,0.558,3.5,6.2,0.558,0.0,0.0,,1.7,2.3,0.74,4.5,1.4,0.9,0.4,1.7,3.0,8.7,11.04,/players/matt-steigenga-1.html,,,,,
1498,1989-90,Michigan State,Big Ten,34,25.9,4.1,6.9,0.587,3.9,6.6,0.588,0.1,0.3,0.556,2.2,2.8,0.779,3.5,1.9,0.6,0.9,1.7,2.9,10.4,8.86,/players/matt-steigenga-1.html,33.0,,,,
1499,1990-91,Michigan State,Big Ten,30,30.4,4.9,9.4,0.525,4.5,8.5,0.527,0.4,0.9,0.5,2.3,3.3,0.7,4.9,2.1,0.4,1.1,2.2,2.8,12.6,9.33,/players/matt-steigenga-1.html,,,,,
1500,1991-92,Michigan State,Big Ten,27,25.0,3.8,7.8,0.488,3.3,6.2,0.53,0.5,1.6,0.326,2.0,3.0,0.679,4.5,2.0,0.8,0.9,2.0,2.8,10.2,12.76,/players/matt-steigenga-1.html,27.0,,,,
1501,2019-20,Washington,Pac-12,32,32.2,6.0,10.5,0.57,5.8,9.9,0.59,0.2,0.6,0.25,4.8,6.2,0.774,8.8,0.8,0.5,2.1,2.2,2.6,17.0,8.25,/players/isaiah-stewart-2.html,32,2.8,6.0,,
1502,1987-88,Coppin State,MEAC,,,,,,,,,,,,,,,,,,,,,,-10.99,/players/larry-stewart-1.html,,,,,
1503,1988-89,Coppin State,MEAC,28.0,34.1,7.1,10.8,0.659,7.1,10.8,0.661,0.0,0.0,0.0,3.4,4.9,0.691,10.0,1.1,1.0,1.9,2.2,,17.6,-11.08,/players/larry-stewart-1.html,,,,,
1504,1989-90,Coppin State,MEAC,33.0,37.0,7.1,10.9,0.645,7.1,10.9,0.647,0.0,0.0,0.0,4.5,6.5,0.701,11.2,1.0,1.0,1.3,2.4,2.6,18.7,-10.11,/players/larry-stewart-1.html,33.0,,,,
1505,1990-91,Coppin State,MEAC,30.0,36.6,8.1,12.8,0.635,8.1,12.8,0.634,0.0,0.0,1.0,7.6,9.6,0.785,13.4,1.6,1.4,1.7,3.2,2.6,23.9,-8.25,/players/larry-stewart-1.html,30.0,,,,
1506,1991-92,Arizona,Pac-10,30,18.0,2.5,5.6,0.455,1.6,3.3,0.49,0.9,2.3,0.406,1.2,1.6,0.771,2.2,2.5,0.7,0.1,1.5,1.4,7.2,8.19,/players/damon-stoudamire-1.html,0,,,,
1507,1992-93,Arizona,Pac-10,28,31.1,3.5,8.1,0.438,2.1,4.4,0.484,1.4,3.6,0.382,2.6,3.3,0.791,4.1,5.7,1.6,0.2,2.9,2.2,11.0,8.28,/players/damon-stoudamire-1.html,27,,,,
1508,1993-94,Arizona,Pac-10,35,33.3,6.2,13.8,0.448,3.5,6.3,0.566,2.7,7.6,0.351,3.2,4.0,0.8,4.5,5.9,1.6,0.1,3.2,2.3,18.3,8.9,/players/damon-stoudamire-1.html,35,,,,
1509,1994-95,Arizona,Pac-10,30,36.4,7.4,15.5,0.476,3.7,7.5,0.489,3.7,8.0,0.465,4.3,5.2,0.826,4.3,7.3,1.7,0.0,4.6,2.0,22.8,10.35,/players/damon-stoudamire-1.html,30,,,,
1510,1985-86,DePaul,Ind,31,34.3,5.7,11.4,0.497,,,,,,,2.7,4.1,0.675,2.7,5.1,2.2,0.2,2.7,2.4,14.1,7.43,/players/rod-strickland-1.html,23.0,,,,
1511,1986-87,DePaul,Ind,30,32.7,6.3,10.8,0.582,6.0,10.3,0.584,0.3,0.5,0.533,3.5,5.8,0.606,3.8,6.5,2.0,0.2,2.9,1.9,16.3,2.66,/players/rod-strickland-1.html,27.0,,,,
1512,1987-88,DePaul,Ind,26,32.2,8.0,15.1,0.528,7.0,13.0,0.541,0.9,2.1,0.444,3.2,5.3,0.606,3.8,7.8,2.9,0.2,3.1,2.0,20.0,3.23,/players/rod-strickland-1.html,,,,,
1513,2005-06,Eastern Washington,Big Sky,30,33.0,8.3,17.0,0.49,6.5,12.1,0.539,1.8,4.9,0.372,5.7,7.5,0.76,4.8,4.1,2.2,0.3,3.6,2.5,24.2,-0.02,/players/rodney-stuckey-1.html,30,1.1,3.7,,
1514,2006-07,Eastern Washington,Big Sky,29,33.3,7.8,17.3,0.453,6.3,11.7,0.541,1.5,5.6,0.267,7.4,8.8,0.846,4.7,5.5,2.4,0.3,3.4,2.3,24.6,-2.94,/players/rodney-stuckey-1.html,29,1.2,3.4,,
1515,1995-96,Miami (OH),MAC,22,17.4,3.0,5.8,0.52,2.0,3.6,0.55,1.0,2.1,0.468,1.0,1.3,0.786,3.3,1.0,0.3,0.5,1.2,2.0,8.0,0.82,/players/wally-szczerbiak-1.html,4.0,,,,
1516,1996-97,Miami (OH),MAC,30,30.9,5.0,10.5,0.475,3.1,6.5,0.482,1.9,4.0,0.463,0.9,1.3,0.718,5.4,2.1,0.7,0.4,1.8,2.7,12.8,0.63,/players/wally-szczerbiak-1.html,23.0,,,,
1517,1997-98,Miami (OH),MAC,21,38.2,8.8,16.7,0.529,5.8,10.6,0.55,3.0,6.1,0.492,3.8,4.7,0.806,7.6,2.5,0.9,1.1,3.4,2.9,24.4,1.94,/players/wally-szczerbiak-1.html,,,,,
1518,1998-99,Miami (OH),MAC,32,33.8,8.4,16.2,0.522,6.5,10.6,0.609,2.0,5.5,0.356,5.4,6.5,0.831,8.5,2.9,1.2,1.0,3.2,3.1,24.2,4.41,/players/wally-szczerbiak-1.html,,,,,
1519,1982-83,Michigan,Big Ten,26,9.1,1.3,3.3,0.407,,,,,,,0.8,1.5,0.579,3.2,0.4,0.3,0.7,1.0,1.2,3.5,5.14,/players/roy-tarpley-1.html,2,,,,
1520,1983-84,Michigan,Big Ten,33,28.2,5.0,9.5,0.527,,,,,,,2.5,3.1,0.794,8.1,0.9,0.6,2.1,1.8,2.8,12.5,7.34,/players/roy-tarpley-1.html,20,,,,
1521,1984-85,Michigan,Big Ten,30,33.9,7.4,14.2,0.525,,,,,,,4.1,5.3,0.775,10.4,1.6,0.9,2.2,2.9,3.1,19.0,8.67,/players/roy-tarpley-1.html,30,,,,
1522,1985-86,Michigan,Big Ten,33,31.7,6.2,11.5,0.541,,,,,,,3.5,4.3,0.811,8.8,1.4,1.5,2.9,2.6,3.1,15.9,9.56,/players/roy-tarpley-1.html,32,,,,
1523,2014-15,Ohio State,Big Ten,35,22.0,3.6,6.1,0.589,3.5,5.6,0.631,0.1,0.5,0.158,1.5,2.9,0.52,5.0,0.3,0.9,0.6,1.2,2.5,8.8,7.37,/players/jaesean-tate-1.html,16,1.9,3.1,,
1524,2015-16,Ohio State,Big Ten,28,29.0,4.8,9.3,0.521,4.3,7.8,0.553,0.5,1.4,0.35,1.6,3.0,0.518,6.4,1.5,1.3,0.3,1.6,3.0,11.7,7.08,/players/jaesean-tate-1.html,28,2.0,4.4,,
1525,2016-17,Ohio State,Big Ten,32,31.9,5.7,10.4,0.547,5.4,9.3,0.586,0.3,1.1,0.222,2.7,4.7,0.573,6.4,2.0,1.1,0.5,2.3,3.2,14.3,7.28,/players/jaesean-tate-1.html,32,1.9,4.5,,
1526,2017-18,Ohio State,Big Ten,34,29.6,5.0,9.0,0.557,4.7,8.0,0.588,0.3,1.0,0.314,1.9,3.2,0.591,6.2,2.9,1.1,0.6,2.2,3.2,12.3,9.02,/players/jaesean-tate-1.html,34,1.3,4.9,,
1527,2016-17,Duke,ACC,29,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4.0,0.342,4.1,4.8,0.849,7.3,2.1,1.3,1.1,2.6,3.0,16.8,10.91,/players/jayson-tatum-1.html,27,1.3,6.0,,
1528,1994-95,Michigan,Big Ten,31,26.8,5.2,11.0,0.471,5.1,10.8,0.472,0.1,0.2,0.429,1.9,3.2,0.602,5.1,1.2,0.5,1.1,2.1,3.3,12.4,8.94,/players/maurice-taylor-1.html,29,,,,
1529,1995-96,Michigan,Big Ten,32,28.4,6.1,11.9,0.511,6.0,11.8,0.513,0.0,0.1,0.25,1.8,3.1,0.592,7.0,1.3,0.7,0.8,2.1,2.9,14.0,8.55,/players/maurice-taylor-1.html,32,,,,
1530,1996-97,Michigan,Big Ten,35,30.1,4.9,9.7,0.507,4.9,9.6,0.512,0.0,0.1,0.2,2.4,3.3,0.718,6.2,1.1,0.7,0.9,2.0,2.7,12.3,10.53,/players/maurice-taylor-1.html,33,,,,
1531,2007-08,Wake Forest,ACC,30,29.7,4.5,10.4,0.434,3.4,7.7,0.448,1.1,2.7,0.395,3.8,4.7,0.803,2.7,2.5,1.8,0.5,2.5,2.3,13.9,8.83,/players/jeff-teague-1.html,21,0.5,2.2,,
1532,2008-09,Wake Forest,ACC,31,32.0,5.8,12.0,0.485,4.4,8.7,0.502,1.5,3.3,0.441,5.8,7.1,0.817,3.3,3.5,1.9,0.6,3.4,2.2,18.8,7.36,/players/jeff-teague-1.html,31,0.5,2.8,,
1533,1995-96,Arizona,Pac-10,31,9.8,1.0,1.9,0.542,0.5,1.1,0.515,0.5,0.8,0.577,0.5,0.9,0.593,0.7,1.1,0.6,0.0,1.1,0.9,3.1,8.42,/players/jason-terry-1.html,0,,,,
1534,1996-97,Arizona,Pac-10,34,30.5,3.6,8.2,0.443,2.5,4.7,0.528,1.2,3.6,0.331,2.1,3.0,0.713,2.7,4.4,2.5,0.1,2.1,1.9,10.6,11.04,/players/jason-terry-1.html,18,,,,
1535,1997-98,Arizona,Pac-10,35,22.8,3.5,8.4,0.422,1.8,3.4,0.534,1.7,5.0,0.347,1.8,2.1,0.827,2.4,4.3,1.7,0.2,2.2,1.6,10.6,8.36,/players/jason-terry-1.html,0,,,,
1536,1998-99,Arizona,Pac-10,29,38.2,7.2,16.3,0.443,4.6,9.7,0.473,2.6,6.6,0.398,4.9,5.8,0.839,3.3,5.5,2.8,0.2,4.1,1.4,21.9,8.35,/players/jason-terry-1.html,29,,,,
1537,2008-09,Washington,Pac-10,35,28.4,5.1,12.3,0.418,4.0,8.5,0.475,1.1,3.8,0.291,4.1,5.9,0.686,3.0,2.6,1.1,0.1,2.6,1.9,15.5,8.19,/players/isaiah-thomas-1.html,34,0.7,2.3,,
1538,2009-10,Washington,Pac-10,35,31.1,5.3,12.8,0.415,3.5,7.1,0.486,1.9,5.7,0.327,4.5,6.1,0.732,3.9,3.2,1.1,0.1,2.4,1.9,16.9,7.49,/players/isaiah-thomas-1.html,35,0.6,3.3,,
1539,2010-11,Washington,Pac-10,35,31.9,5.4,12.1,0.445,3.7,7.1,0.512,1.7,4.9,0.349,4.3,6.0,0.719,3.5,6.1,1.3,0.1,3.0,2.1,16.8,7.74,/players/isaiah-thomas-1.html,35,0.7,2.8,,
1540,1996-97,Villanova,Big East,32,31.4,5.8,13.0,0.45,4.4,8.6,0.507,1.5,4.4,0.336,3.8,4.8,0.796,6.0,2.1,1.8,1.0,2.8,2.8,16.9,9.44,/players/tim-thomas-1.html,31,,,,
1541,2005-06,LSU,SEC,32,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0.0,0.0,1.0,2.8,4.3,0.657,9.2,1.3,1.0,3.1,1.8,2.6,12.3,8.77,/players/tyrus-thomas-1.html,21,2.8,6.4,,
1542,1982-83,Louisville,Metro,36,19.7,2.9,5.9,0.488,,,,,,,1.5,2.3,0.654,3.9,1.2,0.4,1.1,1.9,2.7,7.3,8.97,/players/billy-thompson-1.html,0,,,,
1543,1983-84,Louisville,Metro,31,28.3,3.4,6.7,0.507,,,,,,,2.3,3.2,0.735,0.5,3.6,1.1,1.0,3.3,2.9,9.2,8.05,/players/billy-thompson-1.html,30,,,,
1544,1984-85,Louisville,Metro,37,34.1,5.9,11.5,0.515,,,,,,,3.2,4.3,0.747,8.4,4.2,0.7,1.4,4.4,3.2,15.1,8.2,/players/billy-thompson-1.html,36,,,,
1545,1985-86,Louisville,Metro,39,31.2,5.7,9.8,0.576,,,,,,,3.6,5.0,0.714,7.8,3.9,0.8,1.6,3.6,3.2,14.9,10.42,/players/billy-thompson-1.html,39,,,,
1546,2008-09,Washington State,Pac-10,33,33.1,4.8,11.5,0.421,2.8,6.5,0.427,2.1,5.0,0.412,0.8,0.9,0.903,4.2,1.9,0.9,0.6,2.1,2.0,12.5,7.5,/players/klay-thompson-1.html,33,0.8,3.4,,
1547,2009-10,Washington State,Pac-10,31,35.4,6.5,15.6,0.412,4.0,8.9,0.449,2.5,6.7,0.364,4.3,5.4,0.801,5.1,2.3,1.4,0.7,3.4,2.4,19.6,4.65,/players/klay-thompson-1.html,30,1.2,3.9,,
1548,2010-11,Washington State,Pac-10,34,34.7,7.1,16.2,0.436,4.2,9.0,0.466,2.9,7.2,0.398,4.6,5.4,0.838,5.2,3.7,1.6,0.9,3.4,2.9,21.6,6.81,/players/klay-thompson-1.html,33,0.7,4.5,,
1549,2010-11,Texas,Big 12,36,30.7,4.8,8.8,0.546,4.8,8.8,0.546,0.0,0.0,,3.5,7.3,0.487,7.8,1.3,0.9,2.4,1.8,2.8,13.1,7.96,/players/tristan-thompson-2.html,34,3.8,4.0,,
1550,2003-04,Florida State,ACC,30,7.9,1.0,1.9,0.517,0.9,1.7,0.529,0.1,0.2,0.429,0.7,1.4,0.5,1.8,0.2,0.2,0.2,0.5,1.4,2.8,8.31,/players/al-thornton-1.html,0,0.6,1.2,,
1551,2004-05,Florida State,ACC,29,18.0,3.5,6.4,0.543,3.3,5.9,0.564,0.1,0.5,0.286,2.0,3.7,0.538,4.4,0.7,0.5,0.6,1.4,2.4,9.1,8.99,/players/al-thornton-1.html,4,1.7,2.8,,
1552,2005-06,Florida State,ACC,30,29.0,5.7,11.0,0.518,5.0,9.6,0.524,0.7,1.4,0.476,4.1,5.5,0.744,6.9,1.2,1.0,0.3,2.4,2.5,16.1,4.86,/players/al-thornton-1.html,30,2.9,4.0,,
1553,2006-07,Florida State,ACC,35,31.2,7.0,13.1,0.53,5.9,10.8,0.549,1.0,2.3,0.444,4.7,6.0,0.79,7.2,0.7,1.5,1.1,2.5,2.7,19.7,8.63,/players/al-thornton-1.html,35,3.0,4.1,,
1554,2007-08,LSU,SEC,31,33.6,6.8,15.7,0.436,3.9,8.0,0.494,2.9,7.7,0.377,3.0,3.7,0.817,5.6,1.4,1.4,0.3,2.2,2.0,19.6,5.66,/players/marcus-thornton-1.html,30,2.0,3.6,,
1555,2008-09,LSU,SEC,35,31.9,7.3,15.5,0.472,5.1,9.7,0.522,2.2,5.7,0.388,4.3,5.7,0.745,5.5,2.1,1.6,0.4,1.8,2.1,21.1,3.27,/players/marcus-thornton-1.html,35,2.0,3.5,,
1556,2007-08,LSU,SEC,31,33.6,6.8,15.7,0.436,3.9,8.0,0.494,2.9,7.7,0.377,3.0,3.7,0.817,5.6,1.4,1.4,0.3,2.2,2.0,19.6,5.66,/players/marcus-thornton-1.html,30,2.0,3.6,,
1557,2008-09,LSU,SEC,35,31.9,7.3,15.5,0.472,5.1,9.7,0.522,2.2,5.7,0.388,4.3,5.7,0.745,5.5,2.1,1.6,0.4,1.8,2.1,21.1,3.27,/players/marcus-thornton-1.html,35,2.0,3.5,,
1558,2015-16,Washington,Pac-12,34,24.1,2.1,5.3,0.397,1.1,2.5,0.43,1.0,2.7,0.366,1.0,1.4,0.714,3.2,1.6,1.1,0.9,1.4,3.3,6.2,8.12,/players/matisse-thybulle-1.html,34,1.1,2.1,,
1559,2016-17,Washington,Pac-12,31,29.9,3.8,8.4,0.448,2.1,4.2,0.492,1.7,4.2,0.405,1.2,1.4,0.841,3.1,1.8,2.1,0.7,2.0,2.9,10.5,6.82,/players/matisse-thybulle-1.html,31,0.8,2.3,,
1560,2017-18,Washington,Pac-12,34,32.3,4.1,9.3,0.445,2.4,4.6,0.525,1.7,4.7,0.365,1.2,1.6,0.714,2.9,2.6,3.0,1.4,2.2,2.4,11.2,6.06,/players/matisse-thybulle-1.html,33,0.9,2.1,,
1561,2018-19,Washington,Pac-12,36,31.1,3.1,7.5,0.415,1.8,3.3,0.555,1.3,4.2,0.305,1.6,1.9,0.851,3.1,2.1,3.5,2.3,1.8,2.8,9.1,7.01,/players/matisse-thybulle-1.html,36,0.8,2.3,,
