,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%,Trp Dbl
1225,2018-19,31.0,IND,NBA,PG,4.0,4.0,117.0,19.0,45.0,0.422,4.0,11.0,15.0,34.0,0.441,0.467,6.0,6.0,1.0,4.0,8.0,12.0,16.0,2.0,0.0,10.0,11.0,48.0,/players/c/collida01.html,0.364,
1226,2004-05,24.0,SEA,NBA,C,11.0,0.0,218.0,37.0,61.0,0.607,1.0,1.0,36.0,60.0,0.6,0.615,17.0,27.0,0.63,22.0,33.0,55.0,5.0,3.0,5.0,6.0,40.0,92.0,/players/c/collini01.html,1.0,
1227,2009-10,29.0,OKC,NBA,C,6.0,0.0,129.0,8.0,24.0,0.333,0.0,1.0,8.0,23.0,0.348,0.333,3.0,7.0,0.429,12.0,16.0,28.0,2.0,5.0,1.0,4.0,20.0,19.0,/players/c/collini01.html,0.0,
1228,2010-11,30.0,OKC,NBA,C,17.0,0.0,413.0,48.0,76.0,0.632,0.0,0.0,48.0,76.0,0.632,0.632,18.0,23.0,0.783,47.0,51.0,98.0,15.0,15.0,15.0,13.0,63.0,114.0,/players/c/collini01.html,,
1229,2011-12,31.0,OKC,NBA,PF,20.0,0.0,332.0,33.0,51.0,0.647,0.0,0.0,33.0,51.0,0.647,0.647,3.0,7.0,0.429,30.0,37.0,67.0,19.0,12.0,5.0,12.0,51.0,69.0,/players/c/collini01.html,,
1230,2012-13,32.0,OKC,NBA,C,11.0,0.0,178.0,22.0,47.0,0.468,0.0,0.0,22.0,47.0,0.468,0.468,11.0,12.0,0.917,25.0,26.0,51.0,12.0,5.0,11.0,10.0,37.0,55.0,/players/c/collini01.html,,
1231,2013-14,33.0,OKC,NBA,PF,17.0,2.0,183.0,12.0,29.0,0.414,2.0,5.0,10.0,24.0,0.417,0.448,7.0,10.0,0.7,12.0,26.0,38.0,13.0,4.0,7.0,6.0,28.0,33.0,/players/c/collini01.html,0.4,
1232,2015-16,35.0,OKC,NBA,PF,9.0,0.0,79.0,4.0,6.0,0.667,0.0,0.0,4.0,6.0,0.667,0.667,1.0,2.0,0.5,3.0,8.0,11.0,5.0,8.0,0.0,1.0,17.0,9.0,/players/c/collini01.html,,
1233,2010-11,23.0,MEM,NBA,PG,13.0,13.0,507.0,71.0,183.0,0.388,11.0,37.0,60.0,146.0,0.411,0.418,44.0,53.0,0.83,7.0,43.0,50.0,83.0,14.0,3.0,30.0,39.0,197.0,/players/c/conlemi01.html,0.297,
1234,2011-12,24.0,MEM,NBA,PG,7.0,7.0,277.0,32.0,76.0,0.421,11.0,22.0,21.0,54.0,0.389,0.493,24.0,32.0,0.75,4.0,19.0,23.0,50.0,6.0,0.0,16.0,19.0,99.0,/players/c/conlemi01.html,0.5,
1235,2012-13,25.0,MEM,NBA,PG,15.0,15.0,575.0,83.0,216.0,0.384,18.0,64.0,65.0,152.0,0.428,0.426,71.0,93.0,0.763,12.0,59.0,71.0,107.0,26.0,5.0,34.0,34.0,255.0,/players/c/conlemi01.html,0.281,
1236,2013-14,26.0,MEM,NBA,PG,7.0,7.0,267.0,44.0,102.0,0.431,3.0,27.0,41.0,75.0,0.547,0.446,20.0,26.0,0.769,5.0,27.0,32.0,55.0,14.0,1.0,15.0,14.0,111.0,/players/c/conlemi01.html,0.111,
1237,2014-15,27.0,MEM,NBA,PG,8.0,8.0,243.0,41.0,96.0,0.427,10.0,33.0,31.0,63.0,0.492,0.479,23.0,28.0,0.821,0.0,9.0,9.0,40.0,11.0,0.0,12.0,10.0,115.0,/players/c/conlemi01.html,0.303,
1238,2016-17,29.0,MEM,NBA,PG,6.0,6.0,224.0,50.0,103.0,0.485,17.0,38.0,33.0,65.0,0.508,0.568,31.0,37.0,0.838,1.0,19.0,20.0,42.0,10.0,3.0,12.0,11.0,148.0,/players/c/conlemi01.html,0.447,
1239,2019-20,32.0,UTA,NBA,PG,5.0,5.0,165.0,31.0,64.0,0.484,18.0,34.0,13.0,30.0,0.433,0.625,19.0,22.0,0.864,3.0,11.0,14.0,26.0,8.0,1.0,5.0,10.0,99.0,/players/c/conlemi01.html,0.529,
1240,2020-21,33.0,UTA,NBA,PG,6.0,6.0,176.0,29.0,68.0,0.426,18.0,37.0,11.0,31.0,0.355,0.559,16.0,16.0,1.0,3.0,18.0,21.0,46.0,1.0,3.0,14.0,15.0,92.0,/players/c/conlemi01.html,0.486,
1241,2021-22,34.0,UTA,NBA,PG,6.0,6.0,174.0,19.0,57.0,0.333,5.0,25.0,14.0,32.0,0.438,0.377,12.0,15.0,0.8,2.0,17.0,19.0,29.0,5.0,2.0,13.0,19.0,55.0,/players/c/conlemi01.html,0.2,
1242,1991-92,24.0,SEA,NBA,C,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/c/conloma01.html,,
1243,1997-98,30.0,MIA,NBA,C,3.0,0.0,46.0,3.0,7.0,0.429,0.0,0.0,3.0,7.0,0.429,0.429,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,1.0,6.0,7.0,7.0,/players/c/conloma01.html,,
1244,2015-16,23.0,POR,NBA,SG,6.0,0.0,8.0,3.0,5.0,0.6,2.0,3.0,1.0,2.0,0.5,0.8,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,/players/c/connapa01.html,0.667,
1245,2016-17,24.0,POR,NBA,SG,3.0,0.0,24.0,2.0,9.0,0.222,0.0,6.0,2.0,3.0,0.667,0.222,3.0,3.0,1.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,/players/c/connapa01.html,0.0,
1246,2017-18,25.0,POR,NBA,SG,4.0,0.0,59.0,6.0,15.0,0.4,2.0,10.0,4.0,5.0,0.8,0.467,2.0,2.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,9.0,16.0,/players/c/connapa01.html,0.2,
1247,2018-19,26.0,MIL,NBA,SG,15.0,0.0,324.0,37.0,77.0,0.481,15.0,42.0,22.0,35.0,0.629,0.578,4.0,8.0,0.5,10.0,83.0,93.0,21.0,6.0,13.0,8.0,14.0,93.0,/players/c/connapa01.html,0.357,
1248,2019-20,27.0,MIL,NBA,SG,10.0,0.0,171.0,15.0,35.0,0.429,8.0,23.0,7.0,12.0,0.583,0.543,2.0,2.0,1.0,5.0,34.0,39.0,11.0,2.0,2.0,5.0,12.0,40.0,/players/c/connapa01.html,0.348,
1249,2020-21,28.0,MIL,NBA,SG,23.0,1.0,546.0,55.0,119.0,0.462,37.0,95.0,18.0,24.0,0.75,0.618,11.0,13.0,0.846,29.0,72.0,101.0,20.0,10.0,6.0,12.0,38.0,158.0,/players/c/connapa01.html,0.389,
1250,2021-22,29.0,MIL,NBA,SG,12.0,0.0,318.0,42.0,88.0,0.477,25.0,64.0,17.0,24.0,0.708,0.619,5.0,5.0,1.0,3.0,48.0,51.0,11.0,5.0,4.0,7.0,14.0,114.0,/players/c/connapa01.html,0.391,
1251,2003-04,23.0,LAL,NBA,C,13.0,0.0,46.0,5.0,15.0,0.333,0.0,0.0,5.0,15.0,0.333,0.333,2.0,2.0,1.0,3.0,9.0,12.0,1.0,1.0,0.0,3.0,7.0,12.0,/players/c/cookbr01.html,,
1252,2005-06,25.0,LAL,NBA,PF,7.0,0.0,78.0,18.0,46.0,0.391,4.0,11.0,14.0,35.0,0.4,0.435,4.0,4.0,1.0,11.0,11.0,22.0,8.0,1.0,0.0,3.0,15.0,44.0,/players/c/cookbr01.html,0.364,
1253,2006-07,26.0,LAL,NBA,PF,5.0,0.0,51.0,6.0,18.0,0.333,3.0,7.0,3.0,11.0,0.273,0.417,3.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,2.0,13.0,18.0,/players/c/cookbr01.html,0.429,
1254,2008-09,28.0,HOU,NBA,PF,6.0,0.0,32.0,4.0,15.0,0.267,2.0,9.0,2.0,6.0,0.333,0.333,0.0,0.0,,3.0,9.0,12.0,3.0,2.0,1.0,4.0,4.0,10.0,/players/c/cookbr01.html,0.222,
1255,2008-09,21.0,MIA,NBA,SF,7.0,0.0,161.0,13.0,42.0,0.31,9.0,30.0,4.0,12.0,0.333,0.417,2.0,2.0,1.0,3.0,14.0,17.0,4.0,2.0,0.0,6.0,18.0,37.0,/players/c/cookda02.html,0.3,
1256,2010-11,23.0,OKC,NBA,SG,17.0,0.0,195.0,22.0,56.0,0.393,16.0,46.0,6.0,10.0,0.6,0.536,4.0,4.0,1.0,1.0,26.0,27.0,1.0,3.0,0.0,7.0,17.0,64.0,/players/c/cookda02.html,0.348,
1257,2011-12,24.0,OKC,NBA,SG,16.0,0.0,109.0,14.0,37.0,0.378,8.0,24.0,6.0,13.0,0.462,0.486,0.0,2.0,0.0,0.0,9.0,9.0,4.0,3.0,0.0,0.0,7.0,36.0,/players/c/cookda02.html,0.333,
1258,2012-13,25.0,CHI,NBA,SG,6.0,0.0,36.0,1.0,10.0,0.1,1.0,8.0,0.0,2.0,0.0,0.15,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,4.0,6.0,3.0,/players/c/cookda02.html,0.125,
1259,2017-18,24.0,GSW,NBA,PG,17.0,0.0,175.0,30.0,67.0,0.448,7.0,31.0,23.0,36.0,0.639,0.5,14.0,17.0,0.824,2.0,21.0,23.0,11.0,4.0,2.0,5.0,13.0,81.0,/players/c/cookqu01.html,0.226,
1260,2018-19,25.0,GSW,NBA,PG,17.0,0.0,193.0,28.0,70.0,0.4,11.0,34.0,17.0,36.0,0.472,0.479,4.0,4.0,1.0,2.0,16.0,18.0,12.0,3.0,1.0,6.0,13.0,71.0,/players/c/cookqu01.html,0.324,
1261,2019-20,26.0,LAL,NBA,PG,6.0,0.0,24.0,5.0,10.0,0.5,2.0,4.0,3.0,6.0,0.5,0.6,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,13.0,/players/c/cookqu01.html,0.5,
1262,2019-20,22.0,DEN,NBA,SF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/c/cookty01.html,,
1263,1992-93,23.0,LAL,NBA,PG,2.0,0.0,4.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,/players/c/coopedu01.html,0.0,
1264,2012-13,28.0,NYK,NBA,PF,9.0,1.0,93.0,12.0,30.0,0.4,11.0,23.0,1.0,7.0,0.143,0.583,2.0,2.0,1.0,2.0,7.0,9.0,1.0,5.0,0.0,4.0,9.0,37.0,/players/c/copelch01.html,0.478,
1265,2013-14,29.0,IND,NBA,SF,12.0,0.0,82.0,12.0,28.0,0.429,6.0,16.0,6.0,12.0,0.5,0.536,6.0,9.0,0.667,1.0,4.0,5.0,1.0,3.0,3.0,5.0,13.0,36.0,/players/c/copelch01.html,0.375,
1266,1989-90,24.0,PHI,NBA,SG,4.0,0.0,9.0,2.0,6.0,0.333,0.0,0.0,2.0,6.0,0.333,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,/players/c/copella01.html,,
1267,1985-86,23.0,SAS,NBA,SF,1.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,/players/c/corbity01.html,,
1268,1988-89,26.0,PHO,NBA,SF,12.0,12.0,310.0,45.0,86.0,0.523,0.0,0.0,45.0,86.0,0.523,0.523,19.0,25.0,0.76,43.0,42.0,85.0,26.0,24.0,4.0,14.0,37.0,109.0,/players/c/corbity01.html,,
1269,1991-92,29.0,UTA,NBA,SF,16.0,0.0,447.0,69.0,137.0,0.504,0.0,2.0,69.0,135.0,0.511,0.504,42.0,54.0,0.778,39.0,49.0,88.0,17.0,12.0,3.0,17.0,45.0,180.0,/players/c/corbity01.html,0.0,
1270,1992-93,30.0,UTA,NBA,SF,5.0,0.0,161.0,24.0,50.0,0.48,0.0,0.0,24.0,50.0,0.48,0.48,11.0,17.0,0.647,16.0,22.0,38.0,9.0,3.0,1.0,7.0,15.0,59.0,/players/c/corbity01.html,,
1271,1993-94,31.0,UTA,NBA,SF,16.0,11.0,413.0,41.0,106.0,0.387,4.0,12.0,37.0,94.0,0.394,0.406,14.0,15.0,0.933,25.0,54.0,79.0,15.0,21.0,3.0,11.0,31.0,100.0,/players/c/corbity01.html,0.333,
1272,1994-95,32.0,ATL,NBA,SF,3.0,2.0,79.0,12.0,26.0,0.462,2.0,6.0,10.0,20.0,0.5,0.5,8.0,9.0,0.889,6.0,4.0,10.0,2.0,2.0,1.0,2.0,10.0,34.0,/players/c/corbity01.html,0.333,
1273,1995-96,33.0,MIA,NBA,SF,2.0,0.0,34.0,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,3.0,4.0,0.75,4.0,3.0,7.0,1.0,2.0,0.0,1.0,3.0,5.0,/players/c/corbity01.html,,
1274,1996-97,34.0,ATL,NBA,SF,10.0,10.0,364.0,42.0,92.0,0.457,13.0,37.0,29.0,55.0,0.527,0.527,9.0,9.0,1.0,12.0,31.0,43.0,20.0,4.0,2.0,14.0,29.0,106.0,/players/c/corbity01.html,0.351,
1275,1997-98,35.0,ATL,NBA,SF,4.0,4.0,113.0,7.0,25.0,0.28,1.0,6.0,6.0,19.0,0.316,0.3,0.0,0.0,,3.0,12.0,15.0,4.0,6.0,1.0,3.0,10.0,15.0,/players/c/corbity01.html,0.167,
1276,1998-99,36.0,ATL,NBA,SF,9.0,4.0,268.0,30.0,72.0,0.417,6.0,23.0,24.0,49.0,0.49,0.458,3.0,4.0,0.75,7.0,26.0,33.0,16.0,6.0,0.0,8.0,20.0,69.0,/players/c/corbity01.html,0.261,
1277,1999-00,37.0,SAC,NBA,SF,3.0,0.0,23.0,2.0,5.0,0.4,0.0,2.0,2.0,3.0,0.667,0.4,0.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0,/players/c/corbity01.html,0.0,
1278,2018-19,28.0,GSW,NBA,C,8.0,5.0,133.0,21.0,53.0,0.396,3.0,12.0,18.0,41.0,0.439,0.425,16.0,25.0,0.64,9.0,30.0,39.0,19.0,5.0,6.0,19.0,24.0,61.0,/players/c/couside01.html,0.25,
1279,2020-21,30.0,LAC,NBA,C,7.0,0.0,58.0,19.0,42.0,0.452,4.0,10.0,15.0,32.0,0.469,0.5,11.0,14.0,0.786,6.0,8.0,14.0,5.0,2.0,3.0,5.0,13.0,53.0,/players/c/couside01.html,0.4,
1280,2021-22,31.0,DEN,NBA,C,5.0,0.0,57.0,19.0,29.0,0.655,4.0,6.0,15.0,23.0,0.652,0.724,11.0,15.0,0.733,3.0,14.0,17.0,6.0,3.0,1.0,7.0,9.0,53.0,/players/c/couside01.html,0.667,
1281,2017-18,27.0,PHI,NBA,SF,10.0,8.0,281.0,27.0,83.0,0.325,15.0,48.0,12.0,35.0,0.343,0.416,12.0,16.0,0.75,12.0,41.0,53.0,25.0,11.0,9.0,11.0,30.0,81.0,/players/c/covinro01.html,0.313,
1282,2019-20,29.0,HOU,NBA,C,12.0,12.0,379.0,47.0,95.0,0.495,34.0,68.0,13.0,27.0,0.481,0.674,6.0,7.0,0.857,8.0,52.0,60.0,16.0,30.0,13.0,12.0,45.0,134.0,/players/c/covinro01.html,0.5,
1283,2020-21,30.0,POR,NBA,PF,6.0,6.0,228.0,18.0,36.0,0.5,11.0,22.0,7.0,14.0,0.5,0.653,9.0,10.0,0.9,9.0,38.0,47.0,7.0,9.0,6.0,8.0,20.0,56.0,/players/c/covinro01.html,0.5,
1284,2014-15,22.0,POR,NBA,SG,2.0,1.0,39.0,4.0,5.0,0.8,2.0,2.0,2.0,3.0,0.667,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,10.0,/players/c/crabbal01.html,1.0,
1285,2015-16,23.0,POR,NBA,SG,11.0,0.0,302.0,38.0,73.0,0.521,15.0,35.0,23.0,38.0,0.605,0.623,14.0,19.0,0.737,5.0,27.0,32.0,15.0,7.0,1.0,6.0,23.0,105.0,/players/c/crabbal01.html,0.429,
1286,2016-17,24.0,POR,NBA,SG,4.0,0.0,92.0,9.0,24.0,0.375,3.0,13.0,6.0,11.0,0.545,0.438,1.0,3.0,0.333,0.0,12.0,12.0,2.0,1.0,0.0,1.0,9.0,22.0,/players/c/crabbal01.html,0.231,
1287,2018-19,28.0,DEN,NBA,SF,14.0,11.0,330.0,33.0,69.0,0.478,17.0,36.0,16.0,33.0,0.485,0.601,9.0,16.0,0.563,21.0,51.0,72.0,12.0,7.0,5.0,6.0,38.0,92.0,/players/c/craigto01.html,0.472,
1288,2019-20,29.0,DEN,NBA,SF,19.0,3.0,375.0,33.0,78.0,0.423,11.0,42.0,22.0,36.0,0.611,0.494,9.0,13.0,0.692,13.0,49.0,62.0,13.0,7.0,7.0,9.0,44.0,86.0,/players/c/craigto01.html,0.262,
1289,2020-21,30.0,PHO,NBA,SF,22.0,0.0,266.0,32.0,75.0,0.427,15.0,37.0,17.0,38.0,0.447,0.527,8.0,13.0,0.615,19.0,44.0,63.0,9.0,1.0,8.0,10.0,33.0,87.0,/players/c/craigto01.html,0.405,
1290,2021-22,31.0,PHO,NBA,SF,9.0,0.0,69.0,8.0,22.0,0.364,3.0,10.0,5.0,12.0,0.417,0.432,1.0,2.0,0.5,5.0,10.0,15.0,5.0,4.0,2.0,4.0,6.0,20.0,/players/c/craigto01.html,0.3,
1291,1997-98,22.0,ATL,NBA,PF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,/players/c/crawfch01.html,,
1292,1998-99,23.0,ATL,NBA,PF,6.0,5.0,125.0,16.0,48.0,0.333,4.0,14.0,12.0,34.0,0.353,0.375,23.0,26.0,0.885,6.0,13.0,19.0,5.0,1.0,1.0,6.0,19.0,59.0,/players/c/crawfch01.html,0.286,
1293,2009-10,29.0,ATL,NBA,SG,11.0,0.0,351.0,56.0,154.0,0.364,18.0,50.0,38.0,104.0,0.365,0.422,49.0,58.0,0.845,1.0,29.0,30.0,30.0,9.0,1.0,20.0,26.0,179.0,/players/c/crawfja01.html,0.36,
1294,2010-11,30.0,ATL,NBA,SG,12.0,0.0,358.0,61.0,155.0,0.394,21.0,60.0,40.0,95.0,0.421,0.461,42.0,51.0,0.824,1.0,15.0,16.0,30.0,9.0,4.0,16.0,17.0,185.0,/players/c/crawfja01.html,0.35,
1295,2012-13,32.0,LAC,NBA,SG,6.0,0.0,161.0,24.0,62.0,0.387,6.0,22.0,18.0,40.0,0.45,0.435,11.0,11.0,1.0,2.0,10.0,12.0,10.0,3.0,1.0,4.0,9.0,65.0,/players/c/crawfja01.html,0.273,
1296,2013-14,33.0,LAC,NBA,SG,13.0,0.0,313.0,68.0,171.0,0.398,27.0,79.0,41.0,92.0,0.446,0.477,39.0,44.0,0.886,5.0,14.0,19.0,26.0,12.0,2.0,15.0,24.0,202.0,/players/c/crawfja01.html,0.342,
1297,2014-15,34.0,LAC,NBA,SG,14.0,0.0,379.0,67.0,186.0,0.36,18.0,74.0,49.0,112.0,0.438,0.409,26.0,30.0,0.867,6.0,24.0,30.0,27.0,13.0,3.0,17.0,34.0,178.0,/players/c/crawfja01.html,0.243,
1298,2015-16,35.0,LAC,NBA,SG,6.0,1.0,199.0,39.0,103.0,0.379,4.0,21.0,35.0,82.0,0.427,0.398,22.0,25.0,0.88,2.0,11.0,13.0,13.0,10.0,0.0,9.0,9.0,104.0,/players/c/crawfja01.html,0.19,
1299,2016-17,36.0,LAC,NBA,SG,7.0,0.0,196.0,35.0,83.0,0.422,6.0,25.0,29.0,58.0,0.5,0.458,12.0,12.0,1.0,2.0,7.0,9.0,13.0,4.0,1.0,9.0,12.0,88.0,/players/c/crawfja01.html,0.24,
1300,2017-18,37.0,MIN,NBA,SG,5.0,0.0,123.0,21.0,47.0,0.447,7.0,17.0,14.0,30.0,0.467,0.521,10.0,13.0,0.769,1.0,12.0,13.0,12.0,5.0,0.0,5.0,6.0,59.0,/players/c/crawfja01.html,0.412,
1301,2012-13,24.0,BOS,NBA,SG,5.0,0.0,59.0,7.0,23.0,0.304,3.0,12.0,4.0,11.0,0.364,0.37,1.0,2.0,0.5,0.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,18.0,/players/c/crawfjo02.html,0.25,
1302,2013-14,25.0,GSW,NBA,SG,6.0,0.0,57.0,12.0,33.0,0.364,2.0,7.0,10.0,26.0,0.385,0.394,11.0,14.0,0.786,4.0,5.0,9.0,2.0,1.0,0.0,5.0,7.0,37.0,/players/c/crawfjo02.html,0.286,
1303,2017-18,29.0,NOP,NBA,SG,2.0,0.0,15.0,8.0,13.0,0.615,3.0,8.0,5.0,5.0,1.0,0.731,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,3.0,1.0,19.0,/players/c/crawfjo02.html,0.375,
1304,1998-99,23.0,IND,NBA,PF,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/c/croshau01.html,,
1305,1999-00,24.0,IND,NBA,PF,23.0,2.0,490.0,64.0,153.0,0.418,15.0,37.0,49.0,116.0,0.422,0.467,73.0,87.0,0.839,31.0,78.0,109.0,19.0,9.0,16.0,25.0,51.0,216.0,/players/c/croshau01.html,0.405,
1306,2000-01,25.0,IND,NBA,PF,4.0,0.0,129.0,14.0,35.0,0.4,2.0,10.0,12.0,25.0,0.48,0.429,13.0,15.0,0.867,5.0,15.0,20.0,6.0,4.0,2.0,9.0,15.0,43.0,/players/c/croshau01.html,0.2,
1307,2001-02,26.0,IND,NBA,PF,4.0,0.0,59.0,8.0,20.0,0.4,2.0,6.0,6.0,14.0,0.429,0.45,6.0,8.0,0.75,4.0,10.0,14.0,2.0,1.0,1.0,6.0,7.0,24.0,/players/c/croshau01.html,0.333,
1308,2002-03,27.0,IND,NBA,PF,4.0,0.0,46.0,5.0,19.0,0.263,0.0,6.0,5.0,13.0,0.385,0.263,6.0,7.0,0.857,8.0,9.0,17.0,3.0,0.0,1.0,3.0,5.0,16.0,/players/c/croshau01.html,0.0,
1309,2003-04,28.0,IND,NBA,PF,13.0,2.0,214.0,19.0,55.0,0.345,8.0,24.0,11.0,31.0,0.355,0.418,17.0,21.0,0.81,13.0,27.0,40.0,12.0,4.0,3.0,6.0,17.0,63.0,/players/c/croshau01.html,0.333,
1310,2004-05,29.0,IND,NBA,PF,10.0,0.0,88.0,4.0,10.0,0.4,2.0,4.0,2.0,6.0,0.333,0.5,15.0,18.0,0.833,7.0,10.0,17.0,0.0,4.0,1.0,6.0,10.0,25.0,/players/c/croshau01.html,0.5,
1311,2005-06,30.0,IND,NBA,PF,6.0,2.0,175.0,12.0,38.0,0.316,9.0,23.0,3.0,15.0,0.2,0.434,16.0,18.0,0.889,5.0,17.0,22.0,7.0,5.0,0.0,6.0,11.0,49.0,/players/c/croshau01.html,0.391,
1312,2006-07,31.0,DAL,NBA,PF,3.0,0.0,34.0,4.0,12.0,0.333,3.0,4.0,1.0,8.0,0.125,0.458,4.0,4.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,5.0,15.0,/players/c/croshau01.html,0.75,
1313,1992-93,23.0,UTA,NBA,PG,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,/players/c/crottjo01.html,,
1314,1993-94,24.0,UTA,NBA,PG,8.0,0.0,38.0,4.0,11.0,0.364,2.0,2.0,2.0,9.0,0.222,0.455,2.0,2.0,1.0,0.0,3.0,3.0,9.0,1.0,0.0,1.0,6.0,12.0,/players/c/crottjo01.html,1.0,
1315,1994-95,25.0,UTA,NBA,PG,3.0,0.0,24.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,3.0,5.0,0.6,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,7.0,/players/c/crottjo01.html,,
1316,1995-96,26.0,CLE,NBA,PG,2.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,/players/c/crottjo01.html,,
1317,1996-97,27.0,MIA,NBA,PG,15.0,0.0,125.0,13.0,33.0,0.394,5.0,12.0,8.0,21.0,0.381,0.47,6.0,7.0,0.857,5.0,6.0,11.0,11.0,4.0,0.0,14.0,15.0,37.0,/players/c/crottjo01.html,0.417,
1318,1999-00,30.0,DET,NBA,PG,3.0,0.0,51.0,2.0,10.0,0.2,0.0,3.0,2.0,7.0,0.286,0.2,2.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,6.0,/players/c/crottjo01.html,0.0,
1319,2000-01,31.0,UTA,NBA,PG,4.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,/players/c/crottjo01.html,,
1320,1991-92,22.0,UTA,NBA,SF,4.0,0.0,12.0,5.0,9.0,0.556,0.0,2.0,5.0,7.0,0.714,0.556,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,10.0,/players/c/crowdco01.html,0.0,
1321,2013-14,23.0,DAL,NBA,SF,7.0,0.0,81.0,8.0,18.0,0.444,3.0,7.0,5.0,11.0,0.455,0.528,0.0,0.0,,4.0,8.0,12.0,2.0,2.0,1.0,3.0,13.0,19.0,/players/c/crowdja01.html,0.429,
1322,2014-15,24.0,BOS,NBA,SF,4.0,1.0,100.0,15.0,29.0,0.517,3.0,10.0,12.0,19.0,0.632,0.569,10.0,13.0,0.769,8.0,12.0,20.0,8.0,4.0,3.0,5.0,14.0,43.0,/players/c/crowdja01.html,0.3,
1323,2015-16,25.0,BOS,NBA,SF,6.0,6.0,197.0,20.0,72.0,0.278,10.0,41.0,10.0,31.0,0.323,0.347,7.0,11.0,0.636,5.0,34.0,39.0,13.0,9.0,3.0,7.0,17.0,57.0,/players/c/crowdja01.html,0.244,
1324,2016-17,26.0,BOS,NBA,SF,18.0,18.0,596.0,87.0,200.0,0.435,31.0,88.0,56.0,112.0,0.5,0.513,40.0,48.0,0.833,20.0,95.0,115.0,48.0,19.0,6.0,12.0,52.0,245.0,/players/c/crowdja01.html,0.352,
1325,2017-18,27.0,UTA,NBA,SF,11.0,2.0,323.0,35.0,108.0,0.324,22.0,66.0,13.0,42.0,0.31,0.426,18.0,28.0,0.643,4.0,52.0,56.0,19.0,15.0,2.0,14.0,25.0,110.0,/players/c/crowdja01.html,0.333,
1326,2018-19,28.0,UTA,NBA,SF,5.0,3.0,130.0,17.0,46.0,0.37,9.0,30.0,8.0,16.0,0.5,0.467,14.0,19.0,0.737,4.0,25.0,29.0,4.0,5.0,0.0,1.0,7.0,57.0,/players/c/crowdja01.html,0.3,
