,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%,Trp Dbl
2945,2013-14,29.0,MIA,NBA,PF,20.0,20.0,763.0,192.0,340.0,0.565,35.0,86.0,157.0,254.0,0.618,0.616,129.0,160.0,0.806,14.0,127.0,141.0,95.0,36.0,11.0,61.0,46.0,548.0,/players/j/jamesle01.html,0.407,0.0
2946,2014-15,30.0,CLE,NBA,SF,20.0,20.0,844.0,227.0,544.0,0.417,25.0,110.0,202.0,434.0,0.465,0.44,122.0,167.0,0.731,37.0,189.0,226.0,169.0,33.0,21.0,82.0,58.0,601.0,/players/j/jamesle01.html,0.227,3.0
2947,2015-16,31.0,CLE,NBA,SF,21.0,21.0,822.0,219.0,417.0,0.525,32.0,94.0,187.0,323.0,0.579,0.564,82.0,124.0,0.661,42.0,158.0,200.0,160.0,49.0,27.0,75.0,54.0,552.0,/players/j/jamesle01.html,0.34,2.0
2948,2016-17,32.0,CLE,NBA,SF,18.0,18.0,744.0,217.0,384.0,0.565,44.0,107.0,173.0,277.0,0.625,0.622,113.0,162.0,0.698,19.0,145.0,164.0,141.0,35.0,23.0,72.0,43.0,591.0,/players/j/jamesle01.html,0.411,3.0
2949,2017-18,33.0,CLE,NBA,PF,22.0,22.0,922.0,275.0,510.0,0.539,39.0,114.0,236.0,396.0,0.596,0.577,159.0,213.0,0.746,31.0,169.0,200.0,198.0,30.0,23.0,94.0,52.0,748.0,/players/j/jamesle01.html,0.342,4.0
2950,2019-20,35.0,LAL,NBA,PG,21.0,21.0,762.0,214.0,382.0,0.56,44.0,119.0,170.0,263.0,0.646,0.618,108.0,150.0,0.72,28.0,198.0,226.0,184.0,26.0,18.0,84.0,40.0,580.0,/players/j/jamesle01.html,0.37,5.0
2951,2020-21,36.0,LAL,NBA,PG,6.0,6.0,224.0,54.0,114.0,0.474,18.0,48.0,36.0,66.0,0.545,0.553,14.0,23.0,0.609,7.0,36.0,43.0,48.0,9.0,2.0,25.0,7.0,140.0,/players/j/jamesle01.html,0.375,0.0
2952,2003-04,28.0,DET,NBA,PG,22.0,0.0,195.0,21.0,53.0,0.396,6.0,14.0,15.0,39.0,0.385,0.453,9.0,16.0,0.563,7.0,19.0,26.0,24.0,5.0,0.0,15.0,23.0,57.0,/players/j/jamesmi01.html,0.429,
2953,2004-05,29.0,HOU,NBA,PG,7.0,0.0,171.0,29.0,62.0,0.468,0.0,9.0,29.0,53.0,0.547,0.468,23.0,24.0,0.958,2.0,11.0,13.0,16.0,6.0,2.0,10.0,17.0,81.0,/players/j/jamesmi01.html,0.0,
2954,2007-08,32.0,NOH,NBA,PG,4.0,0.0,28.0,4.0,12.0,0.333,2.0,5.0,2.0,7.0,0.286,0.417,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,12.0,/players/j/jamesmi01.html,0.4,
2955,2020-21,30.0,BRK,NBA,PG,9.0,0.0,103.0,14.0,43.0,0.326,5.0,16.0,9.0,27.0,0.333,0.384,0.0,0.0,,2.0,14.0,16.0,12.0,2.0,0.0,3.0,6.0,33.0,/players/j/jamesmi02.html,0.313,
2956,2003-04,27.0,DAL,NBA,SF,5.0,0.0,109.0,26.0,57.0,0.456,2.0,8.0,24.0,49.0,0.49,0.474,11.0,15.0,0.733,15.0,10.0,25.0,2.0,5.0,2.0,5.0,15.0,65.0,/players/j/jamisan01.html,0.25,
2957,2004-05,28.0,WAS,NBA,PF,10.0,10.0,380.0,73.0,162.0,0.451,17.0,34.0,56.0,128.0,0.438,0.503,22.0,32.0,0.688,16.0,47.0,63.0,12.0,7.0,4.0,16.0,24.0,185.0,/players/j/jamisan01.html,0.5,
2958,2005-06,29.0,WAS,NBA,SF,6.0,6.0,253.0,42.0,99.0,0.424,10.0,32.0,32.0,67.0,0.478,0.475,21.0,27.0,0.778,9.0,34.0,43.0,18.0,6.0,2.0,11.0,23.0,115.0,/players/j/jamisan01.html,0.313,
2959,2006-07,30.0,WAS,NBA,PF,4.0,4.0,173.0,49.0,103.0,0.476,9.0,26.0,40.0,77.0,0.519,0.519,21.0,28.0,0.75,13.0,26.0,39.0,5.0,2.0,4.0,7.0,13.0,128.0,/players/j/jamisan01.html,0.346,
2960,2007-08,31.0,WAS,NBA,PF,6.0,6.0,237.0,39.0,96.0,0.406,7.0,25.0,32.0,71.0,0.451,0.443,16.0,28.0,0.571,19.0,53.0,72.0,6.0,8.0,8.0,10.0,17.0,101.0,/players/j/jamisan01.html,0.28,
2961,2009-10,33.0,CLE,NBA,PF,11.0,11.0,375.0,64.0,137.0,0.467,10.0,39.0,54.0,98.0,0.551,0.504,30.0,41.0,0.732,16.0,65.0,81.0,14.0,7.0,11.0,18.0,38.0,168.0,/players/j/jamisan01.html,0.256,
2962,2012-13,36.0,LAL,NBA,PF,4.0,0.0,79.0,10.0,23.0,0.435,5.0,12.0,5.0,11.0,0.455,0.543,4.0,6.0,0.667,1.0,6.0,7.0,1.0,1.0,2.0,3.0,9.0,29.0,/players/j/jamisan01.html,0.417,
2963,2005-06,29.0,IND,NBA,PG,6.0,0.0,66.0,7.0,19.0,0.368,2.0,9.0,5.0,10.0,0.5,0.421,1.0,2.0,0.5,1.0,5.0,6.0,6.0,0.0,1.0,5.0,7.0,17.0,/players/j/jasiksa01.html,0.222,
2964,2006-07,30.0,GSW,NBA,PG,4.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,/players/j/jasiksa01.html,,
2965,2009-10,24.0,UTA,NBA,SG,6.0,0.0,10.0,1.0,6.0,0.167,0.0,0.0,1.0,6.0,0.167,0.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,/players/j/jeffeot01.html,,
2966,2004-05,20.0,BOS,NBA,PF,7.0,0.0,136.0,17.0,41.0,0.415,0.0,0.0,17.0,41.0,0.415,0.415,9.0,12.0,0.75,17.0,28.0,45.0,2.0,4.0,8.0,4.0,16.0,43.0,/players/j/jeffeal01.html,,
2967,2011-12,27.0,UTA,NBA,C,4.0,4.0,141.0,36.0,68.0,0.529,0.0,1.0,36.0,67.0,0.537,0.529,1.0,4.0,0.25,7.0,27.0,34.0,10.0,5.0,3.0,5.0,10.0,73.0,/players/j/jeffeal01.html,0.0,
2968,2013-14,29.0,CHA,NBA,C,3.0,3.0,106.0,26.0,53.0,0.491,0.0,0.0,26.0,53.0,0.491,0.491,4.0,5.0,0.8,6.0,22.0,28.0,2.0,1.0,5.0,1.0,7.0,56.0,/players/j/jeffeal01.html,,
2969,2015-16,31.0,CHO,NBA,C,7.0,5.0,168.0,42.0,83.0,0.506,0.0,0.0,42.0,83.0,0.506,0.506,9.0,13.0,0.692,14.0,29.0,43.0,8.0,4.0,3.0,6.0,12.0,93.0,/players/j/jeffeal01.html,,
2970,2001-02,21.0,NJN,NBA,SF,20.0,0.0,441.0,53.0,114.0,0.465,0.0,2.0,53.0,112.0,0.473,0.465,33.0,60.0,0.55,16.0,76.0,92.0,25.0,11.0,9.0,26.0,40.0,139.0,/players/j/jefferi01.html,0.0,
2971,2002-03,22.0,NJN,NBA,SF,20.0,20.0,711.0,110.0,231.0,0.476,0.0,3.0,110.0,228.0,0.482,0.476,61.0,85.0,0.718,29.0,98.0,127.0,47.0,16.0,4.0,46.0,67.0,281.0,/players/j/jefferi01.html,0.0,
2972,2003-04,23.0,NJN,NBA,SF,11.0,11.0,460.0,66.0,158.0,0.418,9.0,33.0,57.0,125.0,0.456,0.446,77.0,108.0,0.713,14.0,55.0,69.0,42.0,14.0,8.0,43.0,35.0,218.0,/players/j/jefferi01.html,0.273,
2973,2004-05,24.0,NJN,NBA,SF,4.0,1.0,140.0,20.0,50.0,0.4,2.0,10.0,18.0,40.0,0.45,0.42,21.0,31.0,0.677,8.0,14.0,22.0,9.0,3.0,0.0,8.0,14.0,63.0,/players/j/jefferi01.html,0.2,
2974,2005-06,25.0,NJN,NBA,SF,11.0,11.0,437.0,90.0,165.0,0.545,12.0,29.0,78.0,136.0,0.574,0.582,52.0,63.0,0.825,7.0,38.0,45.0,45.0,10.0,4.0,30.0,32.0,244.0,/players/j/jefferi01.html,0.414,
2975,2006-07,26.0,NJN,NBA,SF,12.0,12.0,489.0,81.0,168.0,0.482,13.0,40.0,68.0,128.0,0.531,0.521,61.0,66.0,0.924,4.0,63.0,67.0,27.0,9.0,5.0,27.0,24.0,236.0,/players/j/jefferi01.html,0.325,
2976,2009-10,29.0,SAS,NBA,SF,10.0,10.0,334.0,34.0,70.0,0.486,1.0,5.0,33.0,65.0,0.508,0.493,25.0,33.0,0.758,8.0,45.0,53.0,18.0,6.0,6.0,15.0,20.0,94.0,/players/j/jefferi01.html,0.2,
2977,2010-11,30.0,SAS,NBA,SF,6.0,6.0,176.0,12.0,31.0,0.387,6.0,17.0,6.0,14.0,0.429,0.484,9.0,11.0,0.818,2.0,23.0,25.0,5.0,3.0,3.0,6.0,13.0,39.0,/players/j/jefferi01.html,0.353,
2978,2012-13,32.0,GSW,NBA,SF,7.0,0.0,39.0,4.0,9.0,0.444,2.0,3.0,2.0,6.0,0.333,0.556,3.0,9.0,0.333,2.0,5.0,7.0,1.0,1.0,1.0,0.0,5.0,13.0,/players/j/jefferi01.html,0.667,
2979,2014-15,34.0,DAL,NBA,SF,4.0,2.0,51.0,5.0,14.0,0.357,3.0,8.0,2.0,6.0,0.333,0.464,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,9.0,15.0,/players/j/jefferi01.html,0.375,
2980,2015-16,35.0,CLE,NBA,SF,21.0,2.0,381.0,44.0,84.0,0.524,11.0,28.0,33.0,56.0,0.589,0.589,15.0,20.0,0.75,16.0,58.0,74.0,14.0,10.0,1.0,13.0,34.0,114.0,/players/j/jefferi01.html,0.393,
2981,2016-17,36.0,CLE,NBA,SF,14.0,0.0,179.0,16.0,38.0,0.421,5.0,19.0,11.0,19.0,0.579,0.487,18.0,28.0,0.643,10.0,15.0,25.0,7.0,2.0,3.0,8.0,30.0,55.0,/players/j/jefferi01.html,0.263,
2982,2004-05,23.0,WAS,NBA,SF,10.0,10.0,247.0,24.0,49.0,0.49,3.0,6.0,21.0,43.0,0.488,0.52,13.0,17.0,0.765,19.0,22.0,41.0,18.0,9.0,9.0,13.0,34.0,64.0,/players/j/jeffrja01.html,0.5,
2983,2005-06,24.0,WAS,NBA,PF,6.0,6.0,215.0,17.0,43.0,0.395,1.0,7.0,16.0,36.0,0.444,0.407,13.0,17.0,0.765,20.0,17.0,37.0,9.0,1.0,7.0,11.0,19.0,48.0,/players/j/jeffrja01.html,0.143,
2984,2010-11,29.0,NYK,NBA,PF,4.0,0.0,85.0,11.0,23.0,0.478,0.0,0.0,11.0,23.0,0.478,0.478,3.0,4.0,0.75,13.0,7.0,20.0,1.0,3.0,7.0,3.0,7.0,25.0,/players/j/jeffrja01.html,,
2985,2011-12,30.0,NYK,NBA,PF,5.0,0.0,34.0,1.0,6.0,0.167,0.0,0.0,1.0,6.0,0.167,0.167,0.0,0.0,,6.0,6.0,12.0,0.0,1.0,0.0,1.0,5.0,2.0,/players/j/jeffrja01.html,,
2986,2012-13,21.0,ATL,NBA,SG,4.0,0.0,24.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,/players/j/jenkijo01.html,0.0,
2987,2014-15,23.0,ATL,NBA,SG,4.0,0.0,21.0,4.0,6.0,0.667,2.0,4.0,2.0,2.0,1.0,0.833,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,/players/j/jenkijo01.html,0.5,
2988,2009-10,20.0,MIL,NBA,PG,7.0,7.0,249.0,49.0,120.0,0.408,12.0,41.0,37.0,79.0,0.468,0.458,21.0,26.0,0.808,5.0,16.0,21.0,25.0,8.0,4.0,8.0,19.0,131.0,/players/j/jennibr01.html,0.293,
2989,2012-13,23.0,MIL,NBA,PG,4.0,4.0,133.0,17.0,57.0,0.298,6.0,28.0,11.0,29.0,0.379,0.351,13.0,18.0,0.722,1.0,8.0,9.0,16.0,9.0,1.0,11.0,6.0,53.0,/players/j/jennibr01.html,0.214,
2990,2016-17,27.0,WAS,NBA,PG,13.0,0.0,178.0,14.0,36.0,0.389,2.0,13.0,12.0,23.0,0.522,0.417,7.0,8.0,0.875,5.0,14.0,19.0,24.0,2.0,0.0,8.0,13.0,37.0,/players/j/jennibr01.html,0.154,
2991,2017-18,28.0,MIL,NBA,PG,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,/players/j/jennibr01.html,0.0,
2992,1993-94,25.0,GSW,NBA,PG,3.0,0.0,39.0,4.0,13.0,0.308,1.0,5.0,3.0,8.0,0.375,0.346,6.0,7.0,0.857,1.0,4.0,5.0,4.0,1.0,0.0,4.0,11.0,15.0,/players/j/jennike01.html,0.2,
2993,1993-94,24.0,HOU,NBA,SF,11.0,0.0,62.0,5.0,20.0,0.25,3.0,13.0,2.0,7.0,0.286,0.325,0.0,0.0,,1.0,8.0,9.0,7.0,2.0,0.0,3.0,7.0,13.0,/players/j/jentch01.html,0.231,
2994,2014-15,27.0,BOS,NBA,PF,4.0,0.0,68.0,5.0,15.0,0.333,0.0,4.0,5.0,11.0,0.455,0.333,1.0,2.0,0.5,4.0,10.0,14.0,1.0,2.0,1.0,3.0,9.0,11.0,/players/j/jerebjo01.html,0.0,
2995,2015-16,28.0,BOS,NBA,PF,6.0,4.0,162.0,22.0,46.0,0.478,7.0,22.0,15.0,24.0,0.625,0.554,4.0,5.0,0.8,7.0,34.0,41.0,10.0,2.0,4.0,5.0,15.0,55.0,/players/j/jerebjo01.html,0.318,
2996,2016-17,29.0,BOS,NBA,PF,12.0,0.0,128.0,15.0,31.0,0.484,5.0,15.0,10.0,16.0,0.625,0.565,8.0,8.0,1.0,7.0,22.0,29.0,12.0,5.0,3.0,6.0,13.0,43.0,/players/j/jerebjo01.html,0.333,
2997,2017-18,30.0,UTA,NBA,PF,10.0,0.0,79.0,8.0,19.0,0.421,1.0,6.0,7.0,13.0,0.538,0.447,2.0,2.0,1.0,4.0,12.0,16.0,3.0,3.0,0.0,1.0,9.0,19.0,/players/j/jerebjo01.html,0.167,
2998,2018-19,31.0,GSW,NBA,PF,16.0,0.0,121.0,12.0,42.0,0.286,5.0,19.0,7.0,23.0,0.304,0.345,5.0,6.0,0.833,15.0,19.0,34.0,12.0,1.0,2.0,2.0,9.0,34.0,/players/j/jerebjo01.html,0.263,
2999,2011-12,24.0,DAL,NBA,PF,1.0,0.0,5.0,1.0,3.0,0.333,0.0,1.0,1.0,2.0,0.5,0.333,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,/players/j/jianlyi01.html,0.0,
3000,2020-21,21.0,PHI,NBA,SG,4.0,0.0,9.0,1.0,3.0,0.333,0.0,2.0,1.0,1.0,1.0,0.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,/players/j/joeis01.html,0.0,
3001,2021-22,22.0,PHI,NBA,SG,7.0,0.0,15.0,2.0,5.0,0.4,1.0,3.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,/players/j/joeis01.html,0.333,
3002,2019-20,23.0,IND,NBA,PF,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnsal02.html,,
3003,2020-21,24.0,BRK,NBA,PF,5.0,0.0,23.0,4.0,7.0,0.571,0.0,0.0,4.0,7.0,0.571,0.571,0.0,0.0,,3.0,10.0,13.0,0.0,3.0,0.0,3.0,1.0,8.0,/players/j/johnsal02.html,,
3004,2007-08,20.0,DET,NBA,PF,8.0,0.0,43.0,9.0,12.0,0.75,0.0,1.0,9.0,11.0,0.818,0.75,3.0,6.0,0.5,3.0,10.0,13.0,1.0,0.0,3.0,2.0,7.0,21.0,/players/j/johnsam01.html,0.0,
3005,2008-09,21.0,DET,NBA,PF,3.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,/players/j/johnsam01.html,,
3006,2013-14,26.0,TOR,NBA,PF,7.0,7.0,191.0,34.0,52.0,0.654,0.0,2.0,34.0,50.0,0.68,0.654,9.0,12.0,0.75,16.0,26.0,42.0,7.0,3.0,4.0,12.0,29.0,77.0,/players/j/johnsam01.html,0.0,
3007,2014-15,27.0,TOR,NBA,PF,4.0,2.0,112.0,20.0,29.0,0.69,0.0,1.0,20.0,28.0,0.714,0.69,6.0,12.0,0.5,7.0,21.0,28.0,4.0,1.0,3.0,7.0,16.0,46.0,/players/j/johnsam01.html,0.0,
3008,2015-16,28.0,BOS,NBA,PF,6.0,6.0,134.0,22.0,33.0,0.667,0.0,2.0,22.0,31.0,0.71,0.667,7.0,9.0,0.778,11.0,32.0,43.0,4.0,1.0,8.0,10.0,13.0,51.0,/players/j/johnsam01.html,0.0,
3009,2016-17,29.0,BOS,NBA,PF,14.0,9.0,142.0,15.0,30.0,0.5,1.0,3.0,14.0,27.0,0.519,0.517,5.0,8.0,0.625,17.0,13.0,30.0,3.0,4.0,6.0,6.0,24.0,36.0,/players/j/johnsam01.html,0.333,
3010,2017-18,30.0,PHI,NBA,C,8.0,1.0,94.0,11.0,21.0,0.524,0.0,0.0,11.0,21.0,0.524,0.524,4.0,5.0,0.8,14.0,9.0,23.0,9.0,2.0,1.0,3.0,10.0,26.0,/players/j/johnsam01.html,,
3011,2018-19,31.0,PHI,NBA,C,4.0,0.0,20.0,4.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,,3.0,2.0,5.0,2.0,1.0,0.0,1.0,3.0,8.0,/players/j/johnsam01.html,,
3012,1998-99,24.0,ATL,NBA,PG,9.0,0.0,111.0,8.0,29.0,0.276,1.0,2.0,7.0,27.0,0.259,0.293,7.0,10.0,0.7,3.0,6.0,9.0,10.0,1.0,1.0,5.0,9.0,24.0,/players/j/johnsan02.html,0.5,
3013,2001-02,27.0,NJN,NBA,SG,19.0,0.0,161.0,20.0,53.0,0.377,1.0,10.0,19.0,43.0,0.442,0.387,9.0,11.0,0.818,2.0,12.0,14.0,21.0,6.0,0.0,8.0,24.0,50.0,/players/j/johnsan02.html,0.1,
3014,2002-03,28.0,NJN,NBA,PG,17.0,0.0,122.0,17.0,31.0,0.548,3.0,6.0,14.0,25.0,0.56,0.597,5.0,6.0,0.833,3.0,9.0,12.0,19.0,2.0,0.0,8.0,15.0,42.0,/players/j/johnsan02.html,0.5,
3015,2003-04,29.0,IND,NBA,PG,16.0,0.0,332.0,25.0,69.0,0.362,6.0,20.0,19.0,49.0,0.388,0.406,17.0,22.0,0.773,7.0,27.0,34.0,34.0,13.0,4.0,11.0,34.0,73.0,/players/j/johnsan02.html,0.3,
3016,2004-05,30.0,IND,NBA,PG,13.0,4.0,316.0,27.0,77.0,0.351,8.0,23.0,19.0,54.0,0.352,0.403,29.0,36.0,0.806,4.0,34.0,38.0,66.0,13.0,5.0,25.0,28.0,91.0,/players/j/johnsan02.html,0.348,
3017,2005-06,31.0,IND,NBA,PG,6.0,6.0,242.0,45.0,87.0,0.517,8.0,20.0,37.0,67.0,0.552,0.563,22.0,33.0,0.667,8.0,22.0,30.0,31.0,6.0,0.0,14.0,17.0,120.0,/players/j/johnsan02.html,0.4,
3018,2008-09,34.0,ORL,NBA,PG,19.0,1.0,280.0,32.0,85.0,0.376,9.0,30.0,23.0,55.0,0.418,0.429,9.0,18.0,0.5,7.0,19.0,26.0,39.0,11.0,0.0,12.0,28.0,82.0,/players/j/johnsan02.html,0.3,
3019,2009-10,35.0,ORL,NBA,PG,1.0,0.0,5.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,/players/j/johnsan02.html,0.0,
3020,2010-11,21.0,POR,NBA,PG,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnsar02.html,,
3021,1988-89,23.0,SEA,NBA,PG,6.0,0.0,31.0,5.0,12.0,0.417,0.0,4.0,5.0,8.0,0.625,0.417,1.0,2.0,0.5,2.0,2.0,4.0,5.0,4.0,0.0,0.0,1.0,11.0,/players/j/johnsav01.html,0.0,
3022,1990-91,25.0,SAS,NBA,PG,3.0,0.0,19.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,/players/j/johnsav01.html,0.0,
3023,1992-93,27.0,SAS,NBA,PG,10.0,10.0,314.0,36.0,70.0,0.514,0.0,1.0,36.0,69.0,0.522,0.514,10.0,14.0,0.714,8.0,23.0,31.0,81.0,10.0,1.0,23.0,27.0,82.0,/players/j/johnsav01.html,0.0,
3024,1993-94,28.0,GSW,NBA,PG,3.0,0.0,41.0,9.0,17.0,0.529,0.0,1.0,9.0,16.0,0.563,0.529,0.0,0.0,,0.0,3.0,3.0,10.0,4.0,1.0,3.0,2.0,18.0,/players/j/johnsav01.html,0.0,
3025,1994-95,29.0,SAS,NBA,PG,15.0,15.0,575.0,91.0,176.0,0.517,0.0,1.0,91.0,175.0,0.52,0.517,36.0,58.0,0.621,9.0,23.0,32.0,125.0,20.0,6.0,30.0,29.0,218.0,/players/j/johnsav01.html,0.0,
3026,1995-96,30.0,SAS,NBA,PG,10.0,10.0,407.0,52.0,121.0,0.43,0.0,2.0,52.0,119.0,0.437,0.43,19.0,27.0,0.704,6.0,30.0,36.0,94.0,20.0,1.0,24.0,21.0,123.0,/players/j/johnsav01.html,0.0,
3027,1997-98,32.0,SAS,NBA,PG,9.0,9.0,342.0,61.0,101.0,0.604,0.0,2.0,61.0,99.0,0.616,0.604,34.0,51.0,0.667,3.0,10.0,13.0,55.0,9.0,0.0,21.0,27.0,156.0,/players/j/johnsav01.html,0.0,
3028,1998-99,33.0,SAS,NBA,PG,17.0,17.0,653.0,91.0,187.0,0.487,1.0,3.0,90.0,184.0,0.489,0.489,32.0,47.0,0.681,9.0,33.0,42.0,126.0,20.0,1.0,50.0,30.0,215.0,/players/j/johnsav01.html,0.333,
3029,1999-00,34.0,SAS,NBA,PG,4.0,4.0,144.0,19.0,42.0,0.452,0.0,0.0,19.0,42.0,0.452,0.452,10.0,14.0,0.714,2.0,7.0,9.0,21.0,4.0,0.0,10.0,10.0,48.0,/players/j/johnsav01.html,,
3030,2000-01,35.0,SAS,NBA,PG,13.0,0.0,281.0,34.0,88.0,0.386,0.0,1.0,34.0,87.0,0.391,0.386,8.0,15.0,0.533,3.0,13.0,16.0,41.0,10.0,1.0,10.0,24.0,76.0,/players/j/johnsav01.html,0.0,
3031,2019-20,24.0,ORL,NBA,SF,1.0,0.0,4.0,1.0,2.0,0.5,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,/players/j/johnsbj01.html,1.0,
3032,1986-87,23.0,HOU,NBA,SF,5.0,0.0,10.0,2.0,6.0,0.333,0.0,0.0,2.0,6.0,0.333,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,/players/j/johnsbu01.html,,
3033,1987-88,24.0,HOU,NBA,SF,4.0,0.0,20.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,1.0,2.0,0.5,2.0,2.0,4.0,0.0,1.0,0.0,4.0,1.0,5.0,/players/j/johnsbu01.html,,
3034,1988-89,25.0,HOU,NBA,SF,4.0,4.0,118.0,19.0,40.0,0.475,0.0,1.0,19.0,39.0,0.487,0.475,8.0,14.0,0.571,7.0,8.0,15.0,13.0,3.0,2.0,6.0,15.0,46.0,/players/j/johnsbu01.html,0.0,
3035,1989-90,26.0,HOU,NBA,SF,4.0,4.0,148.0,20.0,48.0,0.417,0.0,1.0,20.0,47.0,0.426,0.417,11.0,13.0,0.846,8.0,8.0,16.0,9.0,6.0,2.0,4.0,16.0,51.0,/players/j/johnsbu01.html,0.0,
3036,1990-91,27.0,HOU,NBA,SF,3.0,3.0,86.0,10.0,28.0,0.357,0.0,0.0,10.0,28.0,0.357,0.357,4.0,4.0,1.0,4.0,10.0,14.0,8.0,2.0,1.0,5.0,13.0,24.0,/players/j/johnsbu01.html,,
3037,2020-21,24.0,PHO,NBA,PF,21.0,0.0,443.0,55.0,110.0,0.5,33.0,74.0,22.0,36.0,0.611,0.65,29.0,32.0,0.906,16.0,50.0,66.0,16.0,19.0,4.0,15.0,28.0,172.0,/players/j/johnsca02.html,0.446,
3038,2021-22,25.0,PHO,NBA,PF,13.0,3.0,320.0,46.0,99.0,0.465,22.0,59.0,24.0,40.0,0.6,0.576,26.0,32.0,0.813,9.0,37.0,46.0,20.0,5.0,1.0,12.0,31.0,140.0,/players/j/johnsca02.html,0.373,
3039,2010-11,25.0,POR,NBA,C,4.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.0,4.0,/players/j/johnsch03.html,,
3040,2017-18,22.0,OKC,NBA,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnsda04.html,,
3041,2003-04,23.0,NYK,NBA,SF,3.0,0.0,17.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,/players/j/johnsde03.html,0.0,
3042,2004-05,24.0,DEN,NBA,SG,4.0,2.0,78.0,11.0,20.0,0.55,4.0,11.0,7.0,9.0,0.778,0.65,3.0,3.0,1.0,3.0,5.0,8.0,3.0,2.0,2.0,0.0,9.0,29.0,/players/j/johnsde03.html,0.364,
3043,2005-06,25.0,DEN,NBA,SG,3.0,0.0,34.0,3.0,13.0,0.231,1.0,10.0,2.0,3.0,0.667,0.269,0.0,0.0,,2.0,8.0,10.0,2.0,0.0,1.0,1.0,1.0,7.0,/players/j/johnsde03.html,0.1,
3044,1989-90,23.0,UTA,NBA,PG,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnser01.html,,
3045,1993-94,26.0,SEA,NBA,C,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,/players/j/johnser02.html,,
3046,1994-95,27.0,SEA,NBA,C,4.0,2.0,54.0,4.0,14.0,0.286,0.0,0.0,4.0,14.0,0.286,0.286,6.0,6.0,1.0,8.0,13.0,21.0,0.0,1.0,4.0,1.0,16.0,14.0,/players/j/johnser02.html,,
