,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,URL
1254,2008-09,28.0,HOU,NBA,PF,6.0,32.0,7.3,0.333,0.6,0.0,11.5,32.3,22.2,16.1,3.4,2.4,21.1,28.5,-0.2,0.1,-0.1,-0.123,-4.8,1.8,-3.1,0.0,/players/c/cookbr01.html
1255,2008-09,21.0,MIA,NBA,SF,7.0,161.0,3.2,0.431,0.714,0.048,2.5,10.2,6.7,4.4,0.7,0.0,12.3,15.7,-0.2,0.1,-0.1,-0.016,-5.4,-2.5,-7.9,-0.2,/players/c/cookda02.html
1256,2010-11,23.0,OKC,NBA,SG,17.0,195.0,8.2,0.554,0.821,0.071,0.6,14.9,8.0,0.9,0.8,0.0,10.8,15.1,0.1,0.1,0.2,0.054,-1.2,-1.2,-2.4,0.0,/players/c/cookda02.html
1257,2011-12,24.0,OKC,NBA,SG,16.0,109.0,9.9,0.475,0.649,0.054,0.0,9.7,4.9,5.7,1.5,0.0,0.0,16.3,0.1,0.0,0.1,0.036,-0.4,-1.4,-1.8,0.0,/players/c/cookda02.html
1258,2012-13,25.0,CHI,NBA,SG,6.0,36.0,-9.2,0.15,0.8,0.0,0.0,10.5,5.1,16.3,1.5,0.0,28.6,18.4,-0.2,0.0,-0.2,-0.309,-12.6,-1.6,-14.2,-0.1,/players/c/cookda02.html
1259,2017-18,24.0,GSW,NBA,PG,17.0,175.0,13.3,0.544,0.463,0.254,1.3,12.5,7.2,9.2,1.1,1.0,6.3,20.3,0.2,0.2,0.4,0.114,-1.4,-0.3,-1.7,0.0,/players/c/cookqu01.html
1260,2018-19,25.0,GSW,NBA,PG,17.0,193.0,8.0,0.495,0.486,0.057,1.2,9.3,5.4,8.8,0.8,0.5,7.7,17.5,0.0,0.0,0.0,0.006,-2.7,-2.3,-5.0,-0.1,/players/c/cookqu01.html
1261,2019-20,26.0,LAL,NBA,PG,6.0,24.0,18.6,0.623,0.4,0.1,0.0,4.9,2.5,32.2,0.0,0.0,8.7,20.8,0.1,0.0,0.1,0.186,3.5,-0.4,3.1,0.0,/players/c/cookqu01.html
1262,2019-20,22.0,DEN,NBA,SF,1.0,4.0,5.8,,,,0.0,59.1,29.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.059,-5.0,-0.2,-5.2,0.0,/players/c/cookty01.html
1263,1992-93,23.0,LAL,NBA,PG,2.0,4.0,-25.8,0.0,0.5,0.0,50.2,0.0,27.0,31.3,0.0,0.0,0.0,65.0,-0.1,0.0,-0.1,-1.165,-11.1,-20.4,-31.5,0.0,/players/c/coopedu01.html
1264,1989-90,24.0,PHI,NBA,SG,4.0,9.0,-3.7,0.333,0.0,0.0,0.0,14.0,6.7,0.0,0.0,0.0,14.3,34.4,-0.1,0.0,-0.1,-0.353,-11.9,-7.0,-18.9,0.0,/players/c/copella01.html
1265,1985-86,23.0,SAS,NBA,SF,1.0,14.0,-5.6,0.0,0.0,0.0,0.0,10.2,4.5,8.9,0.0,0.0,0.0,12.4,-0.1,0.0,-0.1,-0.339,-8.4,-6.1,-14.5,0.0,/players/c/corbity01.html
1266,1988-89,26.0,PHO,NBA,SF,12.0,310.0,16.9,0.562,0.0,0.291,13.8,14.1,14.0,10.6,3.6,0.8,12.6,13.8,0.6,0.6,1.1,0.175,1.7,2.6,4.3,0.5,/players/c/corbity01.html
1267,1991-92,29.0,UTA,NBA,SF,16.0,447.0,14.5,0.56,0.015,0.394,11.2,13.4,12.3,6.2,1.4,0.5,9.6,18.1,0.7,0.3,1.0,0.112,0.8,-0.4,0.4,0.3,/players/c/corbity01.html
1268,1992-93,30.0,UTA,NBA,SF,5.0,161.0,14.4,0.513,0.0,0.34,11.5,15.6,13.6,10.0,1.0,0.4,10.9,18.9,0.2,0.2,0.3,0.103,0.9,0.6,1.6,0.1,/players/c/corbity01.html
1269,1993-94,31.0,UTA,NBA,SF,16.0,413.0,11.1,0.444,0.113,0.142,6.9,15.3,11.0,5.9,2.8,0.6,8.9,14.0,0.1,0.5,0.6,0.073,-0.8,1.0,0.2,0.2,/players/c/corbity01.html
1270,1994-95,32.0,ATL,NBA,SF,3.0,79.0,15.5,0.567,0.231,0.346,8.2,6.0,7.1,5.4,1.4,1.0,6.3,19.0,0.2,0.0,0.2,0.113,1.1,0.2,1.4,0.1,/players/c/corbity01.html
1271,1995-96,33.0,MIA,NBA,SF,2.0,34.0,8.9,0.37,0.0,0.8,13.8,11.0,12.5,4.9,3.1,0.0,12.9,10.7,0.0,0.0,0.0,-0.006,-1.0,1.5,0.6,0.0,/players/c/corbity01.html
1272,1996-97,34.0,ATL,NBA,SF,10.0,364.0,10.7,0.552,0.402,0.098,4.3,9.8,7.2,10.4,0.6,0.4,12.7,14.7,0.4,0.2,0.6,0.074,0.4,1.1,1.5,0.3,/players/c/corbity01.html
1273,1997-98,35.0,ATL,NBA,SF,4.0,113.0,4.6,0.3,0.24,0.0,3.3,13.8,8.5,5.7,3.0,0.7,10.7,12.4,-0.2,0.2,0.0,-0.011,-5.3,1.2,-4.1,-0.1,/players/c/corbity01.html
1274,1998-99,36.0,ATL,NBA,SF,9.0,268.0,10.4,0.468,0.319,0.056,3.1,12.4,7.6,12.4,1.3,0.0,9.8,14.9,0.1,0.2,0.3,0.063,-1.1,0.8,-0.3,0.1,/players/c/corbity01.html
1275,1999-00,37.0,SAC,NBA,SF,3.0,23.0,9.5,0.368,0.4,0.2,4.7,17.6,11.3,21.3,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.017,-0.3,0.3,0.0,0.0,/players/c/corbity01.html
1276,2018-19,28.0,GSW,NBA,C,8.0,133.0,11.0,0.477,0.226,0.472,8.0,25.2,16.9,20.7,1.8,4.4,22.9,27.1,-0.2,0.2,-0.1,-0.023,-4.9,1.4,-3.5,-0.1,/players/c/couside01.html
1277,2020-21,30.0,LAC,NBA,C,7.0,58.0,25.6,0.55,0.238,0.333,12.2,15.7,14.0,17.7,1.8,5.0,9.4,42.7,0.1,0.1,0.1,0.115,0.6,-0.3,0.4,0.0,/players/c/couside01.html
1278,2021-22,31.0,DEN,NBA,C,5.0,57.0,32.8,0.744,0.207,0.517,6.3,31.4,18.4,21.6,2.6,1.8,16.4,32.5,0.2,0.0,0.3,0.215,8.2,3.5,11.8,0.2,/players/c/couside01.html
1279,2017-18,27.0,PHI,NBA,SF,10.0,281.0,9.6,0.45,0.578,0.193,4.5,15.8,10.1,12.7,1.9,2.9,10.9,15.1,0.0,0.4,0.4,0.073,-1.2,1.1,-0.2,0.1,/players/c/covinro01.html
1280,2019-20,29.0,HOU,NBA,C,12.0,379.0,15.8,0.683,0.716,0.074,2.2,16.1,8.8,6.5,3.9,3.4,10.9,13.0,0.5,0.8,1.3,0.169,1.2,3.8,5.0,0.7,/players/c/covinro01.html
1281,2020-21,30.0,POR,NBA,PF,6.0,228.0,11.5,0.693,0.611,0.278,4.7,18.8,11.9,4.0,2.0,2.4,16.5,9.6,0.3,0.1,0.4,0.078,0.0,1.3,1.3,0.2,/players/c/covinro01.html
1282,2014-15,22.0,POR,NBA,SG,2.0,39.0,15.0,1.0,0.4,0.0,0.0,8.4,4.2,4.3,2.7,1.7,16.7,7.1,0.1,0.0,0.1,0.145,2.4,4.1,6.5,0.1,/players/c/crabbal01.html
1283,2015-16,23.0,POR,NBA,SG,11.0,302.0,12.8,0.645,0.479,0.26,1.7,9.4,5.4,7.8,1.2,0.3,6.9,12.4,0.7,0.1,0.7,0.114,0.2,0.2,0.4,0.2,/players/c/crabbal01.html
1284,2016-17,24.0,POR,NBA,SG,4.0,92.0,3.7,0.434,0.542,0.125,0.0,14.9,6.9,3.4,0.5,0.0,3.8,11.9,-0.1,0.0,-0.1,-0.043,-4.4,-1.7,-6.2,-0.1,/players/c/crabbal01.html
1285,2018-19,28.0,DEN,NBA,SF,14.0,330.0,12.2,0.605,0.522,0.232,6.6,16.5,11.5,5.1,1.1,1.2,7.3,11.1,0.6,0.2,0.8,0.114,-0.9,0.9,0.0,0.2,/players/c/craigto01.html
1286,2019-20,29.0,DEN,NBA,SF,19.0,375.0,7.4,0.514,0.538,0.167,4.2,15.4,9.8,4.8,1.0,1.8,9.7,11.3,0.1,0.2,0.3,0.033,-3.0,-0.2,-3.2,-0.1,/players/c/craigto01.html
1287,2020-21,30.0,PHO,NBA,SF,22.0,266.0,10.0,0.539,0.493,0.173,8.4,17.4,13.2,4.6,0.2,2.8,11.0,15.6,0.1,0.4,0.4,0.081,-1.8,-0.8,-2.6,0.0,/players/c/craigto01.html
1288,2021-22,31.0,PHO,NBA,SF,9.0,69.0,10.7,0.437,0.455,0.091,8.9,16.7,12.9,9.8,3.0,2.8,14.9,17.9,-0.1,0.1,0.0,0.0,-1.2,1.4,0.3,0.0,/players/c/craigto01.html
1289,1997-98,22.0,ATL,NBA,PF,1.0,4.0,13.2,1.136,,,31.4,32.4,31.9,0.0,0.0,19.3,69.4,36.2,0.0,0.0,0.0,-0.026,-13.9,7.1,-6.8,0.0,/players/c/crawfch01.html
1290,1998-99,23.0,ATL,NBA,PF,6.0,125.0,14.8,0.496,0.292,0.542,5.7,13.3,9.4,8.6,0.5,0.6,9.2,25.6,0.2,0.1,0.3,0.125,-0.1,-0.4,-0.5,0.0,/players/c/crawfch01.html
1291,2009-10,29.0,ATL,NBA,SG,11.0,351.0,14.0,0.499,0.325,0.377,0.3,10.7,5.1,15.7,1.4,0.3,10.0,27.0,0.2,0.1,0.3,0.04,1.7,-1.6,0.1,0.2,/players/c/crawfja01.html
1292,2010-11,30.0,ATL,NBA,SG,12.0,358.0,16.1,0.521,0.387,0.329,0.3,5.0,2.7,16.3,1.4,0.9,8.3,26.5,0.4,0.2,0.6,0.079,2.4,-0.6,1.8,0.3,/players/c/crawfja01.html
1293,2012-13,32.0,LAC,NBA,SG,6.0,161.0,12.5,0.486,0.355,0.177,1.6,7.7,4.8,10.6,1.0,0.5,5.6,21.3,0.2,-0.1,0.1,0.021,1.3,-2.6,-1.3,0.0,/players/c/crawfja01.html
1294,2013-14,33.0,LAC,NBA,SG,13.0,313.0,16.7,0.531,0.462,0.257,1.8,5.3,3.5,13.8,1.9,0.5,7.3,28.5,0.4,0.1,0.5,0.079,3.7,-1.1,2.6,0.4,/players/c/crawfja01.html
1295,2014-15,34.0,LAC,NBA,SG,14.0,379.0,10.0,0.447,0.398,0.161,1.7,6.6,4.2,11.1,1.7,0.7,7.9,24.8,-0.3,0.1,-0.2,-0.02,-1.4,-2.2,-3.6,-0.2,/players/c/crawfja01.html
1296,2015-16,35.0,LAC,NBA,SG,6.0,199.0,13.3,0.456,0.204,0.243,1.0,5.4,3.2,11.3,2.6,0.0,7.3,27.6,-0.1,0.2,0.1,0.015,-1.1,-0.2,-1.3,0.0,/players/c/crawfja01.html
1297,2016-17,36.0,LAC,NBA,SG,7.0,196.0,10.6,0.498,0.301,0.145,1.3,4.7,2.9,11.4,1.1,0.5,9.3,23.9,-0.1,0.2,0.1,0.012,-0.8,-1.2,-2.0,0.0,/players/c/crawfja01.html
1298,2017-18,37.0,MIN,NBA,SG,5.0,123.0,15.6,0.56,0.362,0.277,0.9,10.3,5.7,15.7,2.1,0.0,8.7,21.4,0.2,0.0,0.2,0.065,1.6,0.9,2.5,0.1,/players/c/crawfja01.html
1299,2012-13,24.0,BOS,NBA,SG,5.0,59.0,1.6,0.377,0.522,0.087,0.0,5.6,3.1,0.0,1.9,0.0,11.2,23.2,-0.2,0.1,-0.2,-0.135,-5.3,-1.6,-6.9,-0.1,/players/c/crawfjo02.html
1300,2013-14,25.0,GSW,NBA,SG,6.0,57.0,11.0,0.472,0.212,0.424,7.9,10.3,9.1,6.0,0.9,0.0,11.3,33.0,0.0,0.0,0.0,-0.037,-2.0,-3.4,-5.4,0.0,/players/c/crawfjo02.html
1301,2017-18,29.0,NOP,NBA,SG,2.0,15.0,34.7,0.731,0.615,0.0,0.0,26.8,13.9,18.5,3.1,0.0,18.8,45.6,0.0,0.0,0.0,0.071,9.6,2.2,11.8,0.1,/players/c/crawfjo02.html
1302,1998-99,23.0,IND,NBA,PF,1.0,1.0,107.0,0.532,0.0,2.0,100.0,0.0,60.5,0.0,0.0,0.0,0.0,89.2,0.0,0.0,0.0,1.439,44.4,-22.4,22.0,0.0,/players/c/croshau01.html
1303,1999-00,24.0,IND,NBA,PF,23.0,490.0,17.5,0.565,0.242,0.569,7.6,18.4,13.1,6.5,1.0,2.3,11.6,20.9,1.1,0.4,1.5,0.149,1.4,0.1,1.5,0.4,/players/c/croshau01.html
1304,2000-01,25.0,IND,NBA,PF,4.0,129.0,10.1,0.517,0.286,0.429,4.2,13.1,8.6,8.1,1.7,1.1,17.8,18.3,0.0,0.1,0.1,0.031,-2.2,0.5,-1.8,0.0,/players/c/croshau01.html
1305,2001-02,26.0,IND,NBA,PF,4.0,59.0,10.8,0.51,0.3,0.4,8.7,19.0,14.2,6.0,0.9,1.2,20.3,24.0,0.0,0.1,0.1,0.045,-2.4,-1.9,-4.4,0.0,/players/c/croshau01.html
1306,2002-03,27.0,IND,NBA,PF,4.0,46.0,11.1,0.362,0.316,0.368,18.9,22.5,20.7,12.8,0.0,2.0,12.0,25.1,-0.1,0.0,0.0,-0.033,-2.0,-3.2,-5.2,0.0,/players/c/croshau01.html
1307,2003-04,28.0,IND,NBA,PF,13.0,214.0,13.6,0.49,0.436,0.382,6.9,14.4,10.6,10.2,1.0,1.1,8.5,15.8,0.4,0.3,0.6,0.146,1.5,0.4,1.9,0.2,/players/c/croshau01.html
1308,2004-05,29.0,IND,NBA,PF,10.0,88.0,12.5,0.698,0.4,1.8,9.3,13.5,11.4,0.0,2.6,0.9,25.1,13.2,0.1,0.2,0.3,0.16,-1.2,0.8,-0.4,0.0,/players/c/croshau01.html
1309,2005-06,30.0,IND,NBA,PF,6.0,175.0,9.9,0.534,0.605,0.474,3.8,11.8,8.0,6.9,1.6,0.0,11.6,14.5,0.1,0.2,0.3,0.076,0.5,-0.8,-0.3,0.1,/players/c/croshau01.html
1310,2006-07,31.0,DAL,NBA,PF,3.0,34.0,10.7,0.545,0.333,0.333,9.7,10.0,9.8,0.0,0.0,0.0,12.7,20.2,0.1,0.0,0.0,0.047,-1.0,-3.1,-4.1,0.0,/players/c/croshau01.html
1311,1992-93,23.0,UTA,NBA,PG,1.0,3.0,79.8,1.0,0.0,0.0,38.6,0.0,19.2,100.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.752,48.0,9.9,57.9,0.0,/players/c/crottjo01.html
1312,1993-94,24.0,UTA,NBA,PG,8.0,38.0,14.8,0.505,0.182,0.182,0.0,9.2,4.5,38.9,1.5,0.0,7.8,15.9,0.1,0.0,0.1,0.153,0.1,0.9,1.0,0.0,/players/c/crottjo01.html
1313,1994-95,25.0,UTA,NBA,PG,3.0,24.0,18.6,0.673,0.0,1.667,0.0,0.0,0.0,37.0,2.2,0.0,0.0,10.1,0.1,0.0,0.1,0.193,3.6,0.2,3.8,0.0,/players/c/crottjo01.html
1314,1995-96,26.0,CLE,NBA,PG,2.0,9.0,25.2,1.136,,,13.4,0.0,7.3,17.0,6.6,10.7,53.2,10.7,0.0,0.0,0.0,0.233,6.4,7.5,13.8,0.0,/players/c/crottjo01.html
1315,1996-97,27.0,MIA,NBA,PG,15.0,125.0,6.3,0.513,0.364,0.212,4.7,5.4,5.1,17.2,1.8,0.0,28.0,19.2,-0.2,0.2,0.0,0.0,-2.9,-0.4,-3.2,0.0,/players/c/crottjo01.html
1316,1999-00,30.0,DET,NBA,PG,3.0,51.0,-0.6,0.276,0.3,0.2,0.0,10.3,5.0,14.4,1.0,1.6,26.9,14.3,-0.2,0.1,-0.1,-0.126,-6.5,-1.7,-8.2,-0.1,/players/c/crottjo01.html
1317,2000-01,31.0,UTA,NBA,PG,4.0,19.0,13.1,0.347,0.0,1.0,6.1,12.9,9.4,23.0,2.9,4.7,0.0,10.8,0.0,0.0,0.0,0.122,-0.5,4.9,4.4,0.0,/players/c/crottjo01.html
1318,1991-92,22.0,UTA,NBA,SF,4.0,12.0,21.1,0.53,0.222,0.111,10.7,10.2,10.4,23.9,4.4,0.0,17.5,43.4,0.0,0.0,0.0,-0.098,0.0,-0.5,-0.5,0.0,/players/c/crowdco01.html
1319,2013-14,23.0,DAL,NBA,SF,7.0,81.0,6.9,0.528,0.389,0.0,5.3,12.5,8.6,3.4,1.3,1.0,14.3,11.7,0.0,0.0,0.1,0.034,-3.0,0.5,-2.5,0.0,/players/c/crowdja01.html
1320,2014-15,24.0,BOS,NBA,SF,4.0,100.0,19.2,0.619,0.345,0.448,8.5,13.5,10.9,13.9,2.1,2.9,12.6,17.7,0.3,0.1,0.3,0.154,2.7,3.2,5.9,0.2,/players/c/crowdja01.html
1321,2015-16,25.0,BOS,NBA,SF,6.0,197.0,6.7,0.371,0.569,0.153,2.5,19.2,10.3,11.0,2.2,1.3,8.3,18.3,-0.4,0.4,0.0,-0.001,-3.3,0.7,-2.6,0.0,/players/c/crowdja01.html
1322,2016-17,26.0,BOS,NBA,SF,18.0,596.0,14.5,0.554,0.44,0.24,3.8,19.3,11.3,12.4,1.6,0.9,5.1,17.7,0.9,0.4,1.3,0.108,0.4,-0.1,0.3,0.3,/players/c/crowdja01.html
1323,2017-18,27.0,UTA,NBA,SF,11.0,323.0,8.4,0.457,0.611,0.259,1.3,17.5,9.3,8.7,2.3,0.5,10.4,18.3,-0.3,0.4,0.1,0.02,-2.3,1.5,-0.7,0.1,/players/c/crowdja01.html
1324,2018-19,28.0,UTA,NBA,SF,5.0,130.0,14.0,0.524,0.652,0.413,3.1,21.0,11.7,5.2,1.9,0.0,1.8,18.1,0.2,0.1,0.3,0.112,1.1,2.0,3.1,0.2,/players/c/crowdja01.html
1325,2019-20,29.0,MIA,NBA,PF,21.0,660.0,12.2,0.57,0.801,0.229,2.0,17.9,10.2,9.0,1.1,1.8,6.3,16.2,0.6,0.7,1.3,0.095,1.0,0.0,0.9,0.5,/players/c/crowdja01.html
1326,2020-21,30.0,PHO,NBA,PF,22.0,729.0,11.4,0.594,0.772,0.19,1.6,17.9,10.2,7.5,1.3,2.3,8.7,13.7,0.6,1.2,1.8,0.119,0.2,1.7,1.9,0.7,/players/c/crowdja01.html
1327,2021-22,31.0,PHO,NBA,PF,13.0,383.0,9.7,0.524,0.6,0.248,2.6,16.0,9.5,10.8,1.8,1.8,14.0,16.3,0.0,0.2,0.2,0.03,-2.2,1.4,-0.9,0.1,/players/c/crowdja01.html
1328,2021-22,22.0,MEM,NBA,SG,3.0,22.0,3.6,0.322,0.2,0.2,9.1,25.4,16.8,6.6,4.3,0.0,15.5,24.0,-0.1,0.0,-0.1,-0.111,-12.4,0.8,-11.5,-0.1,/players/c/culveja01.html
1329,2001-02,25.0,PHI,NBA,PG,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.065,-4.5,-4.9,-9.4,0.0,/players/c/cummivo01.html
1330,2009-10,22.0,POR,NBA,PF,5.0,42.0,24.8,0.652,0.067,0.4,14.0,24.5,19.0,0.0,6.5,0.0,14.5,23.6,0.1,0.1,0.2,0.189,-0.3,2.9,2.6,0.0,/players/c/cunnida01.html
1331,2011-12,24.0,MEM,NBA,PF,7.0,49.0,9.1,0.364,0.0,0.0,14.5,12.9,13.7,0.0,1.1,3.5,8.3,11.3,0.0,0.1,0.1,0.052,-0.7,-0.3,-1.0,0.0,/players/c/cunnida01.html
1332,2014-15,27.0,NOP,NBA,PF,4.0,75.0,19.8,0.852,0.0,0.273,6.1,20.3,13.4,4.1,2.1,4.6,0.0,7.5,0.3,0.0,0.3,0.193,3.4,4.3,7.7,0.2,/players/c/cunnida01.html
1333,2018-19,31.0,SAS,NBA,PF,5.0,13.0,29.5,1.0,0.667,0.0,16.7,32.9,24.9,0.0,0.0,0.0,0.0,10.7,0.1,0.0,0.1,0.315,12.1,0.0,12.1,0.0,/players/c/cunnida01.html
1334,1997-98,25.0,MIN,NBA,PF,2.0,7.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.039,-4.7,-2.2,-6.9,0.0,/players/c/curlebi01.html
1335,1986-87,22.0,UTA,NBA,SG,2.0,4.0,-28.9,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,-0.1,0.0,-0.1,-0.641,-26.4,-11.4,-37.8,0.0,/players/c/curryde01.html
1336,1987-88,23.0,CLE,NBA,SG,2.0,17.0,5.3,0.25,0.25,0.0,7.1,0.0,3.3,15.2,0.0,3.2,0.0,10.5,0.0,0.0,0.0,-0.022,-1.1,-1.4,-2.5,0.0,/players/c/curryde01.html
1337,1992-93,28.0,CHH,NBA,SG,9.0,222.0,13.9,0.486,0.216,0.113,5.8,11.3,8.5,13.4,3.1,0.0,11.3,22.8,0.0,0.3,0.3,0.071,0.5,-0.1,0.4,0.1,/players/c/curryde01.html
1338,1994-95,30.0,CHH,NBA,SG,4.0,107.0,14.3,0.657,0.618,0.324,5.8,5.2,5.5,11.4,0.0,0.0,13.4,20.0,0.3,0.0,0.3,0.127,4.0,-1.3,2.7,0.1,/players/c/curryde01.html
1339,1996-97,32.0,CHH,NBA,SG,3.0,50.0,9.8,0.382,0.235,0.176,2.4,0.0,1.3,15.2,4.4,0.0,5.2,18.0,0.0,0.0,0.0,-0.015,-1.8,-0.9,-2.7,0.0,/players/c/curryde01.html
1340,1997-98,33.0,CHH,NBA,SG,9.0,171.0,11.2,0.472,0.308,0.135,4.4,9.4,6.9,10.3,2.3,1.4,8.3,17.7,0.0,0.2,0.2,0.052,-1.1,1.3,0.2,0.1,/players/c/curryde01.html
1341,1998-99,34.0,MIL,NBA,SG,3.0,49.0,2.2,0.268,0.533,0.267,0.0,9.8,4.9,3.2,3.3,0.0,0.0,16.3,-0.1,0.0,-0.1,-0.142,-5.9,-1.9,-7.8,-0.1,/players/c/curryde01.html
1342,1999-00,35.0,TOR,NBA,SG,3.0,30.0,9.0,0.717,0.75,0.5,3.8,4.3,4.0,6.5,3.7,0.0,29.1,10.8,0.0,0.0,0.0,0.076,-2.7,0.7,-2.0,0.0,/players/c/curryde01.html
1343,2000-01,36.0,TOR,NBA,SG,12.0,182.0,13.2,0.563,0.578,0.188,1.3,8.4,4.7,9.4,1.8,0.4,13.7,20.7,0.2,0.1,0.3,0.071,1.3,-0.9,0.4,0.1,/players/c/curryde01.html
1344,2001-02,37.0,TOR,NBA,SG,4.0,59.0,18.9,0.523,0.2,0.16,0.0,10.1,5.1,13.3,4.7,3.1,10.1,23.7,0.1,0.1,0.2,0.155,3.2,5.4,8.6,0.2,/players/c/curryde01.html
1345,1995-96,27.0,DET,NBA,SG,3.0,43.0,6.2,0.429,0.143,0.0,2.9,6.4,4.6,3.8,1.3,2.0,0.0,8.1,0.0,0.0,0.0,-0.02,-3.5,1.9,-1.6,0.0,/players/c/currymi01.html
1346,1996-97,28.0,DET,NBA,SG,2.0,7.0,4.9,0.41,0.0,0.5,0.0,20.5,9.3,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-0.041,-5.3,-0.8,-6.2,0.0,/players/c/currymi01.html
1347,1998-99,30.0,MIL,NBA,SF,3.0,59.0,15.0,0.683,0.083,0.5,2.1,6.1,4.1,9.0,1.8,1.6,12.0,13.4,0.2,-0.1,0.1,0.088,0.1,1.6,1.6,0.1,/players/c/currymi01.html
1348,1999-00,31.0,DET,NBA,SG,3.0,79.0,11.4,0.546,0.0,0.261,0.0,5.0,2.4,8.8,0.7,1.0,7.2,17.1,0.1,0.1,0.1,0.087,0.5,0.4,0.9,0.1,/players/c/currymi01.html
1349,2001-02,33.0,DET,NBA,SG,10.0,221.0,9.2,0.65,0.333,0.282,0.5,7.2,3.8,10.6,1.0,0.0,10.2,10.8,0.4,0.3,0.6,0.14,-2.8,1.7,-1.1,0.1,/players/c/currymi01.html
1350,2002-03,34.0,DET,NBA,SF,15.0,274.0,4.7,0.435,0.205,0.159,1.3,5.8,3.5,11.0,1.4,0.6,9.6,9.2,0.0,0.2,0.2,0.042,-4.9,1.2,-3.7,-0.1,/players/c/currymi01.html
1351,2018-19,28.0,POR,NBA,SG,16.0,326.0,8.3,0.518,0.634,0.134,1.6,6.5,4.1,5.7,1.8,1.0,7.5,12.5,0.2,0.1,0.3,0.044,-1.6,0.2,-1.4,0.1,/players/c/curryse01.html
1352,2019-20,29.0,DAL,NBA,SG,6.0,173.0,14.1,0.697,0.396,0.094,1.2,5.8,3.5,6.8,1.6,0.0,12.7,15.7,0.3,-0.1,0.2,0.058,0.7,-0.8,-0.1,0.1,/players/c/curryse01.html
1353,2020-21,30.0,PHI,NBA,SG,12.0,381.0,18.8,0.727,0.551,0.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,1.2,0.4,1.6,0.206,3.9,1.4,5.3,0.7,/players/c/curryse01.html
1354,2021-22,31.0,BRK,NBA,SG,4.0,132.0,16.4,0.719,0.59,0.077,2.0,8.0,4.9,14.0,0.4,2.2,6.9,15.1,0.4,-0.1,0.3,0.12,4.0,-1.0,3.0,0.2,/players/c/curryse01.html
1355,2012-13,24.0,GSW,NBA,PG,12.0,497.0,20.5,0.558,0.451,0.162,1.2,8.8,5.2,33.3,2.1,0.3,13.7,26.2,1.3,0.3,1.7,0.161,4.5,0.2,4.7,0.8,/players/c/curryst01.html
1356,2013-14,25.0,GSW,NBA,PG,7.0,296.0,18.8,0.599,0.491,0.362,1.5,8.3,4.8,31.9,2.0,0.3,16.2,23.1,0.8,0.0,0.8,0.131,4.3,0.2,4.4,0.5,/players/c/curryst01.html
1357,2014-15,26.0,GSW,NBA,PG,21.0,826.0,24.5,0.607,0.528,0.262,2.7,11.1,6.9,29.9,2.4,0.3,14.3,31.0,2.7,1.2,3.9,0.228,7.7,1.1,8.8,2.2,/players/c/curryst01.html
1358,2015-16,27.0,GSW,NBA,PG,18.0,614.0,22.3,0.603,0.586,0.246,2.5,14.8,8.7,26.8,2.1,0.7,16.7,32.1,1.3,0.7,1.9,0.152,6.6,0.4,7.0,1.4,/players/c/curryst01.html
1359,2016-17,28.0,GSW,NBA,PG,17.0,601.0,27.1,0.659,0.551,0.365,4.2,14.1,9.5,29.5,2.7,0.5,13.8,30.0,2.3,1.1,3.4,0.272,8.3,1.4,9.7,1.8,/players/c/curryst01.html
1360,2017-18,29.0,GSW,NBA,PG,15.0,555.0,22.3,0.59,0.533,0.155,1.9,15.4,9.0,24.0,2.3,1.7,11.7,29.6,1.1,1.0,2.1,0.182,5.8,1.2,7.1,1.3,/players/c/curryst01.html
1361,2018-19,30.0,GSW,NBA,PG,22.0,846.0,22.6,0.62,0.566,0.364,2.4,15.2,9.0,23.9,1.4,0.5,11.7,29.0,2.8,0.4,3.3,0.185,5.6,-0.5,5.2,1.5,/players/c/curryst01.html
1362,2021-22,33.0,GSW,NBA,PG,14.0,471.0,24.2,0.611,0.541,0.344,2.3,13.9,8.4,28.3,1.3,1.2,10.9,32.1,1.5,0.5,2.0,0.205,6.6,0.4,7.0,1.1,/players/c/curryst01.html
1363,2004-05,23.0,PHI,NBA,C,5.0,192.0,13.8,0.541,0.0,0.319,11.0,32.4,21.0,1.8,0.6,3.0,14.4,15.8,0.1,0.2,0.3,0.072,-1.8,-0.6,-2.4,0.0,/players/d/dalemsa01.html
1364,2007-08,26.0,PHI,NBA,C,6.0,193.0,13.6,0.506,0.0,0.422,12.5,25.0,18.5,2.8,0.6,4.1,15.8,15.3,0.1,0.2,0.3,0.085,-1.3,0.2,-1.1,0.0,/players/d/dalemsa01.html
