,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
3187,2014-15,26.0,LAC,NBA,C,14.0,14.0,34.4,4.1,5.8,0.716,0.0,0.0,4.1,5.8,0.716,0.716,4.8,11.2,0.427,3.5,9.9,13.4,1.1,1.1,2.4,1.2,3.0,13.1,/players/j/jordade01.html,
3188,2015-16,27.0,LAC,NBA,C,6.0,6.0,33.0,4.0,6.3,0.632,0.0,0.0,4.0,6.3,0.632,0.632,3.7,9.8,0.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,/players/j/jordade01.html,
3189,2016-17,28.0,LAC,NBA,C,7.0,7.0,37.7,6.1,8.7,0.705,0.0,0.1,6.1,8.6,0.717,0.705,3.1,8.0,0.393,3.6,10.9,14.4,0.7,0.4,0.9,2.4,4.1,15.4,/players/j/jordade01.html,0.0
3190,2021-22,33.0,PHI,NBA,C,3.0,2.0,10.3,1.7,1.7,1.0,0.0,0.0,1.7,1.7,1.0,1.0,0.0,0.0,,0.3,2.0,2.3,0.3,0.0,0.7,0.7,1.3,3.3,/players/j/jordade01.html,
3191,2011-12,25.0,NYK,NBA,C,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/j/jordaje01.html,
3192,2014-15,28.0,BRK,NBA,C,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,/players/j/jordaje01.html,
3193,1995-96,28.0,ATL,NBA,PG,10.0,0.0,5.9,0.7,1.3,0.538,0.0,0.0,0.7,1.3,0.538,0.538,0.3,0.7,0.429,0.1,0.5,0.6,0.9,0.5,0.1,0.3,0.7,1.7,/players/j/jordare01.html,
3194,1997-98,30.0,MIN,NBA,SG,2.0,0.0,14.5,2.5,4.0,0.625,0.5,0.5,2.0,3.5,0.571,0.688,0.5,1.0,0.5,1.5,3.0,4.5,1.5,0.5,0.0,0.0,2.5,6.0,/players/j/jordare01.html,1.0
3195,2012-13,21.0,SAS,NBA,PG,20.0,0.0,9.6,1.3,2.8,0.464,0.1,0.6,1.2,2.3,0.533,0.482,0.3,0.6,0.455,0.4,1.2,1.6,1.2,0.3,0.1,0.5,0.8,3.0,/players/j/josepco01.html,0.182
3196,2013-14,22.0,SAS,NBA,SG,17.0,0.0,5.1,1.0,2.1,0.486,0.0,0.2,1.0,1.9,0.531,0.486,0.8,1.1,0.778,0.1,0.5,0.5,0.5,0.2,0.0,0.2,0.4,2.8,/players/j/josepco01.html,0.0
3197,2014-15,23.0,SAS,NBA,PG,4.0,0.0,5.5,1.3,1.5,0.833,0.0,0.0,1.3,1.5,0.833,0.833,0.3,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,2.8,/players/j/josepco01.html,
3198,2015-16,24.0,TOR,NBA,SG,20.0,0.0,22.6,3.5,7.4,0.466,0.4,1.2,3.1,6.2,0.492,0.493,1.2,1.6,0.75,0.6,1.5,2.1,2.4,0.9,0.1,1.1,2.4,8.5,/players/j/josepco01.html,0.333
3199,2016-17,25.0,TOR,NBA,PG,10.0,2.0,21.2,3.1,7.1,0.437,0.9,2.2,2.2,4.9,0.449,0.5,0.8,0.8,1.0,0.4,1.7,2.1,3.1,0.4,0.2,1.4,1.7,7.9,/players/j/josepco01.html,0.409
3200,2017-18,26.0,IND,NBA,PG,7.0,0.0,20.4,1.7,4.7,0.364,0.4,1.6,1.3,3.1,0.409,0.409,0.9,0.9,1.0,0.3,2.1,2.4,3.0,1.3,0.3,0.6,1.4,4.7,/players/j/josepco01.html,0.273
3201,2018-19,27.0,IND,NBA,PG,4.0,0.0,21.3,3.0,6.0,0.5,1.0,2.3,2.0,3.8,0.533,0.583,0.5,0.5,1.0,0.3,1.5,1.8,1.0,1.0,0.0,0.0,1.8,7.5,/players/j/josepco01.html,0.444
3202,2005-06,23.0,LAC,NBA,C,11.0,10.0,29.5,4.6,7.8,0.593,0.0,0.0,4.6,7.8,0.593,0.593,1.5,1.9,0.762,1.9,6.1,8.0,0.9,0.5,0.8,3.0,3.5,10.7,/players/k/kamanch01.html,
3203,2014-15,32.0,POR,NBA,C,3.0,0.0,12.3,1.3,2.7,0.5,0.0,0.0,1.3,2.7,0.5,0.5,0.3,0.3,1.0,1.7,3.0,4.7,1.0,0.0,0.0,1.0,1.7,3.0,/players/k/kamanch01.html,
3204,2015-16,33.0,POR,NBA,C,4.0,0.0,8.0,1.8,4.5,0.389,0.0,0.0,1.8,4.5,0.389,0.389,0.0,0.0,,0.5,1.5,2.0,0.3,0.5,0.0,1.5,2.5,3.5,/players/k/kamanch01.html,
3205,2015-16,22.0,CHO,NBA,C,7.0,5.0,27.1,2.0,6.6,0.304,0.7,2.4,1.3,4.1,0.31,0.359,2.4,3.0,0.81,0.4,3.9,4.3,1.1,0.9,0.7,0.3,2.1,7.1,/players/k/kaminfr01.html,0.294
3206,2020-21,27.0,PHO,NBA,C,10.0,0.0,6.8,1.0,2.2,0.455,0.1,0.5,0.9,1.7,0.529,0.477,0.1,0.1,1.0,0.2,1.2,1.4,1.4,0.2,0.3,0.4,0.9,2.2,/players/k/kaminfr01.html,0.2
3207,2005-06,24.0,MIA,NBA,SF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/k/kaponja01.html,
3208,2006-07,25.0,MIA,NBA,SF,4.0,1.0,19.3,2.0,4.3,0.471,0.5,1.0,1.5,3.3,0.462,0.529,0.5,0.5,1.0,0.0,1.3,1.3,0.5,0.5,0.0,0.3,2.3,5.0,/players/k/kaponja01.html,0.5
3209,2007-08,26.0,TOR,NBA,SF,5.0,0.0,30.4,6.2,10.6,0.585,2.6,4.8,3.6,5.8,0.621,0.708,0.6,0.8,0.75,0.4,2.2,2.6,0.8,0.4,0.0,0.4,1.8,15.6,/players/k/kaponja01.html,0.542
3210,2007-08,24.0,LAL,NBA,SG,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,/players/k/karlco01.html,
3211,1992-93,22.0,ATL,NBA,PF,3.0,0.0,17.7,2.3,4.3,0.538,0.0,0.0,2.3,4.3,0.538,0.538,1.3,2.0,0.667,1.3,3.0,4.3,2.0,0.3,0.0,1.0,2.3,6.0,/players/k/keefead01.html,
3212,1993-94,23.0,ATL,NBA,PF,7.0,0.0,8.9,0.9,1.4,0.6,0.0,0.0,0.9,1.4,0.6,0.6,0.6,1.3,0.444,0.4,1.4,1.9,0.3,0.1,0.1,0.6,1.3,2.3,/players/k/keefead01.html,
3213,1994-95,24.0,UTA,NBA,SF,4.0,0.0,17.3,1.8,3.0,0.583,0.0,0.0,1.8,3.0,0.583,0.583,1.0,1.5,0.667,2.0,2.3,4.3,0.5,1.3,0.3,0.0,1.0,4.5,/players/k/keefead01.html,
3214,1995-96,25.0,UTA,NBA,PF,17.0,0.0,10.5,1.4,2.0,0.676,0.1,0.1,1.3,1.9,0.688,0.691,0.6,1.0,0.647,0.5,1.4,1.9,0.1,0.2,0.1,0.5,1.4,3.4,/players/k/keefead01.html,0.5
3215,1996-97,26.0,UTA,NBA,C,8.0,0.0,7.4,0.3,0.8,0.333,0.0,0.0,0.3,0.8,0.333,0.333,0.5,0.8,0.667,0.4,1.6,2.0,0.3,0.3,0.1,0.3,0.6,1.0,/players/k/keefead01.html,
3216,1997-98,27.0,UTA,NBA,C,15.0,10.0,10.3,0.7,1.9,0.345,0.0,0.0,0.7,1.9,0.345,0.345,0.7,1.1,0.647,0.9,1.4,2.3,0.1,0.3,0.1,0.2,1.2,2.1,/players/k/keefead01.html,
3217,1998-99,28.0,UTA,NBA,PF,10.0,0.0,10.1,1.8,3.0,0.6,0.0,0.0,1.8,3.0,0.6,0.6,0.5,0.5,1.0,0.7,1.7,2.4,0.3,0.4,0.3,0.8,1.7,4.1,/players/k/keefead01.html,
3218,1985-86,22.0,DAL,NBA,SG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/k/keeliha01.html,
3219,1990-91,21.0,SEA,NBA,PF,5.0,5.0,29.8,4.4,11.4,0.386,0.0,0.2,4.4,11.2,0.393,0.386,4.4,5.4,0.815,2.6,4.6,7.2,1.2,0.6,0.8,3.2,4.0,13.2,/players/k/kempsh01.html,0.0
3220,1991-92,22.0,SEA,NBA,PF,9.0,9.0,37.6,5.3,11.2,0.475,0.0,0.0,5.3,11.2,0.475,0.475,6.8,8.9,0.763,5.2,7.0,12.2,0.4,0.6,1.6,3.0,4.6,17.4,/players/k/kempsh01.html,
3221,1992-93,23.0,SEA,NBA,PF,19.0,19.0,34.9,5.8,11.3,0.512,0.0,0.0,5.8,11.3,0.512,0.512,4.9,6.1,0.809,4.2,5.8,10.0,2.6,1.5,2.1,2.8,4.1,16.5,/players/k/kempsh01.html,
3222,1993-94,24.0,SEA,NBA,PF,5.0,5.0,41.2,5.2,14.0,0.371,0.0,0.0,5.2,14.0,0.371,0.371,4.4,6.6,0.667,4.0,5.8,9.8,3.4,2.0,2.4,2.8,3.6,14.8,/players/k/kempsh01.html,
3223,1994-95,25.0,SEA,NBA,PF,4.0,4.0,40.0,8.3,14.3,0.579,0.3,0.3,8.0,14.0,0.571,0.588,8.0,9.8,0.821,4.3,7.8,12.0,2.8,2.0,1.8,3.8,4.3,24.8,/players/k/kempsh01.html,1.0
3224,1995-96,26.0,SEA,NBA,PF,20.0,20.0,36.0,7.4,12.9,0.57,0.0,0.2,7.4,12.8,0.576,0.57,6.2,7.8,0.795,3.3,7.1,10.4,1.5,1.2,2.0,4.0,4.2,20.9,/players/k/kempsh01.html,0.0
3225,1996-97,27.0,SEA,NBA,PF,12.0,12.0,36.8,7.1,14.6,0.486,0.2,0.8,6.9,13.8,0.503,0.491,7.3,8.8,0.829,4.3,8.0,12.3,3.0,1.2,1.3,3.9,4.6,21.6,/players/k/kempsh01.html,0.2
3226,1997-98,28.0,CLE,NBA,PF,4.0,4.0,38.0,8.3,17.8,0.465,0.0,0.0,8.3,17.8,0.465,0.465,9.5,11.3,0.844,4.0,6.3,10.3,2.0,1.3,1.0,4.0,3.0,26.0,/players/k/kempsh01.html,
3227,2001-02,32.0,POR,NBA,PF,3.0,0.0,11.7,0.7,2.3,0.286,0.0,0.0,0.7,2.3,0.286,0.286,2.3,3.3,0.7,0.7,2.0,2.7,0.0,0.3,0.0,0.7,2.7,3.7,/players/k/kempsh01.html,
3228,2002-03,33.0,ORL,NBA,C,7.0,0.0,10.3,1.1,3.0,0.381,0.0,0.0,1.1,3.0,0.381,0.381,0.7,0.9,0.833,0.1,2.0,2.1,0.0,0.0,0.0,0.6,1.9,3.0,/players/k/kempsh01.html,
3229,1989-90,26.0,DEN,NBA,PF,3.0,1.0,10.7,2.3,3.0,0.778,0.0,0.0,2.3,3.0,0.778,0.778,1.3,1.3,1.0,0.3,1.3,1.7,1.3,0.0,0.0,0.7,2.7,6.0,/players/k/kemptti01.html,
3230,1993-94,30.0,CLE,NBA,PF,3.0,1.0,29.7,3.3,8.3,0.4,0.0,0.0,3.3,8.3,0.4,0.4,2.0,2.0,1.0,3.3,2.0,5.3,2.7,1.0,0.0,1.3,3.0,8.7,/players/k/kemptti01.html,
3231,2018-19,22.0,DET,NBA,SG,4.0,2.0,33.3,5.8,11.8,0.489,2.3,3.8,3.5,8.0,0.438,0.585,1.3,1.5,0.833,0.0,4.0,4.0,1.8,0.8,0.3,0.8,1.5,15.0,/players/k/kennalu01.html,0.6
3232,2020-21,24.0,LAC,NBA,SG,15.0,0.0,14.6,2.1,4.3,0.477,1.4,3.4,0.7,0.9,0.714,0.638,0.1,0.1,0.5,0.3,0.6,0.9,0.5,0.1,0.0,0.2,1.0,5.6,/players/k/kennalu01.html,0.412
3233,1989-90,24.0,CLE,NBA,PG,5.0,0.0,14.6,0.8,2.8,0.286,0.0,0.6,0.8,2.2,0.364,0.286,0.0,0.0,,0.2,1.0,1.2,2.0,0.8,0.0,0.4,1.2,1.6,/players/k/kerrst01.html,0.0
3234,1991-92,26.0,CLE,NBA,PG,12.0,3.0,12.4,1.5,3.4,0.439,0.3,0.9,1.3,2.5,0.5,0.476,0.4,0.4,1.0,0.1,0.4,0.5,0.8,0.4,0.0,0.3,1.0,3.7,/players/k/kerrst01.html,0.273
3235,1993-94,28.0,CHI,NBA,PG,10.0,0.0,18.6,1.3,3.6,0.361,0.6,1.6,0.7,2.0,0.35,0.444,0.3,0.3,1.0,0.2,1.2,1.4,1.0,0.7,0.0,0.1,1.3,3.5,/players/k/kerrst01.html,0.375
3236,1994-95,29.0,CHI,NBA,PG,10.0,0.0,19.3,1.9,4.0,0.475,0.8,1.9,1.1,2.1,0.524,0.575,0.5,0.5,1.0,0.1,0.5,0.6,1.5,0.1,0.0,0.0,1.4,5.1,/players/k/kerrst01.html,0.421
3237,1995-96,30.0,CHI,NBA,PG,18.0,0.0,19.8,2.2,4.8,0.448,0.9,2.9,1.2,1.9,0.647,0.546,1.5,1.7,0.871,0.2,0.8,1.0,1.7,0.8,0.0,0.7,1.2,6.8,/players/k/kerrst01.html,0.321
3238,1996-97,31.0,CHI,NBA,PG,19.0,0.0,17.9,1.7,4.1,0.429,0.8,2.2,0.9,1.8,0.486,0.532,0.7,0.7,0.929,0.2,0.7,0.9,1.1,0.9,0.1,0.4,1.3,5.0,/players/k/kerrst01.html,0.381
3239,1997-98,32.0,CHI,NBA,PG,21.0,0.0,19.8,1.6,3.6,0.434,0.9,2.0,0.7,1.7,0.4,0.559,0.9,1.0,0.818,0.4,0.4,0.8,1.7,0.3,0.0,0.2,1.2,4.9,/players/k/kerrst01.html,0.463
3240,1998-99,33.0,SAS,NBA,PG,11.0,0.0,8.8,0.7,2.7,0.267,0.3,1.2,0.5,1.5,0.294,0.317,0.5,0.5,0.833,0.3,0.5,0.8,0.7,0.2,0.0,0.4,0.5,2.2,/players/k/kerrst01.html,0.231
3241,2000-01,35.0,SAS,NBA,PG,9.0,0.0,11.2,1.3,2.8,0.48,0.6,1.7,0.8,1.1,0.7,0.58,0.1,0.2,0.5,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.9,3.3,/players/k/kerrst01.html,0.333
3242,2001-02,36.0,POR,NBA,PG,3.0,0.0,13.0,2.0,4.7,0.429,0.7,2.7,1.3,2.0,0.667,0.5,1.7,1.7,1.0,0.0,1.3,1.3,1.7,0.3,0.0,0.3,2.0,6.3,/players/k/kerrst01.html,0.25
3243,2002-03,37.0,SAS,NBA,PG,10.0,0.0,4.6,0.7,1.1,0.636,0.5,0.6,0.2,0.5,0.4,0.864,0.3,0.4,0.75,0.1,0.2,0.3,0.6,0.1,0.0,0.1,0.6,2.2,/players/k/kerrst01.html,0.833
3244,1991-92,25.0,MIA,NBA,PF,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,/players/k/kesslal01.html,
3245,1988-89,22.0,CLE,NBA,SF,1.0,0.0,12.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,/players/k/keysra01.html,0.0
3246,1996-97,23.0,PHO,NBA,PG,5.0,5.0,41.4,4.2,10.6,0.396,1.6,4.4,2.6,6.2,0.419,0.472,2.0,3.8,0.526,0.8,5.2,6.0,9.8,2.2,0.4,2.6,2.2,12.0,/players/k/kiddja01.html,0.364
3247,1997-98,24.0,PHO,NBA,PG,4.0,4.0,42.8,5.5,14.5,0.379,0.0,1.8,5.5,12.8,0.431,0.379,3.3,4.0,0.813,1.3,4.5,5.8,7.8,4.0,0.5,3.0,3.3,14.3,/players/k/kiddja01.html,0.0
3248,1998-99,25.0,PHO,NBA,PG,3.0,3.0,42.0,6.0,14.3,0.419,1.3,5.3,4.7,9.0,0.519,0.465,1.7,2.3,0.714,0.3,2.0,2.3,10.3,1.7,0.3,3.0,4.0,15.0,/players/k/kiddja01.html,0.25
3249,1999-00,26.0,PHO,NBA,PG,6.0,6.0,38.2,3.7,9.2,0.4,1.3,3.7,2.3,5.5,0.424,0.473,1.2,1.5,0.778,1.3,5.3,6.7,8.8,1.8,0.2,3.8,2.3,9.8,/players/k/kiddja01.html,0.364
3250,2000-01,27.0,PHO,NBA,PG,4.0,4.0,41.5,5.5,17.3,0.319,1.0,4.3,4.5,13.0,0.346,0.348,2.3,3.0,0.75,2.3,3.8,6.0,13.3,2.0,0.0,3.0,3.3,14.3,/players/k/kiddja01.html,0.235
3251,2001-02,28.0,NJN,NBA,PG,20.0,20.0,40.2,7.4,17.7,0.415,0.9,4.5,6.5,13.2,0.492,0.439,4.0,5.0,0.808,2.1,6.1,8.2,9.1,1.7,0.4,3.4,2.0,19.6,/players/k/kiddja01.html,0.189
3252,2002-03,29.0,NJN,NBA,PG,20.0,20.0,42.6,6.9,17.1,0.402,1.7,5.2,5.2,11.9,0.435,0.452,4.7,5.7,0.825,1.8,5.9,7.7,8.2,1.8,0.2,4.0,2.3,20.1,/players/k/kiddja01.html,0.327
3253,2003-04,30.0,NJN,NBA,PG,11.0,11.0,43.1,3.9,11.7,0.333,0.9,4.4,3.0,7.4,0.407,0.372,3.9,4.8,0.811,1.5,5.2,6.6,9.0,2.3,0.5,3.9,1.4,12.6,/players/k/kiddja01.html,0.208
3254,2004-05,31.0,NJN,NBA,PG,4.0,4.0,45.5,6.5,16.8,0.388,2.8,7.5,3.8,9.3,0.405,0.47,1.5,2.8,0.545,2.5,6.5,9.0,7.3,2.5,0.0,2.3,4.0,17.3,/players/k/kiddja01.html,0.367
3255,2005-06,32.0,NJN,NBA,PG,11.0,11.0,40.9,4.5,12.0,0.371,1.4,4.5,3.1,7.5,0.415,0.428,1.7,2.1,0.826,2.0,5.6,7.6,9.6,1.5,0.2,2.2,2.8,12.0,/players/k/kiddja01.html,0.3
3256,2006-07,33.0,NJN,NBA,PG,12.0,12.0,40.3,5.3,12.3,0.432,2.8,6.8,2.5,5.6,0.448,0.547,1.1,2.1,0.52,1.9,9.0,10.9,10.9,1.8,0.4,3.4,2.6,14.6,/players/k/kiddja01.html,0.42
3257,2007-08,34.0,DAL,NBA,PG,5.0,5.0,36.0,3.2,7.6,0.421,1.2,2.6,2.0,5.0,0.4,0.5,1.0,1.6,0.625,1.6,4.8,6.4,6.8,1.4,0.4,1.8,2.4,8.6,/players/k/kiddja01.html,0.462
3258,2008-09,35.0,DAL,NBA,PG,10.0,10.0,38.6,3.8,8.3,0.458,2.1,4.7,1.7,3.6,0.472,0.584,1.7,2.0,0.85,0.7,5.1,5.8,5.9,2.2,0.3,2.0,2.4,11.4,/players/k/kiddja01.html,0.447
3259,2009-10,36.0,DAL,NBA,PG,6.0,6.0,40.5,2.3,7.7,0.304,1.5,4.7,0.8,3.0,0.278,0.402,1.8,2.0,0.917,1.0,5.8,6.8,7.0,2.3,0.2,1.5,2.5,8.0,/players/k/kiddja01.html,0.321
3260,2010-11,37.0,DAL,NBA,PG,21.0,21.0,35.4,3.0,7.7,0.398,2.0,5.5,1.0,2.2,0.457,0.531,1.1,1.4,0.8,0.5,4.0,4.5,7.3,1.9,0.5,2.7,1.7,9.3,/players/k/kiddja01.html,0.374
3261,2011-12,38.0,DAL,NBA,PG,4.0,4.0,36.0,3.5,10.3,0.341,2.3,6.5,1.3,3.8,0.333,0.451,2.3,2.5,0.9,0.8,5.3,6.0,6.0,3.0,0.3,2.8,1.8,11.5,/players/k/kiddja01.html,0.346
3262,2012-13,39.0,NYK,NBA,SG,12.0,0.0,20.6,0.3,2.1,0.12,0.3,1.4,0.0,0.7,0.0,0.18,0.2,0.2,1.0,0.6,2.9,3.5,2.0,1.0,0.3,1.1,1.0,0.9,/players/k/kiddja01.html,0.176
3263,2013-14,20.0,CHA,NBA,SF,4.0,4.0,22.8,3.5,6.8,0.519,0.0,0.3,3.5,6.5,0.538,0.519,1.5,2.5,0.6,2.0,4.5,6.5,1.5,0.0,0.5,2.0,3.3,8.5,/players/k/kiddgmi01.html,0.0
3264,2019-20,26.0,DAL,NBA,PF,6.0,0.0,9.2,0.7,2.3,0.286,0.3,1.5,0.3,0.8,0.4,0.357,0.7,1.0,0.667,0.3,0.7,1.0,0.5,0.2,0.2,0.2,1.3,2.3,/players/k/kiddgmi01.html,0.222
3265,1991-92,25.0,LAC,NBA,SG,3.0,0.0,1.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.0,/players/k/kimblbo01.html,
3266,1993-94,24.0,SEA,NBA,SF,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,/players/k/kingch01.html,
3267,1998-99,26.0,SAS,NBA,SF,8.0,0.0,1.8,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.1,0.0,0.1,0.1,0.3,0.5,/players/k/kingge02.html,
3268,1989-90,23.0,CHI,NBA,PF,16.0,2.0,17.6,2.3,5.7,0.407,0.0,0.1,2.3,5.6,0.411,0.407,2.3,2.9,0.766,1.1,2.1,3.2,0.6,0.4,0.5,1.1,2.0,6.9,/players/k/kingst01.html,0.0
3269,1990-91,24.0,CHI,NBA,PF,11.0,0.0,7.8,0.7,2.5,0.296,0.0,0.1,0.7,2.4,0.308,0.296,0.6,1.0,0.636,0.8,1.2,2.0,0.2,0.1,0.1,0.8,1.4,2.1,/players/k/kingst01.html,0.0
3270,1991-92,25.0,CHI,NBA,PF,14.0,0.0,7.9,1.3,2.9,0.45,0.1,0.1,1.1,2.7,0.421,0.475,1.1,1.6,0.652,0.5,0.9,1.4,0.4,0.4,0.1,0.7,0.9,3.8,/players/k/kingst01.html,1.0
3271,1992-93,26.0,CHI,NBA,C,19.0,0.0,12.1,1.4,3.5,0.394,0.0,0.0,1.4,3.5,0.394,0.394,1.3,1.6,0.806,1.1,1.1,2.1,0.7,0.5,0.2,0.7,2.0,4.1,/players/k/kingst01.html,
3272,1995-96,29.0,MIA,NBA,PF,1.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,/players/k/kingst01.html,
3273,2008-09,24.0,CLE,NBA,SG,9.0,0.0,1.2,0.1,0.3,0.333,0.0,0.0,0.1,0.3,0.333,0.333,0.2,0.2,1.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.4,/players/k/kinseta01.html,
3274,2001-02,20.0,UTA,NBA,SF,4.0,4.0,30.5,2.8,7.0,0.393,0.0,1.0,2.8,6.0,0.458,0.393,3.3,4.0,0.813,1.0,2.8,3.8,1.0,1.8,2.5,1.5,2.5,8.8,/players/k/kirilan01.html,0.0
3275,2002-03,21.0,UTA,NBA,SF,5.0,0.0,29.0,3.6,8.6,0.419,0.2,1.4,3.4,7.2,0.472,0.43,4.2,4.8,0.875,1.6,3.2,4.8,1.4,0.6,2.0,1.2,1.2,11.6,/players/k/kirilan01.html,0.143
3276,2006-07,25.0,UTA,NBA,SF,17.0,17.0,31.0,3.2,7.2,0.447,0.2,0.5,3.1,6.7,0.456,0.459,3.0,3.8,0.785,1.6,3.6,5.2,2.6,0.9,2.4,2.1,3.1,9.6,/players/k/kirilan01.html,0.333
3277,2007-08,26.0,UTA,NBA,SF,12.0,12.0,32.3,4.3,9.5,0.447,0.4,1.8,3.8,7.7,0.5,0.469,2.1,2.9,0.714,1.3,2.2,3.4,2.5,1.5,1.7,1.5,3.8,11.0,/players/k/kirilan01.html,0.227
3278,2008-09,27.0,UTA,NBA,PF,5.0,3.0,27.2,4.4,9.4,0.468,0.2,1.0,4.2,8.4,0.5,0.479,2.0,2.8,0.714,1.4,1.4,2.8,2.0,2.2,0.6,1.0,1.2,11.0,/players/k/kirilan01.html,0.2
3279,2009-10,28.0,UTA,NBA,SF,2.0,0.0,15.0,2.5,5.0,0.5,0.0,0.5,2.5,4.5,0.556,0.5,0.5,0.5,1.0,1.5,1.5,3.0,0.0,0.5,0.5,0.0,1.0,5.5,/players/k/kirilan01.html,0.0
3280,2013-14,32.0,BRK,NBA,PF,10.0,0.0,14.4,0.7,1.5,0.467,0.0,0.0,0.7,1.5,0.467,0.467,1.1,1.7,0.647,1.0,1.3,2.3,1.0,1.0,0.3,0.3,1.1,2.5,/players/k/kirilan01.html,
3281,1986-87,23.0,SEA,NBA,PF,8.0,0.0,2.9,0.1,0.3,0.5,0.0,0.0,0.1,0.3,0.5,0.5,0.0,0.5,0.0,0.3,0.5,0.8,0.0,0.0,0.3,0.0,0.9,0.3,/players/k/kitchcu01.html,
3282,1997-98,23.0,NJN,NBA,SG,3.0,3.0,42.0,5.7,13.3,0.425,1.7,4.3,4.0,9.0,0.444,0.488,3.3,3.7,0.909,0.0,5.0,5.0,2.7,1.3,0.7,2.3,4.0,16.3,/players/k/kittlke01.html,0.385
3283,2001-02,27.0,NJN,NBA,SG,20.0,20.0,29.0,4.7,10.8,0.435,0.9,3.4,3.8,7.4,0.514,0.477,1.8,2.3,0.778,1.0,2.2,3.2,2.3,1.6,0.5,0.9,1.9,12.1,/players/k/kittlke01.html,0.265
3284,2002-03,28.0,NJN,NBA,SG,20.0,20.0,30.7,4.0,10.0,0.395,1.3,3.2,2.7,6.9,0.387,0.46,1.6,2.1,0.762,1.0,2.6,3.5,2.0,1.5,0.3,0.9,2.0,10.8,/players/k/kittlke01.html,0.413
3285,2003-04,29.0,NJN,NBA,SG,11.0,11.0,37.7,5.5,12.2,0.448,1.5,4.7,3.9,7.5,0.524,0.511,1.9,3.1,0.618,0.9,3.4,4.3,2.1,2.0,0.9,1.0,2.5,14.4,/players/k/kittlke01.html,0.327
3286,2019-20,28.0,DAL,NBA,PF,6.0,6.0,33.8,2.2,6.5,0.333,0.8,4.3,1.3,2.2,0.615,0.397,1.5,2.0,0.75,1.7,4.8,6.5,1.5,0.3,1.2,0.7,3.3,6.7,/players/k/klebima01.html,0.192
3287,2020-21,29.0,DAL,NBA,PF,7.0,4.0,26.7,1.7,4.3,0.4,1.1,2.9,0.6,1.4,0.4,0.533,0.7,1.0,0.714,0.7,2.9,3.6,1.4,0.4,0.0,0.1,2.7,5.3,/players/k/klebima01.html,0.4
3288,2021-22,30.0,DAL,NBA,PF,16.0,0.0,25.4,2.9,5.9,0.489,1.9,4.6,0.9,1.3,0.714,0.654,0.9,1.3,0.7,0.8,3.4,4.1,1.1,0.2,0.7,0.7,2.6,8.6,/players/k/klebima01.html,0.425
3289,1985-86,24.0,SAC,NBA,C,3.0,0.0,15.0,1.7,4.3,0.385,0.0,0.0,1.7,4.3,0.385,0.385,1.7,2.0,0.833,2.7,2.0,4.7,0.3,0.3,0.3,0.7,2.7,5.0,/players/k/kleinjo01.html,
