,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS,OWS,DWS,WS,WS/40,PER,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OBPM,DBPM,BPM
1034,1988-89,Maryland,ACC,29.0,1001.0,0.563,0.55,0.003,0.405,13.9,/players/tony-massenburg-1.html,29.0,,,,,,,,,,,,,,,,
1035,1989-90,Maryland,ACC,31.0,973.0,0.553,0.505,0.005,0.493,11.4,/players/tony-massenburg-1.html,30.0,,,,,,,,,,,,,,,,
1036,1984-85,Florida,SEC,30.0,752.0,0.479,,,0.287,10.5,/players/vernon-maxwell-1.html,14.0,,,,,,,,,,,,,,,,
1037,1985-86,Florida,SEC,33.0,1142.0,0.498,,,0.313,12.0,/players/vernon-maxwell-1.html,,,,,,,,,,,,,,,,,
1038,1986-87,Florida,SEC,34.0,1086.0,0.567,0.526,0.234,0.396,11.1,/players/vernon-maxwell-1.html,,,,,,,,,,,,,,,,,
1039,1987-88,Florida,SEC,33.0,1214.0,0.543,0.503,0.285,0.402,13.0,/players/vernon-maxwell-1.html,33.0,,,,,,,,,6.1,23.6,,0.2,28.5,,,
1040,2007-08,USC,Pac-10,33.0,1216.0,0.562,0.524,0.401,0.284,16.1,/players/oj-mayo-1.html,32.0,3.4,1.8,5.2,0.172,,,,,7.4,21.4,,0.7,31.8,,,
1041,1986-87,Texas,SWC,30.0,890.0,0.463,0.435,0.109,0.351,23.6,/players/travis-mays-1.html,26.0,,,,,,,,,,,,,,,,
1042,1987-88,Texas,SWC,28.0,1055.0,0.58,0.529,0.361,0.465,18.1,/players/travis-mays-1.html,,,,,,,,,,,,,,,,,
1043,1988-89,Texas,SWC,34.0,1210.0,0.564,0.533,0.456,0.355,14.5,/players/travis-mays-1.html,,,,,,,,,,,,,,,,,
1044,1989-90,Texas,SWC,32.0,1186.0,0.577,0.519,0.455,0.439,10.4,/players/travis-mays-1.html,,,,,,,,,,,,,,,,,
1045,2011-12,UNC,ACC,38.0,594.0,0.478,0.434,0.0,0.48,10.8,/players/james-michael-mcadoo-1.html,3.0,0.9,1.3,2.2,0.15,17.2,218.0,9.2,16.9,13.0,3.1,3.1,2.1,20.6,0.3,3.9,4.2
1046,2012-13,UNC,ACC,36.0,1079.0,0.469,0.445,0.004,0.368,14.8,/players/james-michael-mcadoo-1.html,36.0,0.7,1.9,2.6,0.096,16.9,482.0,8.5,19.7,13.6,7.4,2.8,1.3,28.2,-0.6,1.4,0.8
1047,2013-14,UNC,ACC,34.0,1023.0,0.484,0.458,0.019,0.68,8.8,/players/james-michael-mcadoo-1.html,34.0,1.9,1.9,3.9,0.151,20.3,473.0,9.5,14.9,12.2,11.0,2.5,3.2,25.5,3.2,3.0,6.2
1048,2014-15,UNLV,MWC,32.0,947.0,0.534,0.511,0.594,0.215,16.5,/players/patrick-mccaw-1.html,16.0,1.2,1.5,2.7,0.112,15.7,309.0,2.9,8.9,6.1,18.4,3.1,1.0,19.6,2.2,1.6,3.8
1049,2015-16,UNLV,MWC,33.0,1113.0,0.591,0.56,0.515,0.294,14.2,/players/patrick-mccaw-1.html,32.0,2.7,2.2,5.0,0.179,21.3,482.0,3.6,12.4,8.0,22.7,3.9,1.2,20.3,3.9,3.7,7.6
1050,2009-10,Lehigh,Patriot,33.0,1052.0,0.593,0.541,0.387,0.428,11.0,/players/cj-mccollum-1.html,31.0,4.0,1.4,5.4,0.205,25.8,578.0,5.1,12.3,8.8,17.1,2.3,0.7,28.4,,,
1051,2010-11,Lehigh,Patriot,31.0,1073.0,0.523,0.447,0.307,0.434,12.0,/players/cj-mccollum-1.html,31.0,2.9,2.1,4.9,0.184,26.8,636.0,6.1,18.7,12.4,15.7,4.0,2.0,33.4,4.8,0.9,5.7
1052,2011-12,Lehigh,Patriot,35.0,1160.0,0.556,0.496,0.307,0.426,10.5,/players/cj-mccollum-1.html,35.0,5.1,2.6,7.8,0.268,32.4,739.0,5.0,20.0,12.1,25.4,4.6,1.7,33.6,7.8,3.4,11.2
1053,2012-13,Lehigh,Patriot,12.0,372.0,0.628,0.58,0.33,0.376,12.3,/players/cj-mccollum-1.html,11.0,1.9,0.6,2.4,0.261,34.7,250.0,4.0,15.8,10.0,24.9,2.7,1.2,37.2,9.0,0.3,9.3
1054,1995-96,UCLA,Pac-10,31.0,921.0,0.638,0.676,0.0,0.451,20.0,/players/jelani-mccoy-1.html,31.0,2.3,1.6,4.0,0.172,,,,,,,,,,,,
1055,1996-97,UCLA,Pac-10,32.0,846.0,0.701,0.756,0.0,0.502,25.7,/players/jelani-mccoy-1.html,28.0,3.1,1.3,4.4,0.207,,,,,,,,,,,,
1056,1997-98,UCLA,Pac-10,15.0,319.0,0.587,0.6,0.0,0.705,,/players/jelani-mccoy-1.html,0.0,0.8,0.6,1.4,0.171,,,,,,,,,,,,
1057,1981-82,Wichita State,MVC,28.0,378.0,0.524,,,0.319,13.9,/players/xavier-mcdaniel-1.html,2.0,,,,,,,,,,,,,,,,
1058,1982-83,Wichita State,MVC,28.0,987.0,0.589,,,0.394,14.7,/players/xavier-mcdaniel-1.html,28.0,,,,,,,,,,,,,,,,
1059,1983-84,Wichita State,MVC,30.0,1130.0,0.588,,,0.387,15.8,/players/xavier-mcdaniel-1.html,30.0,,,,,,,,,,,,,,,,
1060,1984-85,Wichita State,MVC,31.0,1143.0,0.575,,,0.357,11.9,/players/xavier-mcdaniel-1.html,31.0,,,,,,,,,,,,,,,,
1061,1993-94,Alabama,SEC,26.0,618.0,0.564,0.564,0.0,0.256,16.8,/players/antonio-mcdyess-1.html,15.0,,,,,,,,,,,,,,,,
1062,1994-95,Alabama,SEC,33.0,861.0,0.54,0.512,0.003,0.366,15.5,/players/antonio-mcdyess-1.html,33.0,,,,,,,,,,,,,,,,
1063,2006-07,Nevada,WAC,33.0,330.0,0.592,0.613,0.04,0.453,21.5,/players/javale-mcgee-1.html,0.0,0.6,1.0,1.6,0.193,,,,,12.6,1.6,,6.1,17.8,,,
1064,2007-08,Nevada,WAC,33.0,902.0,0.55,0.549,0.118,0.395,15.9,/players/javale-mcgee-1.html,31.0,1.8,2.2,4.0,0.179,,,,,15.1,4.7,,6.7,27.7,,,
1065,1984-85,Alabama,SEC,33.0,728.0,0.492,,,0.213,18.6,/players/derrick-mckey-1.html,11.0,,,,,,,,,,,,,,,,
1066,1985-86,Alabama,SEC,33.0,1117.0,0.668,,,0.418,13.9,/players/derrick-mckey-1.html,33.0,,,,,,,,,,,,,,,,
1067,1986-87,Alabama,SEC,33.0,1199.0,0.64,0.606,0.118,0.273,14.9,/players/derrick-mckey-1.html,33.0,,,,,,,,,,,,,,,,
1068,1991-92,Temple,A-10,28.0,1011.0,0.548,0.503,0.437,0.38,11.5,/players/aaron-mckie-1.html,28.0,,,,,,,,,,,,,,,,
1069,1992-93,Temple,A-10,33.0,1272.0,0.54,0.502,0.353,0.281,11.0,/players/aaron-mckie-1.html,,,,,,,,,,,,,,,,,
1070,1993-94,Temple,A-10,31.0,1214.0,0.519,0.463,0.331,0.349,8.5,/players/aaron-mckie-1.html,31.0,,,,,,,,,,,,,,,,
1071,1984-85,NC State,ACC,33.0,973.0,0.5,,,0.459,25.4,/players/nate-mcmillan-1.html,32.0,,,,,,,,,,,,,,,,
1072,1985-86,NC State,ACC,34.0,1208.0,0.525,,,0.344,24.3,/players/nate-mcmillan-1.html,34.0,,,,,,,,,,,,,,,,
1073,2010-11,Tennessee,SEC,10.0,53.0,0.372,0.342,0.474,0.579,17.1,/players/jordan-mcrae-1.html,0.0,-0.1,0.1,0.0,-0.019,7.1,16.0,4.2,12.9,8.5,0.0,2.2,8.7,27.4,-5.6,1.2,-4.3
1074,2011-12,Tennessee,SEC,34.0,738.0,0.497,0.453,0.463,0.307,14.5,/players/jordan-mcrae-1.html,15.0,1.0,1.0,2.0,0.108,15.8,277.0,2.6,13.6,8.1,15.6,1.7,3.6,24.4,1.2,1.5,2.7
1075,2012-13,Tennessee,SEC,33.0,1107.0,0.546,0.498,0.42,0.381,16.4,/players/jordan-mcrae-1.html,22.0,2.5,1.3,3.8,0.137,19.0,477.0,3.4,12.2,7.6,14.6,1.5,2.7,27.2,4.3,1.3,5.6
1076,2013-14,Tennessee,SEC,37.0,1190.0,0.565,0.513,0.439,0.414,11.2,/players/jordan-mcrae-1.html,37.0,4.3,2.0,6.2,0.21,24.0,623.0,2.6,10.0,6.3,17.6,1.3,3.3,30.4,8.1,2.5,10.5
1077,2006-07,Kentucky,SEC,34.0,751.0,0.569,0.515,0.533,0.3,13.4,/players/jodie-meeks-1.html,1.0,1.5,0.8,2.3,0.123,,,,,,,,,,,,
1078,2007-08,Kentucky,SEC,11.0,255.0,0.466,0.398,0.568,0.386,10.3,/players/jodie-meeks-1.html,5.0,0.0,0.2,0.1,0.023,,,,,7.1,13.1,,0.3,24.3,,,
1079,2008-09,Kentucky,SEC,36.0,1237.0,0.629,0.566,0.507,0.412,12.4,/players/jodie-meeks-1.html,36.0,6.3,1.1,7.4,0.24,,,,,5.7,11.7,,0.3,30.9,,,
1080,1995-96,Kentucky,SEC,36.0,677.0,0.544,0.506,0.291,0.278,12.0,/players/ron-mercer-1.html,13.0,1.1,1.5,2.6,0.154,,,,,,,,,,,,
1081,1996-97,Kentucky,SEC,40.0,1299.0,0.555,0.533,0.234,0.174,9.4,/players/ron-mercer-1.html,40.0,3.4,3.2,6.6,0.204,,,,,,,,,,,,
1082,2016-17,Utah State,MWC,30.0,802.0,0.584,0.554,0.459,0.185,11.4,/players/sam-merrill-1.html,18.0,1.9,1.1,3.0,0.15,16.9,291.0,1.8,11.0,6.7,23.1,2.1,0.7,17.5,2.3,1.7,4.0
1083,2017-18,Utah State,MWC,34.0,1202.0,0.658,0.633,0.554,0.226,12.8,/players/sam-merrill-1.html,33.0,3.7,1.1,4.8,0.16,19.9,507.0,0.7,10.4,5.5,18.8,1.7,0.7,20.8,4.8,0.8,5.5
1084,2018-19,Utah State,MWC,35.0,1237.0,0.616,0.547,0.463,0.42,10.0,/players/sam-merrill-1.html,35.0,5.4,2.1,7.5,0.242,24.8,683.0,1.2,10.9,6.3,24.0,1.7,0.9,26.5,6.1,1.5,7.6
1085,2019-20,Utah State,MWC,32.0,1119.0,0.625,0.566,0.513,0.397,9.0,/players/sam-merrill-1.html,32.0,5.2,2.0,7.1,0.255,25.0,575.0,0.7,11.8,6.6,23.1,1.5,0.3,24.9,7.6,2.4,9.9
1086,2009-10,Texas A&M,Big 12,34.0,710.0,0.546,0.503,0.537,0.379,15.5,/players/khris-middleton-1.html,22.0,1.3,1.3,2.6,0.146,16.2,241.0,6.6,13.4,10.0,10.8,2.4,1.6,19.0,,,
1087,2010-11,Texas A&M,Big 12,33.0,978.0,0.559,0.506,0.306,0.419,17.4,/players/khris-middleton-1.html,33.0,2.8,1.8,4.6,0.187,22.5,464.0,8.1,13.4,10.8,23.6,2.5,0.2,27.8,6.1,2.3,8.4
1088,2011-12,Texas A&M,Big 12,20.0,575.0,0.486,0.455,0.313,0.211,13.7,/players/khris-middleton-1.html,17.0,0.7,0.9,1.6,0.114,18.9,251.0,5.4,17.1,11.0,20.0,2.1,1.0,29.7,4.3,1.9,6.2
1089,1997-98,Texas,Big 12,31.0,769.0,0.547,0.517,0.038,0.462,,/players/chris-mihm-1.html,28.0,1.5,1.3,2.8,0.147,,,,,,,,,,,,
1090,1998-99,Texas,Big 12,32.0,1027.0,0.515,0.449,0.012,0.679,15.5,/players/chris-mihm-1.html,32.0,1.4,3.7,5.1,0.2,,,,,,,,,,,,
1091,1999-00,Texas,Big 12,33.0,1014.0,0.578,0.532,0.038,0.589,13.8,/players/chris-mihm-1.html,33.0,3.4,4.2,7.7,0.302,,,,,,,,,,,,
1092,1995-96,Utah,WAC,34.0,872.0,0.587,0.549,0.097,0.579,26.6,/players/andre-miller-1.html,,1.9,2.1,4.1,0.187,,,,,,,,,,,,
1093,1996-97,Utah,WAC,33.0,974.0,0.526,0.506,0.141,0.49,23.6,/players/andre-miller-1.html,32.0,1.4,2.6,4.0,0.163,,,,,,,,,,,,
1094,1997-98,Utah,WAC,34.0,1076.0,0.616,0.581,0.19,0.514,,/players/andre-miller-1.html,34.0,4.0,3.4,7.4,0.275,,,,,,,,,,,,
1095,1998-99,Utah,WAC,33.0,1092.0,0.555,0.519,0.214,0.442,16.7,/players/andre-miller-1.html,33.0,3.0,4.4,7.4,0.271,,,,,,,,,,,,
1096,1994-95,Purdue,Big Ten,32.0,574.0,0.614,0.582,0.0,0.82,21.7,/players/brad-miller-1.html,18.0,,,,,,,,,,,,,,,,
1097,1995-96,Purdue,Big Ten,32.0,682.0,0.588,0.521,0.031,0.751,18.6,/players/brad-miller-1.html,1.0,1.9,2.0,4.0,0.234,,,,,,,,,,,,
1098,1996-97,Purdue,Big Ten,30.0,929.0,0.626,0.542,0.046,0.921,16.5,/players/brad-miller-1.html,30.0,3.3,2.3,5.6,0.242,,,,,,,,,,,,
1099,1997-98,Purdue,Big Ten,34.0,993.0,0.69,0.637,0.033,0.844,19.3,/players/brad-miller-1.html,32.0,5.0,2.9,7.9,0.317,,,,,,,,,,,,
1100,2011-12,Holy Cross,Patriot,21.0,204.0,0.57,0.525,0.5,0.25,26.3,/players/malcolm-miller-1.html,3.0,0.1,0.3,0.4,0.088,13.9,51.0,3.0,24.0,13.4,13.0,2.1,5.3,15.6,-2.0,2.2,0.2
1101,2012-13,Holy Cross,Patriot,27.0,724.0,0.494,0.46,0.4,0.504,22.9,/players/malcolm-miller-1.html,26.0,0.0,1.0,1.0,0.056,10.5,155.0,2.1,23.8,12.8,12.5,1.5,3.5,15.6,-3.6,1.8,-1.9
1102,2013-14,Holy Cross,Patriot,34.0,1038.0,0.577,0.536,0.338,0.382,15.1,/players/malcolm-miller-1.html,34.0,2.0,1.9,3.9,0.151,19.7,365.0,3.9,19.7,11.7,16.0,1.7,6.7,20.0,2.0,2.6,4.7
1103,2014-15,Holy Cross,Patriot,30.0,951.0,0.582,0.518,0.395,0.461,12.9,/players/malcolm-miller-1.html,30.0,2.5,1.2,3.7,0.157,22.9,395.0,4.1,16.4,9.8,8.9,2.6,6.1,24.5,3.3,0.7,4.0
1104,1998-99,Florida,SEC,28.0,677.0,0.594,0.56,0.373,0.489,19.4,/players/mike-miller-1.html,19.0,2.1,0.9,3.0,0.178,,,,,,,,,,,,
1105,1999-00,Florida,SEC,37.0,1058.0,0.581,0.539,0.378,0.462,13.7,/players/mike-miller-1.html,37.0,2.9,2.5,5.4,0.204,,,,,,,,,,,,
1106,1983-84,UCLA,Pac-10,28.0,384.0,0.527,,,0.255,17.4,/players/reggie-miller-1.html,0.0,,,,,,,,,,,,,,,,
1107,1984-85,UCLA,Pac-10,33.0,1174.0,0.603,,,0.427,12.9,/players/reggie-miller-1.html,32.0,,,,,,,,,,,,,,,,
1108,1985-86,UCLA,Pac-10,29.0,1112.0,0.623,,,0.465,10.3,/players/reggie-miller-1.html,29.0,,,,,,,,,,,,,,,,
1109,1986-87,UCLA,Pac-10,32.0,1166.0,0.659,0.619,0.345,0.393,10.1,/players/reggie-miller-1.html,32.0,,,,,,,,,,,,,,,,
1110,2007-08,Saint Mary's,WCC,32.0,1027.0,0.548,0.511,0.504,0.312,17.4,/players/patrick-mills-1.html,32.0,2.0,1.9,3.9,0.153,,,,,3.6,21.8,,0.2,25.1,,,
1111,2008-09,Saint Mary's,WCC,26.0,867.0,0.529,0.485,0.489,0.244,14.2,/players/patrick-mills-1.html,24.0,1.8,1.9,3.6,0.167,,,,,3.9,25.7,,0.5,30.0,,,
1112,2003-04,Louisiana Tech,WAC,30.0,1053.0,0.608,0.589,0.003,0.607,14.9,/players/paul-millsap-1.html,29.0,3.3,3.6,6.9,0.262,,,,,20.2,4.9,,3.5,21.1,,,
1113,2004-05,Louisiana Tech,WAC,29.0,1061.0,0.588,0.575,0.003,0.609,12.8,/players/paul-millsap-1.html,29.0,3.5,3.4,6.9,0.26,,,,,18.4,6.4,,3.5,26.2,,,
1114,2005-06,Louisiana Tech,WAC,33.0,1126.0,0.59,0.576,0.031,0.451,13.1,/players/paul-millsap-1.html,33.0,4.1,6.7,10.8,0.384,,,,,,,,,,,,
1115,2015-16,Louisville,ACC,31.0,591.0,0.527,0.489,0.379,0.3,12.1,/players/donovan-mitchell-1.html,5.0,1.4,1.3,2.8,0.187,18.2,233.0,6.6,13.5,10.1,15.8,2.5,0.6,20.9,2.7,4.4,7.1
1116,2016-17,Louisville,ACC,34.0,1098.0,0.534,0.498,0.509,0.243,10.2,/players/donovan-mitchell-1.html,33.0,3.0,2.4,5.4,0.197,21.8,502.0,3.7,12.9,8.3,16.0,3.7,1.7,24.6,5.7,5.5,11.1
1117,1994-95,Rhode Island,A-10,27.0,864.0,0.481,0.442,0.425,0.243,13.9,/players/cuttino-mobley-1.html,25.0,,,,,,,,,,,,,,,,
1118,1995-96,Rhode Island,A-10,2.0,35.0,0.803,0.821,0.5,0.143,21.1,/players/cuttino-mobley-1.html,,0.3,0.1,0.3,0.394,,,,,,,,,,,,
1119,1996-97,Rhode Island,A-10,30.0,730.0,0.521,0.484,0.308,0.241,12.0,/players/cuttino-mobley-1.html,20.0,1.2,1.4,2.6,0.141,,,,,,,,,,,,
1120,1997-98,Rhode Island,A-10,34.0,1132.0,0.617,0.566,0.413,0.381,,/players/cuttino-mobley-1.html,34.0,4.0,1.7,5.7,0.201,,,,,,,,,,,,
1121,2020-21,USC,Pac-12,33.0,1120.0,0.624,0.595,0.117,0.566,14.6,/players/evan-mobley-1.html,33.0,4.3,2.6,6.9,0.248,29.1,532.0,9.6,18.9,14.5,14.1,1.4,8.8,22.8,7.9,5.8,13.7
1122,1995-96,Kentucky,SEC,16.0,88.0,0.458,0.448,0.0,0.828,30.8,/players/nazr-mohammed-1.html,0.0,0.0,0.5,0.5,0.21,,,,,,,,,,,,
1123,1996-97,Kentucky,SEC,39.0,617.0,0.513,0.51,0.008,0.344,16.4,/players/nazr-mohammed-1.html,12.0,0.8,4.0,4.8,0.312,,,,,,,,,,,,
1124,1997-98,Kentucky,SEC,39.0,819.0,0.612,0.597,0.0,0.425,,/players/nazr-mohammed-1.html,27.0,3.1,3.4,6.5,0.319,,,,,,,,,,,,
1125,2008-09,Georgetown,Big East,31.0,958.0,0.612,0.576,0.024,0.6,19.3,/players/greg-monroe-1.html,31.0,2.9,2.1,5.0,0.209,,,,,13.1,18.8,,3.8,22.3,,,
1126,2009-10,Georgetown,Big East,34.0,1164.0,0.567,0.534,0.07,0.543,18.8,/players/greg-monroe-1.html,34.0,3.2,2.3,5.5,0.189,,574.0,8.6,25.2,17.5,22.4,2.2,4.9,26.7,,,
1127,1990-91,UNC,ACC,35.0,531.0,0.598,0.587,0.0,0.486,15.9,/players/eric-montross-1.html,9.0,,,,,,,,,,,,,,,,
1128,1991-92,UNC,ACC,31.0,784.0,0.588,0.574,0.0,0.447,13.7,/players/eric-montross-1.html,25.0,,,,,,,,,15.4,3.8,,3.4,19.4,,,
1129,1992-93,UNC,ACC,38.0,1076.0,0.639,0.615,0.0,0.632,12.3,/players/eric-montross-1.html,36.0,,,,,,,,,14.8,4.4,,4.0,22.1,,,
1130,1993-94,UNC,ACC,35.0,1110.0,0.566,0.56,0.0,0.602,13.6,/players/eric-montross-1.html,35.0,,,,,,,,,13.1,4.3,,5.1,19.3,,,
1131,2017-18,Murray State,OVC,32.0,1088.0,0.569,0.505,0.303,0.479,18.2,/players/temetrius-morant-1.html,32.0,3.5,1.9,5.5,0.201,21.2,503.0,6.3,15.5,11.2,33.1,1.6,1.3,20.4,3.9,1.3,5.2
1132,2018-19,Murray State,OVC,33.0,1207.0,0.612,0.553,0.296,0.512,20.5,/players/temetrius-morant-1.html,33.0,5.8,2.4,8.2,0.273,31.6,913.0,3.9,12.7,8.6,51.8,2.7,2.3,33.3,8.3,1.7,10.0
1133,2010-11,Oregon State,Pac-10,4.0,12.0,0.226,0.333,0.0,1.0,0.0,/players/eric-moreland-1.html,0.0,0.0,0.0,0.0,0.155,33.7,4.0,37.0,10.1,24.2,16.3,9.5,31.1,17.9,1.8,3.9,5.8
1134,2011-12,Oregon State,Pac-12,36.0,738.0,0.517,0.516,0.023,0.86,22.2,/players/eric-moreland-1.html,17.0,0.8,1.5,2.3,0.122,18.1,220.0,12.2,29.0,20.3,9.5,2.1,9.6,15.3,0.5,3.1,3.6
1135,2012-13,Oregon State,Pac-12,29.0,889.0,0.591,0.59,0.104,0.541,21.8,/players/eric-moreland-1.html,22.0,1.5,1.7,3.1,0.141,21.6,282.0,10.7,30.1,20.0,9.8,1.8,8.1,16.3,2.4,3.0,5.4
1136,2013-14,Oregon State,Pac-12,20.0,588.0,0.528,0.512,0.015,0.623,21.1,/players/eric-moreland-1.html,19.0,0.4,0.9,1.3,0.091,17.6,191.0,10.1,30.2,20.9,9.1,1.3,6.5,18.6,1.0,2.5,3.5
1137,1984-85,Auburn,SEC,34.0,1032.0,0.493,,,0.218,,/players/chris-morris-1.html,,,,,,,,,,,,,,,,,
1138,1985-86,Auburn,SEC,33.0,1023.0,0.533,,,0.402,15.5,/players/chris-morris-1.html,33.0,,,,,,,,,,,,,,,,
1139,1986-87,Auburn,SEC,31.0,985.0,0.597,0.574,0.089,0.319,16.9,/players/chris-morris-1.html,31.0,,,,,,,,,,,,,,,,
1140,1987-88,Auburn,SEC,30.0,1018.0,0.55,0.514,0.194,0.263,12.3,/players/chris-morris-1.html,,,,,,,,,,,,,,,,,
1141,2008-09,Kansas,Big 12,35.0,547.0,0.498,0.459,0.119,0.448,20.9,/players/markieff-morris-1.html,7.0,0.3,1.6,1.9,0.139,,,,,16.0,11.0,,3.6,18.5,,,
1142,2009-10,Kansas,Big 12,36.0,632.0,0.612,0.599,0.125,0.645,20.4,/players/markieff-morris-1.html,2.0,1.6,1.5,3.1,0.195,20.9,248.0,11.9,20.3,16.4,10.7,1.5,5.5,19.1,,,
1143,2010-11,Kansas,Big 12,38.0,926.0,0.642,0.627,0.178,0.462,16.2,/players/markieff-morris-1.html,34.0,3.6,2.4,6.0,0.257,29.1,485.0,13.9,24.7,19.7,11.0,1.9,4.9,25.5,6.7,3.6,10.3
1144,2003-04,Gonzaga,WCC,31.0,644.0,0.591,0.564,0.217,0.326,10.8,/players/adam-morrison-1.html,1.0,2.0,1.1,3.2,0.196,,,,,,,,,,,,
1145,2004-05,Gonzaga,WCC,31.0,1059.0,0.57,0.539,0.262,0.291,9.1,/players/adam-morrison-1.html,29.0,2.9,1.2,4.1,0.156,,,,,9.4,17.4,,0.9,26.7,,,
1146,2005-06,Gonzaga,WCC,33.0,1205.0,0.605,0.556,0.28,0.504,9.0,/players/adam-morrison-1.html,32.0,5.5,1.2,6.8,0.225,,,,,,,,,,,,
1147,1988-89,Georgetown,Big East,34.0,962.0,0.63,0.605,0.015,0.744,15.9,/players/alonzo-mourning-1.html,34.0,,,,,,,,,,,,,,,,
1148,1989-90,Georgetown,Big East,31.0,937.0,0.623,0.525,0.007,1.018,17.7,/players/alonzo-mourning-1.html,31.0,,,,,,,,,,,,,,,,
1149,1990-91,Georgetown,Big East,23.0,682.0,0.625,0.532,0.065,0.935,16.7,/players/alonzo-mourning-1.html,,,,,,,,,,,,,,,,,
1150,1991-92,Georgetown,Big East,32.0,1051.0,0.663,0.596,0.012,1.047,14.1,/players/alonzo-mourning-1.html,,,,,,,,,,,,,,,,,
1151,1981-82,St. John's (NY),Big East,30.0,1061.0,0.597,,,0.57,18.9,/players/chris-mullin-1.html,30.0,,,,,,,,,,,,,,,,
1152,1982-83,St. John's (NY),Big East,33.0,1210.0,0.644,,,0.499,16.1,/players/chris-mullin-1.html,33.0,,,,,,,,,,,,,,,,
1153,1983-84,St. John's (NY),Big East,27.0,1070.0,0.641,,,0.475,17.2,/players/chris-mullin-1.html,27.0,,,,,,,,,,,,,,,,
1154,1984-85,St. John's (NY),Big East,35.0,1327.0,0.585,,,0.483,13.2,/players/chris-mullin-1.html,,,,,,,,,,,,,,,,,
1155,2015-16,Washington,Pac-12,34.0,1139.0,0.485,0.451,0.243,0.342,16.3,/players/dejounte-murray-1.html,34.0,1.2,1.6,2.8,0.099,16.8,565.0,4.1,13.7,8.8,25.6,2.8,0.8,25.8,1.9,1.8,3.6
1156,2015-16,Kentucky,SEC,36.0,1267.0,0.59,0.559,0.515,0.283,12.1,/players/jamal-murray-1.html,36.0,4.4,1.7,6.1,0.193,22.7,649.0,4.9,11.2,8.2,12.1,1.6,0.9,27.3,8.1,1.4,9.5
1157,1988-89,Georgetown,Big East,33.0,374.0,0.66,0.707,0.0,0.64,23.5,/players/dikembe-mutombo-1.html,0.0,,,,,,,,,,,,,,,,
1158,1989-90,Georgetown,Big East,31.0,797.0,0.69,0.709,0.0,0.67,20.5,/players/dikembe-mutombo-1.html,24.0,,,,,,,,,,,,,,,,
1159,1990-91,Georgetown,Big East,32.0,1090.0,0.626,0.586,0.0,0.721,15.8,/players/dikembe-mutombo-1.html,,,,,,,,,,,,,,,,,
1160,1992-93,Santa Clara,WCC,31.0,743.0,0.597,0.557,0.652,0.31,22.7,/players/steve-nash-1.html,,,,,,,,,,,,,,,,,
1161,1993-94,Santa Clara,WCC,26.0,778.0,0.568,0.527,0.569,0.281,18.1,/players/steve-nash-1.html,23.0,,,,,,,,,,,,,,,,
1162,1994-95,Santa Clara,WCC,27.0,902.0,0.625,0.558,0.501,0.472,20.0,/players/steve-nash-1.html,,,,,,,,,,,,,,,,,
1163,1995-96,Santa Clara,WCC,29.0,979.0,0.566,0.513,0.48,0.297,19.2,/players/steve-nash-1.html,,2.8,1.6,4.4,0.179,,,,,,,,,,,,
1164,2002-03,La Salle,A-10,29.0,930.0,0.551,0.501,0.544,0.336,11.4,/players/gary-neal-1.html,22.0,2.4,0.8,3.1,0.135,,,,,7.2,13.3,,0.1,29.1,,,
1165,2003-04,La Salle,A-10,28.0,919.0,0.547,0.492,0.477,0.331,13.7,/players/gary-neal-1.html,24.0,2.3,0.7,2.9,0.127,,,,,,,,,,,,
1166,2005-06,Towson,CAA,17.0,600.0,0.596,0.545,0.494,0.426,13.9,/players/gary-neal-1.html,14.0,2.7,0.2,2.9,0.19,,,,,6.1,20.9,,0.3,36.0,,,
1167,2006-07,Towson,CAA,32.0,1167.0,0.576,0.523,0.464,0.366,9.5,/players/gary-neal-1.html,32.0,4.4,1.0,5.4,0.186,,,,,7.1,26.4,,0.3,35.9,,,
1168,2000-01,St. Joseph's,A-10,33.0,1114.0,0.593,0.533,0.387,0.468,24.4,/players/jameer-nelson-1.html,33.0,2.5,1.4,3.9,0.141,,,,,,,,,,,,
1169,2001-02,St. Joseph's,A-10,30.0,1064.0,0.558,0.515,0.432,0.371,18.7,/players/jameer-nelson-1.html,30.0,2.1,1.2,3.3,0.125,,,,,,,,,,,,
1170,2002-03,St. Joseph's,A-10,30.0,1048.0,0.558,0.509,0.426,0.405,14.1,/players/jameer-nelson-1.html,30.0,3.1,2.9,6.0,0.23,,,,,,,,,,,,
1171,2003-04,St. Joseph's,A-10,32.0,1085.0,0.584,0.549,0.379,0.302,13.9,/players/jameer-nelson-1.html,32.0,4.0,2.6,6.6,0.243,,,,,,,,,,,,
1172,2004-05,Florida,SEC,29.0,273.0,0.602,0.6,0.0,0.867,16.7,/players/joakim-noah-1.html,0.0,0.7,0.9,1.6,0.235,,,,,15.5,10.5,,5.1,19.0,,,
1173,2005-06,Florida,SEC,39.0,972.0,0.66,0.627,0.003,0.627,15.4,/players/joakim-noah-1.html,38.0,4.6,3.8,8.4,0.346,,,,,16.8,17.5,,6.8,25.7,,,
