SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
2014-15,29,MEM,NBA,SG,11,11,33.4,5.0,9.1,0.55,1.3,2.7,3.7,6.4,0.586,0.62,2.0,2.1,0.957,0.3,2.3,2.5,2.2,1.1,0.0,1.2,2.2,13.3,/players/l/leeco01.html,0.467
2015-16,30,CHO,NBA,SG,7,7,36.7,3.0,7.3,0.412,0.6,1.3,2.4,6.0,0.405,0.451,2.0,2.1,0.933,0.7,2.1,2.9,1.3,0.9,0.4,0.7,2.7,8.6,/players/l/leeco01.html,0.444
2021-22,29,GSW,NBA,SG,10,0,9.9,1.0,2.4,0.417,0.4,1.1,0.6,1.3,0.462,0.5,0.2,0.3,0.667,0.3,1.7,2.0,0.6,0.1,0.0,0.6,0.8,2.6,/players/l/leeda03.html,0.364
2012-13,29,GSW,NBA,PF,6,1,10.8,2.2,5.5,0.394,0.0,0.0,2.2,5.5,0.394,0.394,0.7,1.0,0.667,1.0,3.7,4.7,0.8,0.5,0.2,0.8,0.8,5.0,/players/l/leeda02.html,0.0
2013-14,30,GSW,NBA,PF,7,7,31.0,5.9,11.0,0.532,0.0,0.0,5.9,11.0,0.532,0.532,2.1,2.7,0.789,3.4,5.7,9.1,2.6,0.6,0.0,2.4,4.0,13.9,/players/l/leeda02.html,0.0
2014-15,31,GSW,NBA,PF,13,0,8.2,1.2,3.1,0.4,0.0,0.0,1.2,3.1,0.4,0.4,0.6,1.2,0.533,0.8,1.8,2.6,0.6,0.2,0.2,0.2,1.3,3.1,/players/l/leeda02.html,0.0
2015-16,32,DAL,NBA,PF,2,0,16.5,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,0.0,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,/players/l/leeda02.html,0.0
2016-17,33,SAS,NBA,PF,15,4,16.3,1.7,3.2,0.521,0.0,0.1,1.7,3.1,0.532,0.521,0.7,1.1,0.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,/players/l/leeda02.html,0.0
2012-13,29,GSW,NBA,PF,6,1,10.8,2.2,5.5,0.394,0.0,0.0,2.2,5.5,0.394,0.394,0.7,1.0,0.667,1.0,3.7,4.7,0.8,0.5,0.2,0.8,0.8,5.0,/players/l/leeda02.html,0.0
2013-14,30,GSW,NBA,PF,7,7,31.0,5.9,11.0,0.532,0.0,0.0,5.9,11.0,0.532,0.532,2.1,2.7,0.789,3.4,5.7,9.1,2.6,0.6,0.0,2.4,4.0,13.9,/players/l/leeda02.html,0.0
2014-15,31,GSW,NBA,PF,13,0,8.2,1.2,3.1,0.4,0.0,0.0,1.2,3.1,0.4,0.4,0.6,1.2,0.533,0.8,1.8,2.6,0.6,0.2,0.2,0.2,1.3,3.1,/players/l/leeda02.html,0.0
2015-16,32,DAL,NBA,PF,2,0,16.5,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,0.0,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,/players/l/leeda02.html,0.0
2016-17,33,SAS,NBA,PF,15,4,16.3,1.7,3.2,0.521,0.0,0.1,1.7,3.1,0.532,0.521,0.7,1.1,0.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,/players/l/leeda02.html,0.0
1991-92,27,NJN,NBA,SG,2,0,3.0,0.0,1.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,/players/l/leedo01.html,0.0
1996-97,30,WSB,NBA,SG,3,0,6.3,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.7,0.3,/players/l/legleti01.html,0.0
2020-21,27,WAS,NBA,C,5,3,8.4,1.6,2.8,0.571,0.0,0.0,1.6,2.8,0.571,0.571,0.8,1.4,0.571,0.8,1.4,2.2,0.4,0.2,0.0,0.2,1.6,4.0,/players/l/lenal01.html,0.0
1996-97,23,MIA,NBA,SG,17,17,32.2,3.7,9.1,0.406,2.1,5.4,1.6,3.8,0.422,0.523,1.9,2.2,0.865,0.7,2.2,2.9,2.1,0.6,0.2,1.8,2.9,11.4,/players/l/lenarvo01.html,0.396
1997-98,24,MIA,NBA,SG,5,5,37.2,4.8,10.4,0.462,1.8,5.2,3.0,5.2,0.577,0.548,3.0,4.0,0.75,0.2,3.6,3.8,1.4,0.2,0.4,2.2,4.0,14.4,/players/l/lenarvo01.html,0.346
1998-99,25,MIA,NBA,SG,4,0,14.3,3.0,5.5,0.545,2.3,3.5,0.8,2.0,0.375,0.75,1.0,1.0,1.0,0.0,0.3,0.3,0.8,0.0,0.3,0.3,1.0,9.3,/players/l/lenarvo01.html,0.643
2003-04,30,DEN,NBA,SG,5,5,32.2,6.4,15.0,0.427,2.2,4.8,4.2,10.2,0.412,0.5,2.0,2.8,0.714,0.8,1.8,2.6,2.4,0.8,0.0,1.8,2.6,17.0,/players/l/lenarvo01.html,0.458
1990-91,23,ATL,NBA,C,2,0,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/l/leonaga01.html,0.0
2011-12,20,SAS,NBA,SF,14,14,27.1,3.2,6.4,0.5,1.3,2.9,1.9,3.6,0.54,0.6,0.9,1.1,0.813,1.3,4.6,5.9,0.6,1.2,0.4,0.9,1.6,8.6,/players/l/leonaka01.html,0.45
2012-13,21,SAS,NBA,SF,21,21,36.9,5.5,10.0,0.545,1.1,2.8,4.4,7.2,0.605,0.6,1.5,2.3,0.633,2.4,6.7,9.0,1.0,1.8,0.5,1.1,1.9,13.5,/players/l/leonaka01.html,0.39
2013-14,22,SAS,NBA,SF,23,23,32.0,5.3,10.4,0.51,1.3,3.2,4.0,7.2,0.552,0.575,2.3,3.1,0.736,1.3,5.4,6.7,1.7,1.7,0.6,1.3,2.9,14.3,/players/l/leonaka01.html,0.419
2014-15,23,SAS,NBA,SF,7,7,35.7,7.4,15.6,0.477,1.6,3.7,5.9,11.9,0.494,0.528,3.9,5.0,0.771,1.9,5.6,7.4,2.6,1.1,0.6,2.1,2.6,20.3,/players/l/leonaka01.html,0.423
2015-16,24,SAS,NBA,SF,10,10,33.9,8.3,16.6,0.5,1.7,3.9,6.6,12.7,0.52,0.551,4.2,5.1,0.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,/players/l/leonaka01.html,0.436
2016-17,25,SAS,NBA,SF,12,12,35.8,8.8,16.8,0.525,2.1,4.6,6.8,12.3,0.551,0.587,7.9,8.5,0.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.7,/players/l/leonaka01.html,0.455
2018-19,27,TOR,NBA,SF,24,24,39.1,10.1,20.7,0.49,2.3,6.0,7.8,14.6,0.536,0.545,8.0,9.0,0.884,2.3,6.8,9.1,3.9,1.7,0.7,3.1,2.3,30.5,/players/l/leonaka01.html,0.379
2019-20,28,LAC,NBA,SF,13,13,39.3,10.1,20.6,0.489,1.8,5.6,8.2,15.0,0.549,0.534,6.2,7.2,0.862,1.8,7.5,9.3,5.5,2.3,0.8,2.5,2.2,28.2,/players/l/leonaka01.html,0.329
2020-21,29,LAC,NBA,SF,11,11,39.3,11.1,19.4,0.573,2.2,5.5,8.9,13.8,0.645,0.629,6.0,6.8,0.88,2.0,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,/players/l/leonaka01.html,0.393
2013-14,21,POR,NBA,C,4,0,2.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,/players/l/leoname01.html,0.0
2014-15,22,POR,NBA,C,5,0,21.2,2.8,4.2,0.667,2.0,2.6,0.8,1.6,0.5,0.905,0.2,0.4,0.5,1.2,5.4,6.6,1.0,0.4,0.4,0.6,3.4,7.8,/players/l/leoname01.html,0.769
2016-17,24,POR,NBA,PF,3,1,10.3,0.3,1.7,0.2,0.0,1.3,0.3,0.3,1.0,0.2,0.0,0.0,0.0,0.7,2.0,2.7,0.3,0.0,0.0,1.3,2.0,0.7,/players/l/leoname01.html,0.0
2017-18,25,POR,NBA,C,2,0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,/players/l/leoname01.html,0.0
2018-19,26,POR,NBA,C,11,2,15.5,3.1,5.9,0.523,1.3,3.0,1.8,2.9,0.625,0.631,0.3,0.8,0.333,0.5,3.1,3.6,1.1,0.2,0.1,0.4,2.5,7.7,/players/l/leoname01.html,0.424
2019-20,27,MIA,NBA,C,3,2,10.3,1.7,2.7,0.625,0.7,1.3,1.0,1.3,0.75,0.75,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7,/players/l/leoname01.html,0.5
1988-89,25,UTA,NBA,PG,3,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.0,/players/l/lesji01.html,0.0
2012-13,23,MEM,NBA,PF,5,0,2.2,0.2,0.4,0.5,0.0,0.0,0.2,0.4,0.5,0.5,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.2,0.2,0.0,0.2,0.4,/players/l/leuerjo01.html,0.0
2013-14,24,MEM,NBA,PF,3,0,7.7,1.0,2.3,0.429,0.3,0.7,0.7,1.7,0.4,0.5,0.7,0.7,1.0,0.7,2.0,2.7,0.7,0.3,0.0,0.0,0.7,3.0,/players/l/leuerjo01.html,0.5
2014-15,25,MEM,NBA,PF,4,0,2.3,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.8,1.3,0.0,0.0,0.0,0.0,0.3,1.0,/players/l/leuerjo01.html,0.0
2018-19,29,DET,NBA,PF,1,0,5.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,/players/l/leuerjo01.html,0.0
1999-00,22,UTA,NBA,SG,8,0,13.3,1.3,3.4,0.37,0.3,0.8,1.0,2.6,0.381,0.407,0.5,0.6,0.8,0.3,1.6,1.9,0.3,0.4,0.9,0.4,3.0,3.3,/players/l/lewisqu01.html,0.333
2001-02,24,UTA,NBA,SG,4,0,14.0,2.0,5.8,0.348,0.3,1.3,1.8,4.5,0.389,0.37,0.0,1.0,0.0,0.3,0.5,0.8,0.5,0.5,0.3,0.8,2.5,4.3,/players/l/lewisqu01.html,0.2
1987-88,24,DET,NBA,SG,10,0,1.7,0.2,0.6,0.333,0.0,0.1,0.2,0.5,0.4,0.333,0.0,0.0,0.0,0.3,0.5,0.8,0.1,0.0,0.0,0.0,0.2,0.4,/players/l/lewisra01.html,0.0
1999-00,20,SEA,NBA,SF,5,5,31.4,5.2,11.8,0.441,1.8,3.8,3.4,8.0,0.425,0.517,3.2,4.0,0.8,2.4,3.8,6.2,0.6,1.0,0.6,2.0,2.2,15.4,/players/l/lewisra02.html,0.474
2001-02,22,SEA,NBA,SF,3,2,26.3,4.0,10.7,0.375,0.3,2.0,3.7,8.7,0.423,0.391,4.3,4.3,1.0,1.3,2.3,3.7,0.7,0.3,0.0,0.7,3.3,12.7,/players/l/lewisra02.html,0.167
2004-05,25,SEA,NBA,SF,8,8,39.0,5.4,13.3,0.406,0.6,3.1,4.8,10.1,0.469,0.429,5.5,6.3,0.88,1.4,4.0,5.4,1.6,0.4,0.4,2.0,3.1,16.9,/players/l/lewisra02.html,0.2
2007-08,28,ORL,NBA,PF,10,10,41.7,7.1,16.3,0.436,2.1,6.8,5.0,9.5,0.526,0.5,3.2,3.9,0.821,2.4,4.8,7.2,3.4,1.1,0.5,2.3,1.8,19.5,/players/l/lewisra02.html,0.309
2008-09,29,ORL,NBA,PF,24,24,41.1,6.5,14.5,0.448,2.2,5.5,4.3,9.0,0.481,0.523,3.8,4.8,0.784,1.2,5.2,6.4,2.9,1.0,0.5,2.1,2.1,19.0,/players/l/lewisra02.html,0.394
2009-10,30,ORL,NBA,PF,14,14,36.6,4.7,10.2,0.462,2.0,5.4,2.7,4.9,0.559,0.559,1.4,1.8,0.8,1.1,4.6,5.6,2.3,1.1,0.7,1.8,2.7,12.9,/players/l/lewisra02.html,0.373
2012-13,33,MIA,NBA,PF,11,0,4.3,0.7,1.8,0.4,0.0,0.4,0.7,1.5,0.5,0.4,0.1,0.2,0.5,0.1,0.5,0.6,0.4,0.2,0.2,0.5,0.5,1.5,/players/l/lewisra02.html,0.0
2013-14,34,MIA,NBA,SF,18,8,17.7,1.9,4.7,0.412,1.2,3.3,0.7,1.4,0.5,0.541,0.2,0.2,0.75,0.2,1.8,2.1,0.3,0.4,0.3,0.3,1.6,5.3,/players/l/lewisra02.html,0.373
1987-88,22,BOS,NBA,SG,12,0,5.8,1.1,2.8,0.382,0.0,0.1,1.1,2.8,0.394,0.382,0.3,0.4,0.6,0.8,0.6,1.3,0.3,0.3,0.2,0.0,1.1,2.4,/players/l/lewisre01.html,0.0
1988-89,23,BOS,NBA,SF,3,3,41.7,8.7,18.3,0.473,0.0,0.7,8.7,17.7,0.491,0.473,3.0,4.3,0.692,1.7,5.3,7.0,3.7,1.7,0.0,2.7,3.7,20.3,/players/l/lewisre01.html,0.0
1989-90,24,BOS,NBA,SG,5,5,40.0,7.4,12.4,0.597,0.0,0.2,7.4,12.2,0.607,0.597,5.4,7.0,0.771,1.8,3.2,5.0,4.4,1.4,0.4,2.4,2.8,20.2,/players/l/lewisre01.html,0.0
1990-91,25,BOS,NBA,SG,11,11,42.0,8.6,17.7,0.487,0.0,0.4,8.6,17.4,0.497,0.487,5.1,6.2,0.824,1.6,4.5,6.2,2.9,1.1,0.5,1.8,3.0,22.4,/players/l/lewisre01.html,0.0
1991-92,26,BOS,NBA,SG,10,10,40.8,11.5,21.8,0.528,0.2,0.6,11.3,21.2,0.533,0.532,4.8,6.3,0.762,1.1,3.2,4.3,3.9,2.4,0.8,1.6,3.8,28.0,/players/l/lewisre01.html,0.333
1992-93,27,BOS,NBA,SG,1,1,13.0,7.0,11.0,0.636,0.0,1.0,7.0,10.0,0.7,0.636,3.0,4.0,0.75,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,17.0,/players/l/lewisre01.html,0.0
1989-90,23,DEN,NBA,SG,3,0,23.3,5.0,9.7,0.517,0.0,0.3,5.0,9.3,0.536,0.517,4.7,6.3,0.737,1.7,4.3,6.0,3.0,0.3,0.0,2.7,2.0,14.7,/players/l/lichtto01.html,0.0
2012-13,24,OKC,NBA,SG,8,0,8.5,0.4,1.1,0.333,0.1,0.6,0.3,0.5,0.5,0.389,0.1,0.5,0.25,0.0,1.8,1.8,0.5,0.1,0.1,0.3,1.3,1.0,/players/l/liggide01.html,0.2
2017-18,29,NOP,NBA,SG,3,0,4.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.0,0.3,/players/l/liggide01.html,0.0
2013-14,23,POR,NBA,PG,11,11,42.4,7.5,17.2,0.439,2.5,6.4,5.1,10.8,0.471,0.511,5.4,6.0,0.894,1.1,4.0,5.1,6.5,1.0,0.1,2.7,2.6,22.9,/players/l/lillada01.html,0.386
2014-15,24,POR,NBA,PG,5,5,40.2,7.8,19.2,0.406,1.0,6.2,6.8,13.0,0.523,0.432,5.0,6.4,0.781,0.4,3.6,4.0,4.6,0.4,0.6,2.4,3.0,21.6,/players/l/lillada01.html,0.161
2015-16,25,POR,NBA,PG,11,11,39.7,8.1,22.0,0.368,3.8,9.7,4.3,12.3,0.348,0.455,6.5,7.1,0.91,1.1,3.2,4.3,6.3,1.3,0.3,3.0,2.1,26.5,/players/l/lillada01.html,0.393
2016-17,26,POR,NBA,PG,4,4,37.8,9.8,22.5,0.433,2.3,8.0,7.5,14.5,0.517,0.483,6.0,6.3,0.96,1.0,3.5,4.5,3.3,1.3,0.5,3.3,2.8,27.8,/players/l/lillada01.html,0.281
2017-18,27,POR,NBA,PG,4,4,40.5,6.3,17.8,0.352,2.3,7.5,4.0,10.3,0.39,0.415,3.8,4.3,0.882,0.8,3.8,4.5,4.8,1.3,0.0,4.0,2.0,18.5,/players/l/lillada01.html,0.3
2018-19,28,POR,NBA,PG,16,16,40.6,8.6,20.6,0.418,3.7,9.9,4.9,10.8,0.459,0.508,5.9,7.1,0.833,0.5,4.3,4.8,6.6,1.7,0.3,3.8,2.5,26.9,/players/l/lillada01.html,0.373
2019-20,29,POR,NBA,PG,4,4,35.8,6.5,16.0,0.406,3.3,8.3,3.3,7.8,0.419,0.508,8.0,8.3,0.97,0.3,3.3,3.5,4.3,0.5,0.3,3.5,1.0,24.3,/players/l/lillada01.html,0.394
2020-21,30,POR,NBA,PG,6,6,41.3,10.3,22.3,0.463,5.8,13.0,4.5,9.3,0.482,0.593,7.8,8.3,0.94,0.2,4.2,4.3,10.2,1.0,0.7,2.2,1.5,34.3,/players/l/lillada01.html,0.449
2012-13,24,HOU,NBA,PG,4,3,21.0,1.5,6.0,0.25,0.5,3.0,1.0,3.0,0.333,0.292,0.5,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.3,2.0,2.3,4.0,/players/l/linje01.html,0.167
2013-14,25,HOU,NBA,PG,6,0,29.5,4.2,10.2,0.41,0.8,3.8,3.3,6.3,0.526,0.451,2.2,2.7,0.813,1.2,2.5,3.7,4.3,0.5,0.2,2.2,2.5,11.3,/players/l/linje01.html,0.217
2015-16,27,CHO,NBA,SG,7,0,27.0,3.7,9.0,0.413,0.4,2.0,3.3,7.0,0.469,0.437,4.6,5.6,0.821,0.4,1.9,2.3,2.6,0.7,0.0,1.6,3.0,12.4,/players/l/linje01.html,0.214
2018-19,30,TOR,NBA,PG,8,0,3.4,0.3,1.1,0.222,0.1,0.3,0.1,0.9,0.143,0.278,0.5,0.5,1.0,0.0,0.4,0.4,0.5,0.1,0.0,0.6,0.3,1.1,/players/l/linje01.html,0.5
2020-21,20,POR,NBA,PF,3,0,3.0,0.3,1.3,0.25,0.3,1.3,0.0,0.0,0.0,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,1.7,/players/l/littlna01.html,0.25
1996-97,21,HOU,NBA,PG,2,0,7.5,0.5,2.0,0.25,0.5,0.5,0.0,1.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,/players/l/livinra01.html,1.0
1998-99,23,PHO,NBA,PG,3,0,8.0,2.0,5.0,0.4,0.0,0.3,2.0,4.7,0.429,0.4,1.3,1.3,1.0,1.7,0.7,2.3,0.7,0.3,0.0,0.7,2.0,5.3,/players/l/livinra01.html,0.0
1999-00,24,PHO,NBA,PG,7,3,9.0,0.9,3.9,0.222,0.3,0.9,0.6,3.0,0.19,0.259,0.0,0.0,0.0,0.3,0.7,1.0,0.6,0.6,0.1,0.6,0.9,2.0,/players/l/livinra01.html,0.333
2001-02,26,SEA,NBA,PG,5,0,16.0,1.4,3.4,0.412,0.2,0.6,1.2,2.8,0.429,0.441,1.0,1.0,1.0,0.2,1.0,1.2,2.0,0.4,0.0,0.2,1.4,4.0,/players/l/livinra01.html,0.333
2005-06,20,LAC,NBA,PG,12,0,27.7,3.0,6.3,0.474,0.1,0.1,2.9,6.3,0.467,0.48,1.4,1.8,0.81,1.3,3.3,4.7,4.8,0.6,0.5,1.9,2.6,7.5,/players/l/livinsh01.html,1.0
2013-14,28,BRK,NBA,PG,12,10,27.1,3.7,7.2,0.512,0.1,0.1,3.6,7.1,0.506,0.517,2.3,3.1,0.73,0.7,2.8,3.5,3.3,0.4,0.4,1.8,3.4,9.7,/players/l/livinsh01.html,1.0
2014-15,29,GSW,NBA,PG,21,0,17.9,2.0,3.8,0.532,0.0,0.0,2.0,3.7,0.538,0.532,1.0,1.2,0.84,0.6,1.8,2.4,1.8,0.4,0.2,1.0,1.5,5.0,/players/l/livinsh01.html,0.0
2015-16,30,GSW,NBA,PG,24,7,21.4,3.4,7.0,0.488,0.0,0.0,3.4,7.0,0.491,0.488,1.3,1.5,0.865,0.5,2.6,3.2,3.3,0.5,0.2,1.2,2.0,8.2,/players/l/livinsh01.html,0.0
2016-17,31,GSW,NBA,PG,14,0,15.7,2.4,4.2,0.576,0.0,0.0,2.4,4.2,0.576,0.576,0.4,0.5,0.714,0.7,1.4,2.1,1.4,0.4,0.1,0.7,1.7,5.2,/players/l/livinsh01.html,0.0
2017-18,32,GSW,NBA,PG,21,0,17.2,2.8,5.2,0.536,0.0,0.0,2.8,5.2,0.541,0.536,1.0,1.2,0.88,0.5,1.7,2.2,1.5,0.3,0.0,0.8,1.6,6.7,/players/l/livinsh01.html,0.0
2018-19,33,GSW,NBA,PG,22,2,14.6,1.5,3.4,0.453,0.0,0.1,1.5,3.3,0.466,0.453,1.0,1.1,0.84,0.5,0.9,1.4,1.4,0.5,0.2,0.4,1.6,4.0,/players/l/livinsh01.html,0.0
1987-88,23,BOS,NBA,PF,9,0,2.9,0.9,1.2,0.727,0.0,0.2,0.9,1.0,0.889,0.727,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.1,0.1,0.4,1.8,/players/l/lohaubr01.html,0.0
1989-90,25,MIL,NBA,PF,4,4,36.8,4.0,10.0,0.4,1.5,4.0,2.5,6.0,0.417,0.475,0.0,0.0,0.0,1.0,5.8,6.8,1.3,2.0,2.3,2.3,4.3,9.5,/players/l/lohaubr01.html,0.375
1990-91,26,MIL,NBA,PF,3,0,13.7,1.7,5.3,0.313,1.0,2.7,0.7,2.7,0.25,0.406,0.3,0.7,0.5,1.3,1.7,3.0,0.3,0.0,0.0,1.0,2.0,4.7,/players/l/lohaubr01.html,0.375
1997-98,33,SAS,NBA,PF,4,0,2.5,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.0,0.0,/players/l/lohaubr01.html,0.0
1991-92,25,MIA,NBA,PF,3,3,40.0,5.0,12.0,0.417,0.0,1.3,5.0,10.7,0.469,0.417,2.3,3.3,0.7,2.3,2.7,5.0,2.7,1.7,0.0,1.7,3.7,12.3,/players/l/longgr01.html,0.0
1993-94,27,MIA,NBA,PF,4,2,27.5,3.5,9.0,0.389,0.0,0.0,3.5,9.0,0.389,0.389,5.3,6.8,0.778,2.5,2.0,4.5,1.8,0.8,0.5,2.5,4.0,12.3,/players/l/longgr01.html,0.0
1994-95,28,ATL,NBA,PF,3,3,36.7,4.7,9.3,0.5,0.0,0.3,4.7,9.0,0.519,0.5,4.3,6.0,0.722,4.3,7.0,11.3,1.3,1.3,0.3,2.7,3.7,13.7,/players/l/longgr01.html,0.0
1995-96,29,ATL,NBA,PF,10,10,36.2,4.4,11.1,0.396,0.6,2.4,3.8,8.7,0.437,0.423,2.0,2.5,0.8,3.0,5.6,8.6,2.8,0.7,0.3,1.9,2.7,11.4,/players/l/longgr01.html,0.25
1996-97,30,DET,NBA,PF,5,0,17.2,1.6,3.6,0.444,0.0,0.4,1.6,3.2,0.5,0.444,1.8,2.2,0.818,0.8,1.4,2.2,0.6,0.8,0.0,0.0,2.2,5.0,/players/l/longgr01.html,0.0
1998-99,32,ATL,NBA,PF,9,9,39.8,4.0,9.8,0.409,0.1,0.4,3.9,9.3,0.417,0.415,3.6,4.9,0.727,3.1,5.1,8.2,0.9,2.0,0.4,2.6,3.0,11.7,/players/l/longgr01.html,0.25
2002-03,36,BOS,NBA,PF,8,0,4.3,0.1,0.5,0.25,0.0,0.0,0.1,0.5,0.25,0.25,0.0,0.0,0.0,0.4,0.3,0.6,0.1,0.0,0.0,0.1,0.1,0.3,/players/l/longgr01.html,0.0
1993-94,25,CHI,NBA,C,10,2,17.0,2.5,5.0,0.5,0.0,0.0,2.5,5.0,0.5,0.5,1.3,1.8,0.722,1.3,3.2,4.5,1.8,0.6,0.8,2.1,3.8,6.3,/players/l/longllu01.html,0.0
1994-95,26,CHI,NBA,C,10,8,20.4,2.4,5.0,0.48,0.0,0.0,2.4,5.0,0.48,0.48,0.8,1.0,0.8,0.6,2.6,3.2,1.1,0.7,0.5,1.0,4.1,5.6,/players/l/longllu01.html,0.0
1995-96,27,CHI,NBA,C,18,18,24.4,3.4,7.2,0.469,0.0,0.0,3.4,7.2,0.469,0.469,1.6,2.1,0.757,1.9,2.7,4.6,1.6,0.4,1.4,2.1,4.6,8.3,/players/l/longllu01.html,0.0
1996-97,28,CHI,NBA,C,19,19,22.7,3.0,5.5,0.548,0.0,0.0,3.0,5.5,0.548,0.548,0.5,1.4,0.385,2.1,2.4,4.4,1.8,0.4,0.8,1.5,3.4,6.5,/players/l/longllu01.html,0.0
1997-98,29,CHI,NBA,C,18,16,25.3,3.0,6.7,0.45,0.0,0.0,3.0,6.7,0.45,0.45,1.9,2.2,0.872,1.9,3.1,5.0,1.9,0.7,0.8,2.0,4.1,7.9,/players/l/longllu01.html,0.0
1998-99,30,PHO,NBA,C,3,2,17.0,0.7,4.0,0.167,0.0,0.0,0.7,4.0,0.167,0.167,0.0,0.0,0.0,0.7,2.3,3.0,0.3,1.0,0.0,0.7,0.7,1.3,/players/l/longllu01.html,0.0
1999-00,31,PHO,NBA,C,9,9,18.0,2.0,5.7,0.353,0.0,0.0,2.0,5.7,0.353,0.353,0.2,0.3,0.667,1.3,2.0,3.3,0.9,0.4,0.4,1.1,4.0,4.2,/players/l/longllu01.html,0.0
2017-18,21,GSW,NBA,C,21,5,18.4,1.9,3.4,0.542,0.0,0.1,1.9,3.3,0.557,0.542,0.4,1.0,0.381,2.0,2.2,4.2,0.9,0.7,0.4,0.4,2.4,4.1,/players/l/looneke01.html,0.0
2018-19,22,GSW,NBA,C,21,1,20.6,3.0,4.4,0.688,0.0,0.0,3.0,4.4,0.688,0.688,1.0,1.4,0.724,2.0,2.5,4.5,1.0,0.6,0.5,0.6,2.4,7.1,/players/l/looneke01.html,0.0
2021-22,25,GSW,NBA,C,14,8,19.1,2.7,3.9,0.691,0.0,0.0,2.7,3.9,0.691,0.691,0.6,0.9,0.615,2.4,4.6,7.1,1.9,0.4,0.3,0.6,2.3,6.0,/players/l/looneke01.html,0.0
2012-13,24,BRK,NBA,C,7,7,37.6,8.3,17.6,0.472,0.1,0.1,8.1,17.4,0.467,0.476,5.6,6.3,0.886,4.1,3.3,7.4,1.4,0.9,3.0,2.3,2.9,22.3,/players/l/lopezbr01.html,1.0
2014-15,26,BRK,NBA,C,6,6,39.0,7.2,14.5,0.494,0.0,0.0,7.2,14.5,0.494,0.494,5.5,6.7,0.825,3.3,5.7,9.0,0.8,0.7,2.2,1.0,3.0,19.8,/players/l/lopezbr01.html,0.0
2018-19,30,MIL,NBA,C,15,15,29.2,4.1,8.9,0.455,1.5,5.0,2.6,3.9,0.661,0.537,1.6,1.9,0.828,0.8,4.7,5.5,1.4,0.4,1.9,0.7,3.1,11.2,/players/l/lopezbr01.html,0.293
