SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL
2008-09,21,WAS,NBA,C,75,14,15.2,2.5,5.2,0.494,0.0,0.0,0.0,2.5,5.2,0.494,0.494,1.4,2.2,0.66,1.6,2.3,3.9,0.3,0.4,1.0,0.8,2.1,6.5,/players/m/mcgeeja01.html
2009-10,22,WAS,NBA,C,60,19,16.1,2.6,5.1,0.508,0.0,0.0,0.0,2.6,5.1,0.51,0.508,1.2,1.9,0.638,1.5,2.6,4.1,0.2,0.3,1.7,0.9,2.0,6.4,/players/m/mcgeeja01.html
2010-11,23,WAS,NBA,C,79,75,27.8,4.2,7.6,0.55,0.0,0.0,0.0,4.2,7.6,0.552,0.55,1.7,2.9,0.583,2.8,5.2,8.0,0.5,0.5,2.4,1.3,2.9,10.1,/players/m/mcgeeja01.html
2011-12,24,TOT,NBA,C,61,45,25.2,5.0,9.0,0.556,0.0,0.0,0.0,5.0,9.0,0.556,0.556,1.3,2.7,0.461,2.7,5.1,7.8,0.5,0.6,2.2,1.4,2.7,11.3,/players/m/mcgeeja01.html
2011-12,24,WAS,NBA,C,41,40,27.4,5.2,9.8,0.535,0.0,0.0,0.0,5.2,9.8,0.535,0.535,1.4,2.8,0.5,3.1,5.7,8.8,0.6,0.6,2.5,1.7,2.9,11.9,/players/m/mcgeeja01.html
2011-12,24,DEN,NBA,C,20,5,20.6,4.7,7.6,0.612,0.0,0.0,0.0,4.7,7.6,0.612,0.612,1.0,2.6,0.373,1.8,4.0,5.8,0.3,0.5,1.6,1.0,2.4,10.3,/players/m/mcgeeja01.html
2012-13,25,DEN,NBA,C,79,0,18.1,3.8,6.7,0.575,0.0,0.0,1.0,3.8,6.7,0.574,0.576,1.4,2.4,0.591,2.0,2.8,4.8,0.3,0.4,2.0,1.1,2.3,9.1,/players/m/mcgeeja01.html
2013-14,26,DEN,NBA,C,5,5,15.8,3.4,7.6,0.447,0.0,0.0,0.0,3.4,7.6,0.447,0.447,0.2,0.2,1.0,2.0,1.4,3.4,0.4,0.2,1.4,1.6,3.2,7.0,/players/m/mcgeeja01.html
2014-15,27,TOT,NBA,C,23,0,11.1,1.8,3.4,0.532,0.0,0.0,0.0,1.8,3.4,0.532,0.532,1.0,1.4,0.667,0.8,1.9,2.7,0.1,0.1,0.9,0.8,1.3,4.6,/players/m/mcgeeja01.html
2014-15,27,DEN,NBA,C,17,0,11.5,2.0,3.6,0.557,0.0,0.0,0.0,2.0,3.6,0.557,0.557,1.2,1.7,0.69,0.8,2.0,2.8,0.1,0.1,1.1,0.8,1.6,5.2,/players/m/mcgeeja01.html
2014-15,27,PHI,NBA,C,6,0,10.2,1.3,3.0,0.444,0.0,0.0,0.0,1.3,3.0,0.444,0.444,0.3,0.7,0.5,0.7,1.5,2.2,0.3,0.0,0.2,0.8,0.3,3.0,/players/m/mcgeeja01.html
2015-16,28,DAL,NBA,C,34,2,10.9,2.3,3.9,0.575,0.0,0.0,0.0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1,/players/m/mcgeeja01.html
2016-17,29,GSW,NBA,C,77,10,9.6,2.7,4.1,0.652,0.0,0.0,0.0,2.7,4.1,0.658,0.652,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1,/players/m/mcgeeja01.html
2017-18,30,GSW,NBA,C,65,17,9.5,2.1,3.4,0.621,0.0,0.1,0.0,2.1,3.3,0.638,0.621,0.6,0.8,0.731,0.9,1.7,2.6,0.5,0.3,0.9,0.4,1.4,4.8,/players/m/mcgeeja01.html
2018-19,31,LAL,NBA,C,75,62,22.3,5.3,8.5,0.624,0.0,0.2,0.083,5.3,8.4,0.634,0.625,1.3,2.0,0.632,2.6,4.9,7.5,0.7,0.6,2.0,1.4,2.8,12.0,/players/m/mcgeeja01.html
2019-20,32,LAL,NBA,C,68,68,16.6,2.9,4.5,0.637,0.0,0.1,0.5,2.8,4.4,0.64,0.642,0.8,1.2,0.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,/players/m/mcgeeja01.html
2020-21,33,TOT,NBA,C,46,2,14.7,3.1,6.1,0.511,0.1,0.5,0.208,3.0,5.6,0.539,0.52,1.0,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3,/players/m/mcgeeja01.html
2020-21,33,CLE,NBA,C,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0,/players/m/mcgeeja01.html
2020-21,33,DEN,NBA,C,13,1,13.5,2.5,5.2,0.478,0.0,0.3,0.0,2.5,4.8,0.508,0.478,0.6,0.9,0.667,1.8,3.5,5.3,0.5,0.2,1.1,1.2,3.2,5.5,/players/m/mcgeeja01.html
2021-22,34,PHO,NBA,C,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,/players/m/mcgeeja01.html
1997-98,18,TOR,NBA,SF,64,17,18.4,2.8,6.2,0.45,0.2,0.6,0.341,2.6,5.6,0.462,0.467,1.2,1.7,0.712,1.6,2.6,4.2,1.5,0.8,1.0,1.0,1.3,7.0,/players/m/mcgratr01.html
1998-99,19,TOR,NBA,SF,49,2,22.6,3.4,7.9,0.436,0.2,0.7,0.229,3.3,7.1,0.457,0.447,2.3,3.2,0.726,2.4,3.2,5.7,2.3,1.1,1.3,1.6,1.9,9.3,/players/m/mcgratr01.html
1999-00,20,TOR,NBA,SF,79,34,31.2,5.8,12.9,0.451,0.2,0.8,0.277,5.6,12.1,0.463,0.46,3.5,5.0,0.707,2.4,4.0,6.3,3.3,1.1,1.9,2.0,2.5,15.4,/players/m/mcgratr01.html
2000-01,21,ORL,NBA,SG,77,77,40.1,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.468,0.474,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8,/players/m/mcgratr01.html
2001-02,22,ORL,NBA,SG,76,76,38.3,9.4,20.9,0.451,1.4,3.7,0.364,8.1,17.1,0.47,0.483,5.5,7.3,0.748,2.0,5.9,7.9,5.3,1.6,1.0,2.5,1.8,25.6,/players/m/mcgratr01.html
2002-03,23,ORL,NBA,SG,75,74,39.4,11.1,24.2,0.457,2.3,6.0,0.386,8.7,18.2,0.481,0.505,7.7,9.7,0.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,/players/m/mcgratr01.html
2003-04,24,ORL,NBA,SG,67,67,39.9,9.7,23.4,0.417,2.6,7.7,0.339,7.1,15.7,0.455,0.473,5.9,7.5,0.796,1.4,4.6,6.0,5.5,1.4,0.6,2.7,1.9,28.0,/players/m/mcgratr01.html
2004-05,25,HOU,NBA,SF,78,78,40.8,9.2,21.3,0.431,1.8,5.6,0.326,7.3,15.7,0.468,0.473,5.5,7.1,0.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,/players/m/mcgratr01.html
2005-06,26,HOU,NBA,SF,47,47,37.1,8.7,21.5,0.406,1.6,5.0,0.312,7.2,16.5,0.434,0.442,5.4,7.2,0.747,1.0,5.6,6.5,4.8,1.3,0.9,2.6,1.9,24.4,/players/m/mcgratr01.html
2006-07,27,HOU,NBA,SG,71,71,35.8,9.0,20.8,0.431,1.8,5.4,0.331,7.2,15.5,0.466,0.474,4.9,6.9,0.707,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9,24.6,/players/m/mcgratr01.html
2007-08,28,HOU,NBA,SG,66,62,37.0,8.3,19.8,0.419,1.3,4.5,0.292,7.0,15.3,0.457,0.452,3.7,5.4,0.684,0.6,4.5,5.1,5.9,1.0,0.5,2.4,1.4,21.6,/players/m/mcgratr01.html
2008-09,29,HOU,NBA,SG,35,35,33.7,5.4,13.9,0.388,1.3,3.3,0.376,4.1,10.5,0.391,0.433,3.6,4.5,0.801,0.6,3.8,4.4,5.0,1.2,0.4,2.0,1.1,15.6,/players/m/mcgratr01.html
2009-10,30,TOT,NBA,SG,30,24,22.4,3.0,7.8,0.387,0.5,2.1,0.25,2.5,5.7,0.439,0.421,1.6,2.1,0.746,0.7,2.4,3.1,3.3,0.5,0.5,1.5,1.3,8.2,/players/m/mcgratr01.html
2009-10,30,HOU,NBA,SG,6,0,7.7,1.2,3.2,0.368,0.2,0.3,0.5,1.0,2.8,0.353,0.395,0.7,1.0,0.667,0.0,0.8,0.8,1.0,0.0,0.3,0.2,0.3,3.2,/players/m/mcgratr01.html
2009-10,30,NYK,NBA,SG,24,24,26.1,3.5,9.0,0.389,0.6,2.6,0.242,2.9,6.4,0.448,0.424,1.8,2.4,0.754,0.9,2.8,3.7,3.9,0.6,0.5,1.8,1.6,9.4,/players/m/mcgratr01.html
2010-11,31,DET,NBA,SG,72,39,23.4,3.2,7.1,0.442,0.4,1.2,0.341,2.7,5.9,0.462,0.471,1.3,1.8,0.698,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8.0,/players/m/mcgratr01.html
2011-12,32,ATL,NBA,SF,52,0,16.1,1.9,4.4,0.437,0.3,0.6,0.455,1.7,3.8,0.434,0.47,1.1,1.6,0.675,0.4,2.5,3.0,2.1,0.3,0.3,1.0,0.7,5.3,/players/m/mcgratr01.html
2021-22,24,POR,NBA,SF,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,/players/m/mcgrica01.html
2016-17,25,MIA,NBA,SG,78,65,25.2,2.4,5.9,0.413,0.9,2.8,0.332,1.5,3.1,0.488,0.492,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4,/players/m/mcgruro01.html
2017-18,26,MIA,NBA,SG,18,2,16.6,2.0,4.1,0.493,0.8,1.9,0.429,1.2,2.1,0.553,0.596,0.2,0.4,0.5,0.6,1.2,1.8,0.9,0.4,0.2,0.2,1.2,5.1,/players/m/mcgruro01.html
2018-19,27,MIA,NBA,SG,66,45,23.5,2.8,7.0,0.403,1.2,3.4,0.351,1.6,3.6,0.453,0.489,0.8,1.1,0.722,0.9,2.7,3.6,1.7,0.5,0.2,1.0,1.7,7.6,/players/m/mcgruro01.html
2019-20,28,LAC,NBA,SG,56,4,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.9,1.6,0.522,0.464,0.3,0.6,0.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,/players/m/mcgruro01.html
2020-21,29,DET,NBA,SG,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7,/players/m/mcgruro01.html
2021-22,30,DET,NBA,SG,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,/players/m/mcgruro01.html
2007-08,22,WAS,NBA,SG,70,1,9.9,0.6,1.5,0.379,0.0,0.1,0.167,0.5,1.4,0.392,0.383,0.2,0.5,0.438,0.8,1.2,2.0,0.6,0.3,0.4,0.6,1.1,1.3,/players/m/mcguido01.html
2008-09,23,WAS,NBA,SF,79,57,26.2,1.8,4.1,0.432,0.0,0.1,0.5,1.7,4.1,0.431,0.435,0.9,1.3,0.725,1.4,4.0,5.4,2.5,0.8,0.9,1.2,1.9,4.5,/players/m/mcguido01.html
2009-10,24,TOT,NBA,SF,51,2,6.0,0.4,1.0,0.365,0.0,0.0,0.0,0.4,1.0,0.365,0.365,0.0,0.1,0.0,0.5,1.1,1.5,0.2,0.1,0.1,0.3,0.7,0.7,/players/m/mcguido01.html
2009-10,24,WAS,NBA,SF,41,0,5.9,0.4,1.0,0.375,0.0,0.0,0.0,0.4,1.0,0.375,0.375,0.0,0.1,0.0,0.4,1.1,1.5,0.2,0.1,0.1,0.2,0.8,0.7,/players/m/mcguido01.html
2009-10,24,SAC,NBA,SF,10,2,6.7,0.4,1.2,0.333,0.0,0.0,0.0,0.4,1.2,0.333,0.333,0.0,0.2,0.0,0.6,1.2,1.8,0.3,0.1,0.1,0.7,0.3,0.8,/players/m/mcguido01.html
2010-11,25,CHA,NBA,SF,52,8,14.6,1.4,3.5,0.396,0.0,0.0,0.0,1.4,3.5,0.4,0.396,0.6,0.8,0.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,/players/m/mcguido01.html
2011-12,26,GSW,NBA,PF,64,6,17.6,1.5,3.3,0.448,0.0,0.1,0.0,1.5,3.2,0.456,0.448,0.6,0.8,0.736,1.1,2.7,3.8,1.7,0.7,0.6,0.9,1.6,3.5,/players/m/mcguido01.html
2012-13,27,TOT,NBA,SF,26,10,14.9,0.9,2.2,0.429,0.0,0.0,0.0,0.9,2.2,0.429,0.429,0.1,0.4,0.3,0.7,2.3,3.0,0.8,0.5,0.4,0.5,1.5,2.0,/players/m/mcguido01.html
2012-13,27,TOR,NBA,SF,15,9,15.3,1.0,2.1,0.469,0.0,0.0,0.0,1.0,2.1,0.469,0.469,0.1,0.4,0.333,0.7,2.5,3.2,0.7,0.3,0.5,0.5,1.7,2.1,/players/m/mcguido01.html
2012-13,27,NOH,NBA,SF,9,0,16.1,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.1,0.2,0.5,0.8,2.3,3.1,1.0,0.9,0.3,0.6,1.4,2.1,/players/m/mcguido01.html
2012-13,27,IND,NBA,SF,2,1,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,/players/m/mcguido01.html
1994-95,22,WSB,NBA,C,55,0,9.7,0.6,1.3,0.479,0.0,0.0,0.0,0.6,1.3,0.479,0.479,0.5,0.7,0.683,0.7,1.2,1.9,0.2,0.2,1.1,0.3,1.7,1.7,/players/m/mcilvji01.html
1995-96,23,WSB,NBA,C,80,6,14.9,0.8,1.8,0.428,0.0,0.0,0.0,0.8,1.8,0.428,0.428,0.7,1.3,0.552,0.8,2.1,2.9,0.1,0.3,2.1,0.5,2.1,2.3,/players/m/mcilvji01.html
1996-97,24,SEA,NBA,C,82,79,18.0,1.6,3.4,0.471,0.0,0.1,0.143,1.6,3.3,0.48,0.473,0.6,1.3,0.495,1.6,2.4,4.0,0.3,0.5,2.0,0.8,3.0,3.8,/players/m/mcilvji01.html
1997-98,25,SEA,NBA,C,78,72,15.5,1.3,2.9,0.453,0.0,0.0,0.0,1.3,2.8,0.459,0.453,0.6,1.0,0.556,1.2,2.1,3.3,0.2,0.3,1.8,0.7,3.1,3.2,/players/m/mcilvji01.html
1998-99,26,NJN,NBA,C,22,1,12.2,1.0,2.3,0.431,0.0,0.0,0.0,1.0,2.3,0.431,0.431,0.2,0.3,0.667,1.4,1.0,2.5,0.1,0.4,1.5,0.6,2.7,2.2,/players/m/mcilvji01.html
1999-00,27,NJN,NBA,C,66,53,15.9,1.0,2.3,0.416,0.0,0.0,0.0,1.0,2.3,0.416,0.416,0.4,0.8,0.518,1.6,1.9,3.5,0.5,0.4,1.8,0.6,3.1,2.4,/players/m/mcilvji01.html
2000-01,28,NJN,NBA,C,18,3,10.7,0.6,1.6,0.357,0.0,0.0,0.0,0.6,1.6,0.357,0.357,0.4,0.7,0.667,0.4,1.5,1.9,0.2,0.4,0.8,0.5,1.9,1.6,/players/m/mcilvji01.html
1996-97,22,DEN,NBA,PG,13,0,9.0,1.8,3.8,0.469,0.9,2.0,0.462,0.8,1.8,0.478,0.592,0.5,0.8,0.7,0.2,0.3,0.5,1.4,0.2,0.1,1.0,1.2,5.0,/players/m/mcinnje01.html
1998-99,24,WAS,NBA,PG,35,6,12.2,1.4,3.8,0.373,0.3,1.0,0.257,1.2,2.8,0.414,0.407,0.6,0.8,0.75,0.3,0.3,0.6,2.1,0.5,0.0,0.9,1.0,3.7,/players/m/mcinnje01.html
1999-00,25,LAC,NBA,PG,25,10,23.9,3.2,7.4,0.43,0.3,0.8,0.333,2.9,6.6,0.442,0.449,0.5,0.7,0.765,0.7,2.2,2.9,3.6,0.6,0.1,1.1,2.2,7.2,/players/m/mcinnje01.html
2000-01,26,LAC,NBA,PG,81,81,35.0,5.3,11.5,0.463,0.6,1.8,0.361,4.7,9.7,0.482,0.491,1.6,2.0,0.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,/players/m/mcinnje01.html
2001-02,27,LAC,NBA,PG,81,80,37.4,5.7,13.8,0.413,0.9,2.9,0.321,4.8,11.0,0.437,0.446,2.3,2.7,0.836,0.6,2.1,2.6,6.2,0.8,0.1,1.8,2.5,14.6,/players/m/mcinnje01.html
2002-03,28,POR,NBA,PG,75,1,17.5,2.5,5.6,0.444,0.1,0.5,0.171,2.4,5.2,0.469,0.452,0.7,0.9,0.746,0.3,1.0,1.3,2.3,0.3,0.0,1.0,1.6,5.8,/players/m/mcinnje01.html
2003-04,29,TOT,NBA,"PG,SG",70,57,33.8,4.8,10.7,0.447,0.7,1.8,0.362,4.1,8.9,0.465,0.478,1.6,2.0,0.797,0.5,2.0,2.5,6.1,1.0,0.1,1.7,2.3,11.8,/players/m/mcinnje01.html
2003-04,29,POR,NBA,SG,39,26,32.5,5.0,10.7,0.471,0.4,1.2,0.319,4.6,9.5,0.491,0.489,1.5,1.9,0.763,0.4,2.0,2.4,5.0,0.9,0.1,1.6,2.4,11.9,/players/m/mcinnje01.html
2003-04,29,CLE,NBA,PG,31,31,35.4,4.5,10.7,0.417,1.0,2.6,0.388,3.5,8.1,0.426,0.464,1.8,2.2,0.836,0.5,2.1,2.6,7.5,1.2,0.1,1.9,2.2,11.7,/players/m/mcinnje01.html
2004-05,30,CLE,NBA,PG,76,69,34.9,5.0,12.0,0.412,1.2,3.5,0.345,3.8,8.6,0.439,0.462,1.7,2.1,0.813,0.4,1.6,2.1,5.1,0.7,0.0,1.5,2.3,12.8,/players/m/mcinnje01.html
2005-06,31,NJN,NBA,SG,28,1,17.4,2.3,5.1,0.441,0.1,0.6,0.188,2.1,4.5,0.472,0.451,0.7,1.0,0.69,0.4,1.4,1.8,1.9,0.4,0.1,1.0,1.3,5.3,/players/m/mcinnje01.html
2006-07,32,CHA,NBA,PG,38,3,18.5,1.9,4.8,0.392,0.0,0.2,0.125,1.8,4.6,0.405,0.395,0.6,0.8,0.688,0.4,1.3,1.6,3.3,0.4,0.0,1.1,1.9,4.3,/players/m/mcinnje01.html
2007-08,33,CHA,NBA,PG,54,26,26.1,2.0,4.6,0.434,0.1,0.4,0.158,1.9,4.3,0.457,0.44,0.4,0.6,0.767,0.3,1.5,1.8,4.1,0.4,0.1,1.4,2.2,4.5,/players/m/mcinnje01.html
1986-87,23,SAS,NBA,SF,6,0,7.0,1.2,4.7,0.25,0.2,0.3,0.5,1.0,4.3,0.231,0.268,0.3,0.3,1.0,0.3,0.8,1.2,0.2,0.2,0.0,0.5,1.5,2.8,/players/m/mckenfo01.html
1987-88,21,SEA,NBA,SF,82,4,20.8,3.1,6.3,0.491,0.1,0.4,0.367,3.0,6.0,0.499,0.502,2.1,2.7,0.772,1.4,2.6,4.0,1.3,0.9,0.8,1.3,2.9,8.5,/players/m/mckeyde01.html
1988-89,22,SEA,NBA,SF,82,82,34.2,5.9,11.8,0.502,0.4,1.1,0.337,5.6,10.7,0.519,0.518,3.7,4.6,0.803,2.0,3.6,5.7,2.7,1.3,0.9,2.3,3.2,15.9,/players/m/mckeyde01.html
1989-90,23,SEA,NBA,SF,80,80,34.4,5.9,11.9,0.493,0.0,0.3,0.13,5.8,11.6,0.502,0.495,3.9,5.0,0.782,2.1,4.0,6.1,2.3,1.1,1.0,2.4,3.1,15.7,/players/m/mckeyde01.html
1990-91,24,SEA,NBA,SF,73,55,34.3,6.0,11.6,0.517,0.1,0.3,0.211,5.9,11.3,0.524,0.519,3.2,3.8,0.845,2.4,3.4,5.8,2.3,1.2,0.8,2.2,3.0,15.3,/players/m/mckeyde01.html
1991-92,25,SEA,NBA,SF,52,44,33.8,5.5,11.6,0.472,0.4,1.0,0.38,5.1,10.7,0.48,0.488,3.6,4.3,0.847,1.8,3.3,5.2,2.3,1.2,0.9,2.2,2.7,14.9,/players/m/mckeyde01.html
1992-93,26,SEA,NBA,SF,77,68,31.7,5.0,10.1,0.496,0.5,1.5,0.357,4.5,8.7,0.519,0.522,2.9,3.9,0.741,1.6,2.7,4.2,2.6,1.4,0.8,2.0,2.7,13.4,/players/m/mckeyde01.html
1993-94,27,IND,NBA,SF,76,76,34.4,4.7,9.3,0.5,0.1,0.4,0.29,4.6,8.9,0.51,0.506,2.5,3.3,0.756,1.7,3.6,5.3,4.3,1.5,0.6,3.0,3.3,12.0,/players/m/mckeyde01.html
1994-95,28,IND,NBA,SF,81,81,34.6,5.1,10.3,0.493,0.4,1.1,0.36,4.7,9.2,0.509,0.513,2.7,3.7,0.744,1.5,3.3,4.9,3.4,1.5,0.6,2.1,3.2,13.3,/players/m/mckeyde01.html
1995-96,29,IND,NBA,SF,75,75,32.5,4.6,9.5,0.486,0.2,0.9,0.25,4.4,8.6,0.511,0.498,2.3,2.9,0.769,1.6,3.2,4.8,3.5,1.1,0.6,1.9,3.3,11.7,/players/m/mckeyde01.html
1996-97,30,IND,NBA,SF,50,49,29.0,3.0,7.6,0.391,0.3,1.2,0.259,2.7,6.4,0.414,0.41,1.8,2.5,0.724,1.6,3.2,4.8,2.7,0.9,0.6,1.7,2.8,8.0,/players/m/mckeyde01.html
1997-98,31,IND,NBA,SF,57,4,23.1,2.6,5.7,0.459,0.1,0.3,0.235,2.6,5.4,0.471,0.465,1.0,1.4,0.714,1.3,2.4,3.7,1.5,1.0,0.5,1.4,2.7,6.3,/players/m/mckeyde01.html
1998-99,32,IND,NBA,SF,13,0,18.8,1.8,4.0,0.442,0.0,0.1,0.0,1.8,3.9,0.451,0.442,1.1,1.3,0.824,1.4,1.8,3.2,1.0,0.9,0.3,0.9,1.8,4.6,/players/m/mckeyde01.html
1999-00,33,IND,NBA,SF,32,0,19.8,1.3,3.4,0.398,0.3,0.7,0.435,1.0,2.7,0.388,0.444,1.3,1.8,0.768,0.9,3.3,4.2,1.1,0.9,0.4,0.6,2.5,4.3,/players/m/mckeyde01.html
2000-01,34,IND,NBA,SF,66,20,15.0,0.9,2.1,0.441,0.1,0.3,0.2,0.8,1.8,0.483,0.456,0.3,0.4,0.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.1,2.2,/players/m/mckeyde01.html
2001-02,35,PHI,NBA,SF,41,1,19.1,1.3,3.0,0.426,0.1,0.3,0.417,1.1,2.7,0.427,0.447,0.2,0.3,0.714,1.2,1.9,3.1,1.1,1.0,0.1,0.5,2.2,2.9,/players/m/mckeyde01.html
1994-95,22,POR,NBA,SG,45,20,18.4,2.6,5.8,0.444,0.2,0.6,0.393,2.3,5.2,0.451,0.466,1.1,1.6,0.685,0.8,2.1,2.9,2.0,0.8,0.4,0.9,2.2,6.5,/players/m/mckieaa01.html
1995-96,23,POR,NBA,SG,81,73,27.9,4.2,8.9,0.467,0.5,1.4,0.325,3.7,7.5,0.494,0.493,1.9,2.5,0.764,1.1,2.7,3.8,2.5,1.1,0.3,1.7,2.5,10.7,/players/m/mckieaa01.html
1996-97,24,TOT,NBA,SG,83,11,19.6,1.8,4.4,0.411,0.5,1.2,0.398,1.3,3.2,0.416,0.467,1.1,1.3,0.836,0.5,2.2,2.7,1.9,0.9,0.3,1.1,1.6,5.2,/players/m/mckieaa01.html
1996-97,24,POR,NBA,SG,41,8,18.9,1.3,3.8,0.34,0.6,1.3,0.418,0.7,2.5,0.297,0.413,1.0,1.2,0.837,0.3,2.0,2.3,2.0,0.8,0.4,1.2,1.5,4.1,/players/m/mckieaa01.html
1996-97,24,DET,NBA,SG,42,3,20.2,2.3,5.0,0.464,0.4,1.1,0.375,1.9,3.8,0.491,0.507,1.2,1.5,0.836,0.6,2.4,3.0,1.8,1.0,0.2,1.0,1.6,6.3,/players/m/mckieaa01.html
1997-98,25,TOT,NBA,"SF,SG",81,32,22.4,1.7,4.7,0.365,0.1,0.8,0.19,1.6,3.9,0.399,0.381,0.5,0.7,0.764,0.7,2.1,2.9,2.2,1.2,0.2,0.9,2.0,4.1,/players/m/mckieaa01.html
1997-98,25,DET,NBA,SF,24,1,19.7,1.8,4.3,0.413,0.1,0.7,0.176,1.7,3.6,0.46,0.428,0.8,1.0,0.87,1.0,1.8,2.8,1.6,1.0,0.0,1.0,2.0,4.5,/players/m/mckieaa01.html
1997-98,25,PHI,NBA,SG,57,31,23.5,1.7,4.9,0.347,0.2,0.8,0.196,1.5,4.1,0.377,0.363,0.4,0.6,0.688,0.6,2.3,2.9,2.4,1.4,0.2,0.9,2.1,3.9,/players/m/mckieaa01.html
1998-99,26,PHI,NBA,SG,50,4,19.2,1.9,4.7,0.401,0.1,0.6,0.194,1.8,4.1,0.432,0.414,0.9,1.2,0.71,0.5,2.3,2.8,2.0,1.3,0.1,1.1,1.8,4.8,/players/m/mckieaa01.html
1999-00,27,PHI,NBA,SG,82,14,23.8,3.0,7.2,0.411,0.5,1.5,0.364,2.4,5.8,0.424,0.449,1.5,1.8,0.829,0.6,2.4,3.0,2.9,1.3,0.2,1.4,2.4,8.0,/players/m/mckieaa01.html
2000-01,28,PHI,NBA,SG,76,33,31.5,4.4,9.4,0.473,0.7,2.2,0.312,3.8,7.2,0.524,0.511,2.0,2.6,0.768,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,11.6,/players/m/mckieaa01.html
2001-02,29,PHI,NBA,SG,48,16,30.6,4.6,10.2,0.449,1.1,2.7,0.398,3.5,7.5,0.467,0.501,2.0,2.5,0.787,0.5,3.5,4.0,3.7,1.2,0.3,1.9,1.5,12.2,/players/m/mckieaa01.html
2002-03,30,PHI,NBA,SF,80,40,29.7,3.6,8.3,0.429,0.5,1.4,0.33,3.1,6.9,0.449,0.457,1.4,1.7,0.836,0.8,3.6,4.4,3.5,1.6,0.1,1.4,2.2,9.0,/players/m/mckieaa01.html
2003-04,31,PHI,NBA,SF,75,41,28.2,3.5,7.7,0.459,1.0,2.3,0.436,2.5,5.4,0.469,0.524,1.1,1.5,0.757,0.6,2.8,3.4,2.6,1.1,0.3,1.4,1.9,9.2,/players/m/mckieaa01.html
2004-05,32,PHI,NBA,SG,68,3,16.4,0.9,2.1,0.43,0.3,0.9,0.323,0.6,1.2,0.513,0.5,0.1,0.2,0.625,0.3,2.2,2.5,1.5,0.7,0.3,0.5,1.7,2.2,/players/m/mckieaa01.html
2005-06,33,LAL,NBA,PG,14,0,8.6,0.2,0.9,0.25,0.0,0.1,0.0,0.2,0.7,0.3,0.25,0.1,0.1,0.5,0.2,1.2,1.4,0.8,0.4,0.0,0.1,0.5,0.5,/players/m/mckieaa01.html
2006-07,34,LAL,NBA,SF,10,0,13.1,1.1,1.7,0.647,0.0,0.0,0.0,1.1,1.7,0.647,0.647,0.0,0.0,0.0,0.1,1.7,1.8,1.3,0.4,0.0,0.8,1.4,2.2,/players/m/mckieaa01.html
