,TEAM_3_LETTERS,SEASON,LEAGUE,W,L,W/L%,FINISH,SRS,PACE,REL_PACE,ORtg,REL_ORTG,DRTG,REL_DRTG,PLAYOFFS
398,HOU,1988-89,NBA,45,37,0.549,2nd of 6,0.22,101.8,1.2,105.7,-2.1,104.8,-3.0,Lost W. Conf. 1st Rnd.
399,HOU,1987-88,NBA,46,36,0.561,4th of 6,0.82,101.8,2.2,107.1,-0.9,105.7,-2.3,Lost W. Conf. 1st Rnd.
400,HOU,1986-87,NBA,42,40,0.512,3rd of 6,0.6,99.9,-0.9,106.5,-1.8,105.5,-2.8,Lost W. Conf. Semis
401,HOU,1985-86,NBA,51,31,0.622,1st of 6,2.1,103.5,1.4,110.1,2.9,107.6,0.4,Lost Finals
402,IND,2021-22,NBA,25,57,0.305,4th of 5,-3.26,98.0,-0.2,112.6,0.6,116.1,4.1,not_play
403,IND,2020-21,NBA,34,38,0.472,2nd of 5,-0.13,101.6,2.4,112.4,0.1,112.4,0.1,not_play
404,IND,2019-20,NBA,45,28,0.616,2nd of 5,1.63,98.9,-1.4,110.0,-0.6,108.0,-2.6,Lost E. Conf. 1st Rnd.
405,IND,2018-19,NBA,48,34,0.585,2nd of 5,2.76,98.1,-1.9,109.9,-0.5,106.5,-3.9,Lost E. Conf. 1st Rnd.
406,IND,2017-18,NBA,48,34,0.585,2nd of 5,1.18,96.0,-1.3,109.5,0.9,108.1,-0.5,Lost E. Conf. 1st Rnd.
407,IND,2016-17,NBA,42,40,0.512,3rd of 5,-0.64,95.9,-0.5,108.6,-0.2,108.8,0.0,Lost E. Conf. 1st Rnd.
408,IND,2015-16,NBA,45,37,0.549,2nd of 5,1.62,96.6,0.8,104.6,-1.8,102.9,-3.5,Lost E. Conf. 1st Rnd.
409,IND,2014-15,NBA,38,44,0.463,4th of 5,-0.23,93.2,-0.7,103.5,-2.1,103.2,-2.4,not_play
410,IND,2013-14,NBA,56,26,0.683,1st of 5,3.63,92.5,-1.4,104.1,-2.6,99.3,-7.4,Lost E. Conf. Finals
411,IND,2012-13,NBA,49,32,0.605,1st of 5,3.34,90.2,-1.8,104.3,-1.6,99.8,-6.1,Lost E. Conf. Finals
412,IND,2011-12,NBA,42,24,0.636,2nd of 5,2.6,90.7,-0.6,106.7,2.1,103.1,-1.5,Lost E. Conf. Semis
413,IND,2010-11,NBA,37,45,0.451,2nd of 5,-1.38,94.7,2.6,104.8,-2.5,106.0,-1.3,Lost E. Conf. 1st Rnd.
414,IND,2009-10,NBA,32,50,0.39,4th of 5,-3.11,97.1,4.4,103.7,-3.9,106.8,-0.8,not_play
415,IND,2008-09,NBA,36,46,0.439,4th of 5,-0.76,96.5,4.8,108.1,-0.2,109.2,0.9,not_play
416,IND,2007-08,NBA,36,46,0.439,3rd of 5,-1.87,97.7,5.3,106.0,-1.5,107.5,0.0,not_play
417,IND,2006-07,NBA,35,47,0.427,4th of 5,-2.62,92.4,0.5,102.9,-3.6,105.5,-1.0,not_play
418,IND,2005-06,NBA,41,41,0.5,3rd of 5,1.62,89.7,-0.8,104.5,-1.7,102.4,-3.8,Lost E. Conf. 1st Rnd.
419,IND,2004-05,NBA,44,38,0.537,3rd of 5,0.49,87.2,-3.7,105.5,-0.6,104.6,-1.5,Lost E. Conf. Semis
420,IND,2003-04,NBA,61,21,0.744,1st of 8,4.93,87.5,-2.6,103.8,0.9,97.2,-5.7,Lost E. Conf. Finals
421,IND,2002-03,NBA,48,34,0.585,2nd of 8,2.79,91.6,0.6,104.6,1.0,100.8,-2.8,Lost E. Conf. 1st Rnd.
422,IND,2001-02,NBA,42,40,0.512,4th of 8,-0.07,91.9,1.2,104.1,-0.4,103.8,-0.7,Lost E. Conf. 1st Rnd.
423,IND,2000-01,NBA,41,41,0.5,4th of 8,-0.77,89.4,-1.9,102.0,-1.0,102.2,-0.8,Lost E. Conf. 1st Rnd.
424,IND,1999-00,NBA,56,26,0.683,1st of 8,4.15,93.1,0.0,108.5,4.4,103.6,-0.5,Lost Finals
425,IND,1998-99,NBA,33,17,0.66,1st of 8,3.86,86.4,-2.5,108.7,6.5,104.4,2.2,Lost E. Conf. Finals
426,IND,1997-98,NBA,58,24,0.707,2nd of 8,6.25,87.9,-2.4,108.4,3.4,101.6,-3.4,Lost E. Conf. Finals
427,IND,1996-97,NBA,39,43,0.476,6th of 8,1.49,89.0,-1.1,105.8,-0.9,104.7,-2.0,not_play
428,IND,1995-96,NBA,52,30,0.634,2nd of 8,3.11,89.3,-2.5,110.8,3.2,107.2,-0.4,Lost E. Conf. 1st Rnd.
429,IND,1994-95,NBA,52,30,0.634,1st of 7,3.35,90.0,-2.9,109.6,1.3,105.6,-2.7,Lost E. Conf. Finals
430,IND,1993-94,NBA,47,35,0.573,3rd of 7,3.26,93.3,-1.8,107.8,1.5,104.2,-2.1,Lost E. Conf. Finals
431,IND,1992-93,NBA,41,41,0.5,5th of 7,1.77,96.0,-0.8,111.9,3.9,110.1,2.1,Lost E. Conf. 1st Rnd.
432,IND,1991-92,NBA,40,42,0.488,4th of 7,1.85,99.0,2.4,111.7,3.5,109.9,1.7,Lost E. Conf. 1st Rnd.
433,IND,1990-91,NBA,41,41,0.5,5th of 7,-0.37,99.4,1.6,111.7,3.8,112.1,4.2,Lost E. Conf. 1st Rnd.
434,IND,1989-90,NBA,42,40,0.512,5th of 7,-0.18,97.0,-1.3,111.5,3.4,111.4,3.3,Lost E. Conf. 1st Rnd.
435,IND,1988-89,NBA,28,54,0.341,6th of 6,-3.0,99.2,-1.4,106.8,-1.0,111.0,3.2,not_play
436,IND,1987-88,NBA,38,44,0.463,6th of 6,-0.18,98.0,-1.6,106.6,-1.4,107.4,-0.6,not_play
437,IND,1986-87,NBA,41,41,0.5,4th of 6,-0.17,98.8,-2.0,106.0,-2.3,106.6,-1.7,Lost E. Conf. 1st Rnd.
438,IND,1985-86,NBA,26,56,0.317,6th of 6,-2.66,100.9,-1.2,102.6,-4.6,105.9,-1.3,not_play
439,LAC,2021-22,NBA,42,40,0.512,3rd of 5,0.09,98.0,-0.2,110.1,-1.9,110.1,-1.9,not_play
440,LAC,2020-21,NBA,47,25,0.653,2nd of 5,6.02,96.9,-2.3,117.6,5.3,111.2,-1.1,Lost W. Conf. Finals
441,LAC,2019-20,NBA,49,23,0.681,2nd of 5,6.66,101.5,1.2,113.9,3.3,107.6,-3.0,Lost W. Conf. Semis
442,LAC,2018-19,NBA,48,34,0.585,2nd of 5,1.09,101.7,1.7,112.4,2.0,111.5,1.1,Lost W. Conf. 1st Rnd.
443,LAC,2017-18,NBA,42,40,0.512,2nd of 5,0.15,98.7,1.4,110.3,1.7,110.2,1.6,not_play
444,LAC,2016-17,NBA,51,31,0.622,2nd of 5,4.42,96.1,-0.3,112.7,3.9,108.2,-0.6,Lost W. Conf. 1st Rnd.
445,LAC,2015-16,NBA,53,29,0.646,2nd of 5,4.13,95.8,0.0,108.3,1.9,103.8,-2.6,Lost W. Conf. 1st Rnd.
446,LAC,2014-15,NBA,56,26,0.683,2nd of 5,6.8,94.7,0.8,112.4,6.8,105.5,-0.1,Lost W. Conf. Semis
447,LAC,2013-14,NBA,57,25,0.695,1st of 5,7.27,95.9,2.0,112.1,5.4,104.8,-1.9,Lost W. Conf. Semis
448,LAC,2012-13,NBA,56,26,0.683,1st of 5,6.43,91.1,-0.9,110.6,4.7,103.6,-2.3,Lost W. Conf. 1st Rnd.
449,LAC,2011-12,NBA,40,26,0.606,2nd of 5,2.82,89.2,-2.1,108.5,3.9,105.7,1.1,Lost W. Conf. Semis
450,LAC,2010-11,NBA,32,50,0.39,4th of 5,-2.71,92.8,0.7,105.3,-2.0,108.7,1.4,not_play
451,LAC,2009-10,NBA,29,53,0.354,3rd of 5,-6.01,92.6,-0.1,103.3,-4.3,110.1,2.5,not_play
452,LAC,2008-09,NBA,19,63,0.232,4th of 5,-8.47,92.1,0.4,102.3,-6.0,111.7,3.4,not_play
453,LAC,2007-08,NBA,23,59,0.28,5th of 5,-6.56,92.1,-0.3,101.2,-6.3,109.1,1.6,not_play
454,LAC,2006-07,NBA,40,42,0.488,4th of 5,-0.07,90.8,-1.1,105.1,-1.4,105.6,-0.9,not_play
455,LAC,2005-06,NBA,47,35,0.573,2nd of 5,1.75,91.7,1.2,105.3,-0.9,103.6,-2.6,Lost W. Conf. Semis
456,LAC,2004-05,NBA,37,45,0.451,3rd of 5,-0.47,89.1,-1.8,105.5,-0.6,106.4,0.3,not_play
457,LAC,2003-04,NBA,28,54,0.341,7th of 7,-3.74,91.0,0.9,103.5,0.6,108.5,5.6,not_play
458,LAC,2002-03,NBA,27,55,0.329,7th of 7,-3.45,91.3,0.3,102.3,-1.3,106.8,3.2,not_play
459,LAC,2001-02,NBA,39,43,0.476,5th of 7,-0.09,90.1,-0.6,105.5,1.0,106.0,1.5,not_play
460,LAC,2000-01,NBA,31,51,0.378,6th of 7,-2.23,89.6,-1.7,101.3,-1.7,104.5,1.5,not_play
461,LAC,1999-00,NBA,15,67,0.183,7th of 7,-10.73,93.9,0.8,97.8,-6.3,110.1,6.0,not_play
462,LAC,1998-99,NBA,9,41,0.18,7th of 7,-8.94,89.5,0.6,100.0,-2.2,109.7,7.5,not_play
463,LAC,1997-98,NBA,17,65,0.207,7th of 7,-7.53,92.4,2.1,103.3,-1.7,111.2,6.2,not_play
464,LAC,1996-97,NBA,36,46,0.439,5th of 7,-2.66,91.3,1.2,105.1,-1.6,107.6,0.9,Lost W. Conf. 1st Rnd.
465,LAC,1995-96,NBA,29,53,0.354,7th of 7,-3.46,93.2,1.4,106.5,-1.1,110.3,2.7,not_play
466,LAC,1994-95,NBA,17,65,0.207,7th of 7,-8.43,94.3,1.4,101.5,-6.8,111.1,2.8,not_play
467,LAC,1993-94,NBA,27,55,0.329,7th of 7,-5.28,99.6,4.5,102.9,-3.4,108.6,2.3,not_play
468,LAC,1992-93,NBA,41,41,0.5,4th of 7,0.33,99.1,2.3,107.4,-0.6,107.1,-0.9,Lost W. Conf. 1st Rnd.
469,LAC,1991-92,NBA,45,37,0.549,5th of 7,1.1,96.5,-0.1,105.8,-2.4,104.7,-3.5,Lost W. Conf. 1st Rnd.
470,LAC,1990-91,NBA,31,51,0.378,6th of 7,-3.16,99.9,2.1,103.0,-4.9,106.5,-1.4,not_play
471,LAC,1989-90,NBA,30,52,0.366,6th of 7,-2.8,99.2,0.9,104.0,-4.1,107.4,-0.7,not_play
472,LAC,1988-89,NBA,21,61,0.256,7th of 7,-9.5,104.4,3.8,100.8,-7.0,110.2,2.4,not_play
473,LAC,1987-88,NBA,17,65,0.207,6th of 6,-10.24,100.8,1.2,97.4,-10.6,107.6,-0.4,not_play
474,LAC,1986-87,NBA,12,70,0.146,6th of 6,-11.0,102.7,1.9,101.2,-7.1,112.3,4.0,not_play
475,LAC,1985-86,NBA,32,50,0.39,4th of 6,-6.83,102.7,0.6,105.4,-1.8,112.1,4.9,not_play
476,LAL,2021-22,NBA,33,49,0.402,4th of 5,-3.08,100.1,1.9,110.3,-1.7,113.3,1.3,not_play
477,LAL,2020-21,NBA,42,30,0.583,3rd of 5,2.77,98.7,-0.5,109.9,-2.4,107.1,-5.2,Lost W. Conf. 1st Rnd.
478,LAL,2019-20,NBA,52,19,0.732,1st of 5,6.28,100.9,0.6,112.0,1.4,106.3,-4.3,Won Finals
479,LAL,2018-19,NBA,37,45,0.451,4th of 5,-1.33,103.2,3.2,107.8,-2.6,109.5,-0.9,not_play
480,LAL,2017-18,NBA,35,47,0.427,3rd of 5,-1.44,100.3,3.0,106.5,-2.1,108.0,-0.6,not_play
481,LAL,2016-17,NBA,26,56,0.317,4th of 5,-6.29,98.5,2.1,106.0,-2.8,113.0,4.2,not_play
482,LAL,2015-16,NBA,17,65,0.207,5th of 5,-8.92,95.6,-0.2,101.6,-4.8,111.6,5.2,not_play
483,LAL,2014-15,NBA,21,61,0.256,5th of 5,-6.17,94.0,0.1,103.4,-2.2,110.6,5.0,not_play
484,LAL,2013-14,NBA,27,55,0.329,5th of 5,-5.33,98.7,4.8,104.2,-2.5,110.6,3.9,not_play
485,LAL,2012-13,NBA,45,37,0.549,3rd of 5,1.48,94.4,2.4,107.8,1.9,106.6,0.7,Lost W. Conf. 1st Rnd.
486,LAL,2011-12,NBA,41,25,0.621,1st of 5,1.96,90.5,-0.8,106.0,1.4,104.4,-0.2,Lost W. Conf. Semis
487,LAL,2010-11,NBA,57,25,0.695,1st of 5,6.01,90.7,-1.4,111.0,3.7,104.3,-3.0,Lost W. Conf. Semis
488,LAL,2009-10,NBA,57,25,0.695,1st of 5,4.78,92.8,0.1,108.8,1.2,103.7,-3.9,Won Finals
489,LAL,2008-09,NBA,65,17,0.793,1st of 5,7.11,94.3,2.6,112.8,4.5,104.7,-3.6,Won Finals
490,LAL,2007-08,NBA,57,25,0.695,1st of 5,7.34,95.6,3.2,113.0,5.5,105.5,-2.0,Lost Finals
491,LAL,2006-07,NBA,42,40,0.512,2nd of 5,0.24,93.5,1.6,108.6,2.1,108.6,2.1,Lost W. Conf. 1st Rnd.
492,LAL,2005-06,NBA,45,37,0.549,3rd of 5,2.53,90.9,0.4,108.4,2.2,105.7,-0.5,Lost W. Conf. 1st Rnd.
493,LAL,2004-05,NBA,34,48,0.415,4th of 5,-2.32,90.8,-0.1,108.1,2.0,111.4,5.3,not_play
494,LAL,2003-04,NBA,56,26,0.683,1st of 7,4.35,92.3,2.2,105.5,2.6,101.3,-1.6,Lost Finals
495,LAL,2002-03,NBA,50,32,0.61,2nd of 7,2.71,92.5,1.5,107.2,3.6,104.7,1.1,Lost W. Conf. Semis
496,LAL,2001-02,NBA,58,24,0.707,2nd of 7,7.15,92.1,1.4,109.4,4.9,101.7,-2.8,Won Finals
497,LAL,2000-01,NBA,56,26,0.683,1st of 7,3.74,91.7,0.4,108.4,5.4,104.8,1.8,Won Finals
498,LAL,1999-00,NBA,67,15,0.817,1st of 7,8.41,93.3,0.2,107.3,3.2,98.2,-5.9,Won Finals
499,LAL,1998-99,NBA,31,19,0.62,2nd of 7,2.68,91.6,2.7,107.6,5.4,104.3,2.1,Lost W. Conf. Semis
500,LAL,1997-98,NBA,61,21,0.744,2nd of 7,6.88,93.6,3.3,111.9,6.9,103.7,-1.3,Lost W. Conf. Finals
501,LAL,1996-97,NBA,56,26,0.683,2nd of 7,3.66,91.1,1.0,108.3,1.6,103.7,-3.0,Lost W. Conf. Semis
502,LAL,1995-96,NBA,53,29,0.646,2nd of 7,4.21,92.4,0.6,111.4,3.8,106.6,-1.0,Lost W. Conf. 1st Rnd.
503,LAL,1994-95,NBA,48,34,0.585,3rd of 7,-0.01,95.2,2.3,109.1,0.8,109.4,1.1,Lost W. Conf. Semis
504,LAL,1993-94,NBA,33,49,0.402,5th of 7,-3.93,95.5,0.4,104.8,-1.5,109.3,3.0,not_play
505,LAL,1992-93,NBA,39,43,0.476,5th of 7,-1.2,96.2,-0.6,107.6,-0.4,108.9,0.9,Lost W. Conf. 1st Rnd.
506,LAL,1991-92,NBA,43,39,0.524,6th of 7,-0.95,92.5,-4.1,107.7,-0.5,108.9,0.7,Lost W. Conf. 1st Rnd.
507,LAL,1990-91,NBA,58,24,0.707,2nd of 7,6.73,94.1,-3.7,112.1,4.2,105.0,-2.9,Lost Finals
508,LAL,1989-90,NBA,63,19,0.768,1st of 7,6.74,96.3,-2.0,114.0,5.9,107.0,-1.1,Lost W. Conf. Semis
509,LAL,1988-89,NBA,57,25,0.695,1st of 7,6.38,100.1,-0.5,113.8,6.0,106.7,-1.1,Lost Finals
510,LAL,1987-88,NBA,62,20,0.756,1st of 6,4.81,99.1,-0.5,113.1,5.1,107.3,-0.7,Won Finals
511,LAL,1986-87,NBA,65,17,0.793,1st of 6,8.32,101.6,0.8,115.6,7.3,106.5,-1.8,Won Finals
512,LAL,1985-86,NBA,62,20,0.756,1st of 6,6.84,102.7,0.6,113.3,6.1,105.8,-1.4,Lost W. Conf. Finals
513,MEM,2021-22,NBA,56,26,0.683,1st of 5,5.37,100.3,2.1,114.6,2.6,109.0,-3.0,Lost W. Conf. Semis
514,MEM,2020-21,NBA,38,34,0.528,2nd of 5,1.07,100.4,1.2,112.0,-0.3,111.0,-1.3,Lost W. Conf. 1st Rnd.
515,MEM,2019-20,NBA,34,39,0.466,3rd of 5,-0.91,102.8,2.5,109.2,-1.4,110.3,-0.3,not_play
516,MEM,2018-19,NBA,33,49,0.402,3rd of 5,-2.08,96.6,-3.4,106.1,-4.3,108.8,-1.6,not_play
517,MEM,2017-18,NBA,22,60,0.268,5th of 5,-5.81,94.9,-2.4,104.5,-4.1,111.0,2.4,not_play
518,MEM,2016-17,NBA,43,39,0.524,3rd of 5,0.96,92.3,-4.1,107.7,-1.1,107.1,-1.7,Lost W. Conf. 1st Rnd.
519,MEM,2015-16,NBA,42,40,0.512,3rd of 5,-2.14,93.3,-2.5,105.4,-1.0,107.8,1.4,Lost W. Conf. 1st Rnd.
520,MEM,2014-15,NBA,55,27,0.671,2nd of 5,3.62,92.0,-1.9,105.7,0.1,102.2,-3.4,Lost W. Conf. Semis
521,MEM,2013-14,NBA,50,32,0.61,3rd of 5,2.18,89.9,-4.0,106.3,-0.4,104.6,-2.1,Lost W. Conf. 1st Rnd.
522,MEM,2012-13,NBA,56,26,0.683,2nd of 5,4.32,88.4,-3.6,104.9,-1.0,100.3,-5.6,Lost W. Conf. Finals
523,MEM,2011-12,NBA,41,25,0.621,2nd of 5,2.43,90.8,-0.5,104.0,-0.6,101.8,-2.8,Lost W. Conf. 1st Rnd.
524,MEM,2010-11,NBA,46,36,0.561,4th of 5,2.55,91.9,-0.2,107.6,0.3,105.1,-2.2,Lost W. Conf. Semis
525,MEM,2009-10,NBA,40,42,0.488,4th of 5,-1.39,93.6,0.9,108.3,0.7,109.9,2.3,not_play
526,MEM,2008-09,NBA,24,58,0.293,5th of 5,-5.23,90.1,-1.6,103.5,-4.8,109.5,1.2,not_play
527,MEM,2007-08,NBA,22,60,0.268,5th of 5,-5.76,95.3,2.9,105.0,-2.5,111.4,3.9,not_play
528,MEM,2006-07,NBA,22,60,0.268,5th of 5,-4.44,93.6,1.7,106.9,0.4,112.3,5.8,not_play
529,MEM,2005-06,NBA,49,33,0.598,3rd of 5,3.74,86.3,-4.2,105.9,-0.3,101.6,-4.6,Lost W. Conf. 1st Rnd.
530,MEM,2004-05,NBA,45,37,0.549,4th of 5,2.64,88.5,-2.4,105.5,-0.6,102.9,-3.2,Lost W. Conf. 1st Rnd.
531,MEM,2003-04,NBA,50,32,0.61,4th of 7,2.95,91.4,1.3,104.8,1.9,102.2,-0.7,Lost W. Conf. 1st Rnd.
532,MEM,2002-03,NBA,28,54,0.341,6th of 7,-2.6,92.7,1.7,103.9,0.3,107.3,3.7,not_play
533,MEM,2001-02,NBA,23,59,0.28,7th of 7,-6.74,91.1,0.4,98.2,-6.3,106.3,1.8,not_play
534,MEM,2000-01,NBA,23,59,0.28,7th of 7,-4.94,91.7,0.4,99.6,-3.4,105.8,2.8,not_play
535,MEM,1999-00,NBA,22,60,0.268,7th of 7,-5.1,91.0,-2.1,102.3,-1.8,108.5,4.4,not_play
536,MEM,1998-99,NBA,8,42,0.16,7th of 7,-8.94,89.0,0.1,98.4,-3.8,107.9,5.7,not_play
537,MEM,1997-98,NBA,19,63,0.232,6th of 7,-7.47,92.1,1.8,104.1,-0.9,112.0,7.0,not_play
538,MEM,1996-97,NBA,14,68,0.171,7th of 7,-10.17,88.4,-1.7,100.3,-6.4,111.8,5.1,not_play
539,MEM,1995-96,NBA,15,67,0.183,7th of 7,-9.55,91.0,-0.8,97.6,-10.0,108.5,0.9,not_play
540,MIA,2021-22,NBA,53,29,0.646,1st of 5,4.23,95.9,-2.3,113.7,1.7,109.1,-2.9,Lost E. Conf. Finals
541,MIA,2020-21,NBA,40,32,0.556,2nd of 5,-0.06,96.6,-2.6,111.2,-1.1,111.2,-1.1,Lost E. Conf. 1st Rnd.
542,MIA,2019-20,NBA,44,29,0.603,1st of 5,2.59,98.3,-2.0,112.5,1.9,109.5,-1.1,Lost Finals
543,MIA,2018-19,NBA,39,43,0.476,3rd of 5,-0.45,98.2,-1.8,107.3,-3.1,107.6,-2.8,not_play
544,MIA,2017-18,NBA,44,38,0.537,1st of 5,0.15,95.6,-1.7,106.8,-1.8,106.3,-2.3,Lost E. Conf. 1st Rnd.
545,MIA,2016-17,NBA,41,41,0.5,3rd of 5,0.77,95.2,-1.2,107.8,-1.0,106.7,-2.1,not_play
546,MIA,2015-16,NBA,48,34,0.585,1st of 5,1.5,93.6,-2.2,106.1,-0.3,104.4,-2.0,Lost E. Conf. Semis
547,MIA,2014-15,NBA,37,45,0.451,3rd of 5,-2.92,90.9,-3.0,103.9,-1.7,106.7,1.1,not_play
548,MIA,2013-14,NBA,54,28,0.659,1st of 5,4.15,91.2,-2.7,110.9,4.2,105.8,-0.9,Lost Finals
549,MIA,2012-13,NBA,66,16,0.805,1st of 5,7.03,90.7,-1.3,112.3,6.4,103.7,-2.2,Won Finals
550,MIA,2011-12,NBA,46,20,0.697,1st of 5,5.72,91.2,-0.1,106.6,2.0,100.2,-4.4,Won Finals
551,MIA,2010-11,NBA,58,24,0.707,1st of 5,6.76,90.9,-1.2,111.7,4.4,103.5,-3.8,Lost Finals
552,MIA,2009-10,NBA,47,35,0.573,3rd of 5,1.99,89.6,-3.1,106.6,-1.0,104.1,-3.5,Lost E. Conf. 1st Rnd.
553,MIA,2008-09,NBA,43,39,0.524,3rd of 5,0.49,89.9,-1.8,107.8,-0.5,107.6,-0.7,Lost E. Conf. 1st Rnd.
554,MIA,2007-08,NBA,15,67,0.183,5th of 5,-8.53,90.2,-2.2,100.5,-7.0,110.0,2.5,not_play
555,MIA,2006-07,NBA,44,38,0.537,1st of 5,-1.21,89.9,-2.0,104.3,-2.2,105.3,-1.2,Lost E. Conf. 1st Rnd.
556,MIA,2005-06,NBA,52,30,0.634,1st of 5,3.59,91.6,1.1,108.7,2.5,104.5,-1.7,Won Finals
557,MIA,2004-05,NBA,59,23,0.72,1st of 5,5.77,90.8,-0.1,110.2,4.1,103.1,-3.0,Lost E. Conf. Finals
558,MIA,2003-04,NBA,42,40,0.512,2nd of 7,-0.13,88.0,-2.1,102.2,-0.7,101.7,-1.2,Lost E. Conf. Semis
559,MIA,2002-03,NBA,25,57,0.305,7th of 7,-5.13,87.8,-3.2,96.7,-6.9,102.4,-1.2,not_play
560,MIA,2001-02,NBA,36,46,0.439,6th of 7,-1.84,87.4,-3.3,98.5,-6.0,100.2,-4.3,not_play
561,MIA,2000-01,NBA,50,32,0.61,2nd of 7,1.73,87.1,-4.2,101.1,-1.9,98.5,-4.5,Lost E. Conf. 1st Rnd.
562,MIA,1999-00,NBA,52,30,0.634,1st of 7,2.75,89.7,-3.4,104.5,0.4,101.0,-3.1,Lost E. Conf. Semis
563,MIA,1998-99,NBA,33,17,0.66,1st of 7,5.11,84.8,-4.1,104.7,2.5,98.9,-3.3,Lost E. Conf. 1st Rnd.
564,MIA,1997-98,NBA,55,27,0.671,1st of 7,5.09,87.9,-2.4,107.6,2.6,102.0,-3.0,Lost E. Conf. 1st Rnd.
565,MIA,1996-97,NBA,61,21,0.744,1st of 7,5.56,88.2,-1.9,106.8,0.1,100.6,-6.1,Lost E. Conf. Finals
566,MIA,1995-96,NBA,42,40,0.512,3rd of 7,1.46,91.1,-0.7,105.3,-2.3,103.8,-3.8,Lost E. Conf. 1st Rnd.
567,MIA,1994-95,NBA,32,50,0.39,4th of 7,-1.85,92.9,0.0,108.2,-0.1,109.9,1.6,not_play
568,MIA,1993-94,NBA,42,40,0.512,4th of 7,2.4,93.8,-1.3,109.5,3.2,106.7,0.4,Lost E. Conf. 1st Rnd.
569,MIA,1992-93,NBA,36,46,0.439,5th of 7,-0.93,94.6,-2.2,107.7,-0.3,108.9,0.9,not_play
570,MIA,1991-92,NBA,38,44,0.463,4th of 7,-3.94,97.7,1.1,106.7,-1.5,110.9,2.7,Lost E. Conf. 1st Rnd.
571,MIA,1990-91,NBA,24,58,0.293,6th of 6,-5.91,99.3,1.5,102.0,-5.9,108.1,0.2,not_play
572,MIA,1989-90,NBA,18,64,0.22,5th of 6,-9.59,101.0,2.7,99.3,-8.8,108.9,0.8,not_play
573,MIA,1988-89,NBA,15,67,0.183,6th of 6,-11.13,99.1,-1.5,97.8,-10.0,109.0,1.2,not_play
574,MIL,2021-22,NBA,51,31,0.622,1st of 5,3.22,99.9,1.7,115.1,3.1,111.8,-0.2,Lost E. Conf. Semis
575,MIL,2020-21,NBA,46,26,0.639,1st of 5,5.57,102.2,3.0,117.2,4.9,111.4,-0.9,Won Finals
576,MIL,2019-20,NBA,56,17,0.767,1st of 5,9.41,105.1,4.8,112.4,1.8,102.9,-7.7,Lost E. Conf. Semis
577,MIL,2018-19,NBA,60,22,0.732,1st of 5,8.04,103.3,3.3,113.8,3.4,105.2,-5.2,Lost E. Conf. Finals
578,MIL,2017-18,NBA,44,38,0.537,3rd of 5,-0.45,96.2,-1.1,109.8,1.2,110.1,1.5,Lost E. Conf. 1st Rnd.
579,MIL,2016-17,NBA,42,40,0.512,2nd of 5,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,Lost E. Conf. 1st Rnd.
580,MIL,2015-16,NBA,33,49,0.402,5th of 5,-3.98,94.2,-1.6,104.3,-2.1,108.7,2.3,not_play
581,MIL,2014-15,NBA,41,41,0.5,3rd of 5,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,Lost E. Conf. 1st Rnd.
582,MIL,2013-14,NBA,15,67,0.183,5th of 5,-8.41,91.8,-2.1,103.0,-3.7,111.8,5.1,not_play
583,MIL,2012-13,NBA,38,44,0.463,3rd of 5,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,Lost E. Conf. 1st Rnd.
584,MIL,2011-12,NBA,31,35,0.47,3rd of 5,-0.23,93.7,2.4,105.5,0.9,105.2,0.6,not_play
585,MIL,2010-11,NBA,35,47,0.427,3rd of 5,-1.02,89.8,-2.3,101.6,-5.7,102.5,-4.8,not_play
586,MIL,2009-10,NBA,46,36,0.561,2nd of 5,1.37,91.7,-1.0,104.9,-2.7,103.1,-4.5,Lost E. Conf. 1st Rnd.
587,MIL,2008-09,NBA,34,48,0.415,5th of 5,-0.88,92.6,0.9,106.7,-1.6,107.9,-0.4,not_play
588,MIL,2007-08,NBA,26,56,0.317,5th of 5,-6.92,91.3,-1.1,105.3,-2.2,112.8,5.3,not_play
589,MIL,2006-07,NBA,28,54,0.341,5th of 5,-4.43,92.3,0.4,107.0,0.5,111.7,5.2,not_play
590,MIL,2005-06,NBA,40,42,0.488,5th of 5,-1.07,91.2,0.7,106.3,0.1,107.4,1.2,Lost E. Conf. 1st Rnd.
591,MIL,2004-05,NBA,30,52,0.366,5th of 5,-3.09,90.8,-0.1,106.6,0.5,109.8,3.7,not_play
592,MIL,2003-04,NBA,41,41,0.5,4th of 8,0.42,91.6,1.5,106.5,3.6,105.4,2.5,Lost E. Conf. 1st Rnd.
593,MIL,2002-03,NBA,42,40,0.512,4th of 8,-0.24,90.4,-0.6,108.8,5.2,108.6,5.0,Lost E. Conf. 1st Rnd.
594,MIL,2001-02,NBA,41,41,0.5,5th of 8,-0.62,90.2,-0.5,106.9,2.4,107.1,2.6,not_play
595,MIL,2000-01,NBA,52,30,0.634,1st of 8,3.14,92.1,0.8,108.8,5.8,104.6,1.6,Lost E. Conf. Finals
596,MIL,1999-00,NBA,42,40,0.512,5th of 8,-0.06,92.7,-0.4,108.2,4.1,107.9,3.8,Lost E. Conf. 1st Rnd.
