,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS
940,1991-92,Georgetown,Big East,32.0,1051.0,0.663,0.596,0.012,1.047,14.1,/players/alonzo-mourning-1.html,0.0
941,2015-16,Washington,Pac-12,34.0,1139.0,0.485,0.451,0.243,0.342,16.3,/players/dejounte-murray-1.html,34.0
942,2015-16,Kentucky,SEC,36.0,1267.0,0.59,0.559,0.515,0.283,12.1,/players/jamal-murray-1.html,36.0
943,1988-89,Georgetown,Big East,33.0,374.0,0.66,0.707,0.0,0.64,23.5,/players/dikembe-mutombo-1.html,0.0
944,1989-90,Georgetown,Big East,31.0,797.0,0.69,0.709,0.0,0.67,20.5,/players/dikembe-mutombo-1.html,24.0
945,1990-91,Georgetown,Big East,32.0,1090.0,0.626,0.586,0.0,0.721,15.8,/players/dikembe-mutombo-1.html,0.0
946,1992-93,Santa Clara,WCC,31.0,743.0,0.597,0.557,0.652,0.31,22.7,/players/steve-nash-1.html,0.0
947,1993-94,Santa Clara,WCC,26.0,778.0,0.568,0.527,0.569,0.281,18.1,/players/steve-nash-1.html,23.0
948,1994-95,Santa Clara,WCC,27.0,902.0,0.625,0.558,0.501,0.472,20.0,/players/steve-nash-1.html,0.0
949,1995-96,Santa Clara,WCC,29.0,979.0,0.566,0.513,0.48,0.297,19.2,/players/steve-nash-1.html,0.0
950,2002-03,La Salle,A-10,29.0,930.0,0.551,0.501,0.544,0.336,11.4,/players/gary-neal-1.html,22.0
951,2003-04,La Salle,A-10,28.0,919.0,0.547,0.492,0.477,0.331,13.7,/players/gary-neal-1.html,24.0
952,2005-06,Towson,CAA,17.0,600.0,0.596,0.545,0.494,0.426,13.9,/players/gary-neal-1.html,14.0
953,2006-07,Towson,CAA,32.0,1167.0,0.576,0.523,0.464,0.366,9.5,/players/gary-neal-1.html,32.0
954,2000-01,St. Joseph's,A-10,33.0,1114.0,0.593,0.533,0.387,0.468,24.4,/players/jameer-nelson-1.html,33.0
955,2001-02,St. Joseph's,A-10,30.0,1064.0,0.558,0.515,0.432,0.371,18.7,/players/jameer-nelson-1.html,30.0
956,2002-03,St. Joseph's,A-10,30.0,1048.0,0.558,0.509,0.426,0.405,14.1,/players/jameer-nelson-1.html,30.0
957,2003-04,St. Joseph's,A-10,32.0,1085.0,0.584,0.549,0.379,0.302,13.9,/players/jameer-nelson-1.html,32.0
958,2004-05,Florida,SEC,29.0,273.0,0.602,0.6,0.0,0.867,16.7,/players/joakim-noah-1.html,0.0
959,2005-06,Florida,SEC,39.0,972.0,0.66,0.627,0.003,0.627,15.4,/players/joakim-noah-1.html,38.0
960,2006-07,Florida,SEC,40.0,1034.0,0.631,0.609,0.004,0.698,20.9,/players/joakim-noah-1.html,40.0
961,2012-13,Kentucky,SEC,24.0,765.0,0.583,0.59,0.0,0.627,17.3,/players/nerlens-noel-1.html,24.0
962,2013-14,Illinois,Big Ten,35.0,682.0,0.561,0.541,0.44,0.143,15.3,/players/kendrick-nunn-1.html,12.0
963,2014-15,Illinois,Big Ten,33.0,996.0,0.513,0.483,0.459,0.183,11.2,/players/kendrick-nunn-1.html,24.0
964,2015-16,Illinois,Big Ten,28.0,982.0,0.555,0.532,0.53,0.174,10.3,/players/kendrick-nunn-1.html,25.0
965,2017-18,Oakland,Horizon,30.0,1136.0,0.58,0.547,0.565,0.236,11.6,/players/kendrick-nunn-1.html,26.0
966,2017-18,Louisville,ACC,28.0,336.0,0.609,0.576,0.509,0.348,15.0,/players/jordan-nwora-1.html,0.0
967,2018-19,Louisville,ACC,34.0,1084.0,0.567,0.533,0.464,0.306,13.6,/players/jordan-nwora-1.html,29.0
968,2019-20,Louisville,ACC,31.0,1026.0,0.568,0.528,0.44,0.298,11.7,/players/jordan-nwora-1.html,30.0
969,1989-90,LSU,SEC,32.0,901.0,0.575,0.573,0.0,0.487,19.4,/players/shaquille-oneal-1.html,0.0
970,1990-91,LSU,SEC,28.0,881.0,0.636,0.628,0.0,0.473,14.0,/players/shaquille-oneal-1.html,0.0
971,1991-92,LSU,SEC,30.0,959.0,0.603,0.615,0.0,0.531,14.7,/players/shaquille-oneal-1.html,0.0
972,1998-99,Rhode Island,A-10,32.0,1116.0,0.556,0.521,0.238,0.432,17.8,/players/lamar-odom-1.html,32.0
973,2001-02,UConn,Big East,34.0,1021.0,0.602,0.59,0.0,0.517,17.5,/players/emeka-okafor-1.html,34.0
974,2002-03,UConn,Big East,33.0,1087.0,0.587,0.58,0.0,0.36,14.4,/players/emeka-okafor-1.html,33.0
975,2003-04,UConn,Big East,36.0,1166.0,0.588,0.599,0.0,0.5,13.5,/players/emeka-okafor-1.html,36.0
976,2014-15,Duke,ACC,38.0,1143.0,0.641,0.664,0.0,0.462,15.6,/players/jahlil-okafor-1.html,38.0
977,2019-20,Auburn,SEC,28.0,881.0,0.587,0.556,0.288,0.551,15.2,/players/isaac-okoro-1.html,28.0
978,2010-11,Indiana,Big Ten,32.0,576.0,0.586,0.571,0.161,0.528,17.9,/players/victor-oladipo-1.html,5.0
979,2011-12,Indiana,Big Ten,36.0,961.0,0.546,0.488,0.166,0.498,17.5,/players/victor-oladipo-1.html,34.0
980,2012-13,Indiana,Big Ten,36.0,1021.0,0.671,0.648,0.224,0.428,18.5,/players/victor-oladipo-1.html,36.0
981,1995-96,Pacific,Big West,25.0,257.0,0.537,0.526,0.0,0.474,16.9,/players/michael-olowokandi-1.html,0.0
982,1996-97,Pacific,Big West,19.0,433.0,0.539,0.57,0.0,0.345,17.9,/players/michael-olowokandi-1.html,14.0
983,1997-98,Pacific,Big West,33.0,1046.0,0.591,0.609,0.0,0.462,12.66,/players/michael-olowokandi-1.html,0.0
984,2009-10,Gonzaga,WCC,34.0,419.0,0.54,0.52,0.184,0.48,14.9,/players/kelly-olynyk-1.html,0.0
985,2010-11,Gonzaga,WCC,35.0,471.0,0.626,0.62,0.209,0.527,20.7,/players/kelly-olynyk-1.html,4.0
986,2012-13,Gonzaga,WCC,32.0,845.0,0.675,0.642,0.088,0.497,15.4,/players/kelly-olynyk-1.html,27.0
987,1988-89,Syracuse,Big East,38.0,1215.0,0.555,0.532,0.096,0.386,14.6,/players/billy-owens-1.html,38.0
988,1989-90,Syracuse,Big East,33.0,1188.0,0.545,0.506,0.128,0.375,12.5,/players/billy-owens-1.html,33.0
989,1990-91,Syracuse,Big East,32.0,1215.0,0.56,0.53,0.105,0.421,14.5,/players/billy-owens-1.html,32.0
990,2007-08,Florida,SEC,36.0,744.0,0.569,0.553,0.495,0.381,12.3,/players/chandler-parsons-1.html,0.0
991,2008-09,Florida,SEC,36.0,937.0,0.533,0.527,0.442,0.252,13.8,/players/chandler-parsons-1.html,28.0
992,2009-10,Florida,SEC,34.0,1054.0,0.587,0.559,0.371,0.528,15.8,/players/chandler-parsons-1.html,18.0
993,2010-11,Florida,SEC,36.0,1229.0,0.551,0.546,0.362,0.3,18.0,/players/chandler-parsons-1.html,35.0
994,2014-15,Fordham,A-10,27.0,842.0,0.526,0.482,0.399,0.299,15.7,/players/eric-paschall-1.html,27.0
995,2016-17,Villanova,Big East,36.0,781.0,0.583,0.562,0.349,0.303,16.2,/players/eric-paschall-1.html,8.0
996,2017-18,Villanova,Big East,38.0,1133.0,0.637,0.6,0.374,0.356,16.9,/players/eric-paschall-1.html,38.0
997,2018-19,Villanova,Big East,36.0,1301.0,0.57,0.528,0.461,0.415,13.6,/players/eric-paschall-1.html,36.0
998,2003-04,Wake Forest,ACC,31.0,1041.0,0.645,0.57,0.316,0.654,18.7,/players/chris-paul-1.html,31.0
999,2004-05,Wake Forest,ACC,32.0,1069.0,0.601,0.524,0.306,0.59,18.0,/players/chris-paul-1.html,31.0
1000,2011-12,Louisiana,Sun Belt,32.0,726.0,0.487,0.448,0.047,0.773,29.0,/players/elfrid-payton-1.html,11.0
1001,2012-13,Louisiana,Sun Belt,33.0,1171.0,0.532,0.495,0.127,0.533,18.6,/players/elfrid-payton-1.html,33.0
1002,2013-14,Louisiana,Sun Belt,35.0,1258.0,0.551,0.524,0.116,0.648,17.2,/players/elfrid-payton-1.html,34.0
1003,1987-88,Oregon State,Pac-10,31.0,1178.0,0.551,0.531,0.212,0.226,20.6,/players/gary-payton-1.html,0.0
1004,1988-89,Oregon State,Pac-10,30.0,1140.0,0.589,0.568,0.486,0.354,15.1,/players/gary-payton-1.html,30.0
1005,1989-90,Oregon State,Pac-10,29.0,1095.0,0.572,0.55,0.273,0.299,14.0,/players/gary-payton-1.html,29.0
1006,1987-88,Vanderbilt,SEC,31.0,1013.0,0.646,0.634,0.0,0.398,12.9,/players/will-perdue-1.html,0.0
1007,1990-91,Auburn,SEC,26.0,857.0,0.56,0.535,0.363,0.209,12.1,/players/wesley-person-1.html,0.0
1008,1991-92,Auburn,SEC,27.0,955.0,0.604,0.59,0.343,0.178,11.9,/players/wesley-person-1.html,27.0
1009,1992-93,Auburn,SEC,27.0,957.0,0.656,0.639,0.358,0.226,15.1,/players/wesley-person-1.html,26.0
1010,1993-94,Auburn,SEC,28.0,1006.0,0.61,0.588,0.469,0.286,14.2,/players/wesley-person-1.html,0.0
1011,1995-96,Michigan State,Big Ten,4.0,12.0,0.678,1.0,0.0,1.0,40.4,/players/morris-peterson-1.html,0.0
1012,1996-97,Michigan State,Big Ten,29.0,518.0,0.515,0.482,0.355,0.307,10.8,/players/morris-peterson-1.html,18.0
1013,1997-98,Michigan State,Big Ten,27.0,502.0,0.518,0.508,0.379,0.319,18.060000000000002,/players/morris-peterson-1.html,0.0
1014,1998-99,Michigan State,Big Ten,38.0,907.0,0.63,0.586,0.172,0.408,13.1,/players/morris-peterson-1.html,6.0
1015,1999-00,Michigan State,Big Ten,39.0,1136.0,0.594,0.555,0.426,0.375,13.2,/players/morris-peterson-1.html,38.0
1016,1990-91,Loyola Marymount,WCC,28.0,639.0,0.609,0.589,0.006,0.386,13.7,/players/richard-petruska-1.html,25.0
1017,1992-93,UCLA,Pac-10,33.0,868.0,0.518,0.502,0.021,0.312,15.1,/players/richard-petruska-1.html,33.0
1018,1987-88,Southern,SWAC,23.0,158.0,0.583,0.519,0.132,0.792,15.1,/players/bobby-phills-1.html,0.0
1019,1988-89,Southern,SWAC,31.0,923.0,0.508,0.488,0.332,0.156,10.6,/players/bobby-phills-1.html,0.0
1020,1989-90,Southern,SWAC,31.0,937.0,0.568,0.56,0.584,0.136,9.4,/players/bobby-phills-1.html,0.0
1021,1990-91,Southern,SWAC,28.0,986.0,0.536,0.502,0.551,0.329,7.8,/players/bobby-phills-1.html,0.0
1022,1995-96,Kansas,Big 8,34.0,862.0,0.497,0.471,0.337,0.402,16.5,/players/paul-pierce-1.html,30.0
1023,1996-97,Kansas,Big 12,36.0,1013.0,0.561,0.525,0.161,0.392,17.1,/players/paul-pierce-1.html,35.0
1024,1997-98,Kansas,Big 12,38.0,1155.0,0.585,0.549,0.211,0.395,14.2,/players/paul-pierce-1.html,38.0
1025,2006-07,Texas,Big 12,29.0,155.0,0.577,0.604,0.0,0.708,14.6,/players/dexter-pittman-1.html,0.0
1026,2007-08,Texas,Big 12,36.0,246.0,0.566,0.559,0.0,0.603,20.1,/players/dexter-pittman-1.html,1.0
1027,2008-09,Texas,Big 12,35.0,580.0,0.642,0.616,0.0,0.645,15.4,/players/dexter-pittman-1.html,24.0
1028,2009-10,Texas,Big 12,34.0,648.0,0.638,0.654,0.0,0.631,17.7,/players/dexter-pittman-1.html,34.0
1029,2009-10,Duke,ACC,34.0,480.0,0.489,0.472,0.075,0.434,20.0,/players/mason-plumlee-1.html,1.0
1030,2010-11,Duke,ACC,37.0,960.0,0.566,0.589,0.011,0.489,23.8,/players/mason-plumlee-1.html,31.0
1031,2011-12,Duke,ACC,34.0,964.0,0.568,0.572,0.0,0.704,18.2,/players/mason-plumlee-1.html,31.0
1032,2012-13,Duke,ACC,36.0,1248.0,0.628,0.599,0.0,0.688,17.4,/players/mason-plumlee-1.html,36.0
1033,1993-94,Kansas,Big 8,35.0,597.0,0.583,0.543,0.0,0.617,12.4,/players/scot-pollard-1.html,0.0
1034,1994-95,Kansas,Big 8,31.0,620.0,0.589,0.557,0.0,0.67,14.9,/players/scot-pollard-1.html,3.0
1035,1995-96,Kansas,Big 8,34.0,835.0,0.59,0.564,0.0,0.693,19.9,/players/scot-pollard-1.html,33.0
1036,1996-97,Kansas,Big 12,28.0,702.0,0.589,0.531,0.006,0.787,14.7,/players/scot-pollard-1.html,26.0
1037,2013-14,Arkansas,SEC,34.0,918.0,0.562,0.524,0.104,0.373,9.9,/players/bobby-portis-1.html,34.0
1038,2014-15,Arkansas,SEC,36.0,1076.0,0.582,0.552,0.064,0.335,9.4,/players/bobby-portis-1.html,36.0
1039,1996-97,Xavier,A-10,29.0,780.0,0.633,0.573,0.138,0.668,16.4,/players/james-posey-1.html,3.0
1040,1997-98,Xavier,A-10,30.0,864.0,0.661,0.592,0.226,0.697,14.36,/players/james-posey-1.html,2.0
1041,1998-99,Xavier,A-10,36.0,1268.0,0.615,0.55,0.335,0.563,19.2,/players/james-posey-1.html,36.0
1042,2003-04,California,Pac-10,27.0,804.0,0.527,0.488,0.003,0.704,12.0,/players/leon-powe-1.html,26.0
1043,2005-06,California,Pac-10,27.0,953.0,0.567,0.5,0.025,0.752,11.9,/players/leon-powe-1.html,27.0
1044,2001-02,NC State,ACC,34.0,662.0,0.568,0.533,0.078,0.406,20.7,/players/josh-powell-1.html,29.0
1045,2002-03,NC State,ACC,31.0,838.0,0.624,0.589,0.095,0.472,19.8,/players/josh-powell-1.html,31.0
1046,2011-12,UCLA,Pac-12,33.0,586.0,0.469,0.461,0.487,0.097,13.0,/players/norman-powell-1.html,1.0
1047,2012-13,UCLA,Pac-12,35.0,773.0,0.527,0.508,0.505,0.22,15.9,/players/norman-powell-1.html,9.0
1048,2013-14,UCLA,Pac-12,37.0,952.0,0.611,0.568,0.237,0.429,9.9,/players/norman-powell-1.html,37.0
1049,2014-15,UCLA,Pac-12,36.0,1244.0,0.54,0.497,0.255,0.362,12.8,/players/norman-powell-1.html,36.0
1050,1998-99,Kentucky,SEC,37.0,747.0,0.502,0.487,0.51,0.162,15.1,/players/tayshaun-prince-1.html,11.0
1051,1999-00,Kentucky,SEC,32.0,1087.0,0.517,0.486,0.414,0.29,13.4,/players/tayshaun-prince-1.html,32.0
1052,2000-01,Kentucky,SEC,34.0,1117.0,0.608,0.572,0.428,0.275,10.9,/players/tayshaun-prince-1.html,34.0
1053,2001-02,Kentucky,SEC,32.0,1067.0,0.563,0.541,0.433,0.268,11.4,/players/tayshaun-prince-1.html,32.0
1054,2004-05,USC,Pac-10,29.0,870.0,0.624,0.61,0.549,0.251,20.6,/players/gabe-pruitt-1.html,21.0
1055,2005-06,USC,Pac-10,25.0,859.0,0.574,0.526,0.574,0.375,15.4,/players/gabe-pruitt-1.html,25.0
1056,2006-07,USC,Pac-10,26.0,861.0,0.558,0.512,0.548,0.34,14.2,/players/gabe-pruitt-1.html,24.0
1057,2018-19,Kentucky,SEC,37.0,683.0,0.541,0.473,0.588,0.432,15.6,/players/immanuel-quickley-1.html,7.0
1058,2019-20,Kentucky,SEC,30.0,989.0,0.595,0.511,0.438,0.471,10.6,/players/immanuel-quickley-1.html,20.0
1059,2013-14,Kentucky,SEC,40.0,1233.0,0.567,0.505,0.046,0.739,16.1,/players/julius-randle-1.html,40.0
1060,2000-01,Michigan State,Big Ten,33.0,654.0,0.604,0.587,0.004,0.536,15.2,/players/zach-randolph-1.html,8.0
1061,1991-92,Wyoming,WAC,27.0,298.0,0.499,0.438,0.0,1.125,18.3,/players/theo-ratliff-1.html,0.0
1062,1992-93,Wyoming,WAC,28.0,824.0,0.54,0.538,0.005,0.63,19.0,/players/theo-ratliff-1.html,20.0
1063,1993-94,Wyoming,WAC,28.0,892.0,0.595,0.569,0.004,0.609,16.4,/players/theo-ratliff-1.html,28.0
1064,1994-95,Wyoming,WAC,28.0,912.0,0.573,0.546,0.018,0.621,16.4,/players/theo-ratliff-1.html,28.0
1065,1997-98,Ohio State,Big Ten,30.0,1137.0,0.506,0.48,0.276,0.384,14.52,/players/michael-redd-1.html,30.0
1066,1998-99,Ohio State,Big Ten,36.0,1183.0,0.529,0.507,0.241,0.393,11.8,/players/michael-redd-1.html,36.0
1067,1999-00,Ohio State,Big Ten,30.0,1004.0,0.511,0.473,0.239,0.257,10.9,/players/michael-redd-1.html,30.0
1068,1991-92,Oklahoma State,Big 8,36.0,763.0,0.55,0.521,0.0,0.512,17.2,/players/bryant-reeves-1.html,34.0
1069,1992-93,Oklahoma State,Big 8,29.0,944.0,0.637,0.623,0.006,0.66,13.8,/players/bryant-reeves-1.html,28.0
1070,1993-94,Oklahoma State,Big 8,34.0,1170.0,0.595,0.585,0.002,0.69,13.1,/players/bryant-reeves-1.html,34.0
1071,1994-95,Oklahoma State,Big 8,37.0,1288.0,0.622,0.586,0.01,0.629,14.5,/players/bryant-reeves-1.html,37.0
1072,1987-88,UNC,ACC,33.0,1042.0,0.631,0.607,0.0,0.607,21.2,/players/jr-reid-1.html,33.0
1073,1988-89,UNC,ACC,27.0,716.0,0.633,0.614,0.0,0.566,17.3,/players/jr-reid-1.html,16.0
1074,1987-88,Michigan,Big Ten,33.0,1155.0,0.622,0.602,0.143,0.182,10.7,/players/glen-rice-1.html,33.0
1075,1988-89,Michigan,Big Ten,37.0,1258.0,0.678,0.656,0.305,0.237,10.4,/players/glen-rice-1.html,37.0
1076,1999-00,Michigan State,Big Ten,37.0,582.0,0.534,0.529,0.172,0.268,17.7,/players/jason-richardson-1.html,3.0
1077,2000-01,Michigan State,Big Ten,33.0,940.0,0.589,0.57,0.337,0.293,9.2,/players/jason-richardson-1.html,32.0
1078,1987-88,UCLA,Pac-10,30.0,1035.0,0.503,0.474,0.023,0.308,21.2,/players/pooh-richardson-1.html,29.0
1079,1988-89,UCLA,Pac-10,31.0,1167.0,0.623,0.627,0.29,0.266,17.1,/players/pooh-richardson-1.html,31.0
1080,1987-88,Kansas State,Big 8,34.0,1200.0,0.605,0.559,0.188,0.461,15.3,/players/mitch-richmond-1.html,0.0
1081,1991-92,UNLV,Big West,27.0,922.0,0.605,0.587,0.481,0.207,16.12,/players/isaiah-rider-1.html,27.0
1082,1992-93,UNLV,Big West,28.0,992.0,0.617,0.565,0.25,0.431,13.74,/players/isaiah-rider-1.html,26.0
1083,1989-90,Michigan,Big Ten,31.0,403.0,0.578,0.607,0.018,0.625,27.1,/players/eric-riley-1.html,0.0
1084,1990-91,Michigan,Big Ten,28.0,854.0,0.513,0.447,0.004,0.489,20.8,/players/eric-riley-1.html,26.0
1085,1991-92,Michigan,Big Ten,32.0,480.0,0.593,0.59,0.0,0.46,22.8,/players/eric-riley-1.html,3.0
1086,1992-93,Michigan,Big Ten,35.0,525.0,0.616,0.586,0.008,0.398,19.0,/players/eric-riley-1.html,0.0
1087,2010-11,Colorado,Big 12,38.0,847.0,0.609,0.615,0.201,0.437,17.3,/players/andre-roberson-1.html,0.0
1088,2011-12,Colorado,Pac-12,36.0,1087.0,0.565,0.543,0.171,0.568,14.9,/players/andre-roberson-1.html,35.0
1089,2012-13,Colorado,Pac-12,31.0,1036.0,0.524,0.515,0.211,0.356,18.7,/players/andre-roberson-1.html,30.0
1090,1989-90,LSU,SEC,32.0,859.0,0.55,0.56,0.003,0.311,12.0,/players/stanley-roberts-1.html,0.0
1091,1987-88,UConn,Big East,34.0,1079.0,0.521,0.479,0.0,0.514,13.8,/players/clifford-robinson-1.html,0.0
1092,1988-89,UConn,Big East,31.0,974.0,0.515,0.474,0.024,0.424,11.1,/players/clifford-robinson-1.html,0.0
1093,1992-93,Purdue,Big Ten,28.0,1010.0,0.548,0.505,0.154,0.395,14.3,/players/glenn-robinson-1.html,28.0
1094,1993-94,Purdue,Big Ten,34.0,1166.0,0.578,0.535,0.273,0.354,13.5,/players/glenn-robinson-1.html,34.0
1095,1988-89,Centenary (LA),TAAC,30.0,1038.0,0.537,0.511,0.104,0.269,11.6,/players/larry-robinson-1.html,0.0
1096,1989-90,Centenary (LA),TAAC,30.0,1042.0,0.573,0.549,0.077,0.322,10.2,/players/larry-robinson-1.html,0.0
1097,1990-91,Wake Forest,ACC,30.0,895.0,0.602,0.585,0.1,0.347,16.6,/players/rodney-rogers-1.html,29.0
1098,1991-92,Wake Forest,ACC,29.0,945.0,0.648,0.638,0.125,0.316,13.1,/players/rodney-rogers-1.html,28.0
1099,1992-93,Wake Forest,ACC,30.0,981.0,0.612,0.582,0.155,0.434,15.7,/players/rodney-rogers-1.html,29.0
1100,2004-05,Kentucky,SEC,34.0,854.0,0.55,0.535,0.165,0.515,21.7,/players/rajon-rondo-1.html,34.0
1101,2005-06,Kentucky,SEC,34.0,1054.0,0.526,0.511,0.216,0.39,17.9,/players/rajon-rondo-1.html,28.0
1102,2007-08,Memphis,CUSA,40.0,1168.0,0.56,0.517,0.239,0.47,16.7,/players/derrick-rose-1.html,39.0
1103,1991-92,Michigan,Big Ten,34.0,1126.0,0.577,0.528,0.262,0.465,18.1,/players/jalen-rose-1.html,33.0
1104,1992-93,Michigan,Big Ten,36.0,1232.0,0.522,0.482,0.226,0.354,17.5,/players/jalen-rose-1.html,36.0
1105,1993-94,Michigan,Big Ten,32.0,1152.0,0.56,0.519,0.325,0.403,13.0,/players/jalen-rose-1.html,32.0
1106,1992-93,Drexel,NAC,29.0,820.0,0.524,0.502,0.0,0.662,16.6,/players/malik-rose-1.html,0.0
1107,1993-94,Drexel,NAC,30.0,875.0,0.533,0.52,0.0,0.682,16.2,/players/malik-rose-1.html,0.0
1108,1994-95,Drexel,NAC,30.0,984.0,0.602,0.563,0.008,0.555,17.4,/players/malik-rose-1.html,0.0
1109,1995-96,Drexel,NAC,31.0,972.0,0.641,0.605,0.057,0.693,15.1,/players/malik-rose-1.html,0.0
1110,2002-03,Washington,Pac-10,13.0,224.0,0.509,0.508,0.167,0.617,18.8,/players/brandon-roy-1.html,2.0
1111,2003-04,Washington,Pac-10,31.0,938.0,0.549,0.49,0.09,0.45,18.7,/players/brandon-roy-1.html,31.0
1112,2004-05,Washington,Pac-10,26.0,629.0,0.609,0.58,0.086,0.366,12.8,/players/brandon-roy-1.html,5.0
1113,2005-06,Washington,Pac-10,33.0,1046.0,0.606,0.551,0.216,0.47,12.0,/players/brandon-roy-1.html,33.0
1114,2005-06,Kansas,Big 12,33.0,1047.0,0.565,0.543,0.295,0.198,17.4,/players/brandon-rush-1.html,33.0
1115,2006-07,Kansas,Big 12,38.0,1234.0,0.554,0.532,0.414,0.276,14.1,/players/brandon-rush-1.html,38.0
1116,2007-08,Kansas,Big 12,38.0,1127.0,0.557,0.531,0.461,0.208,13.2,/players/brandon-rush-1.html,30.0
1117,2014-15,Ohio State,Big Ten,35.0,1188.0,0.573,0.541,0.449,0.303,14.8,/players/dangelo-russell-1.html,34.0
1118,2014-15,Gonzaga,WCC,38.0,822.0,0.675,0.668,0.0,0.548,17.7,/players/domantas-sabonis-1.html,1.0
1119,2015-16,Gonzaga,WCC,36.0,1149.0,0.654,0.618,0.036,0.499,16.0,/players/domantas-sabonis-1.html,31.0
1120,1998-99,USC,Pac-10,28.0,869.0,0.587,0.533,0.021,0.455,22.0,/players/brian-scalabrine-1.html,28.0
1121,1999-00,USC,Pac-10,30.0,1052.0,0.593,0.564,0.162,0.377,19.6,/players/brian-scalabrine-1.html,30.0
1122,2000-01,USC,Pac-10,34.0,1116.0,0.566,0.506,0.182,0.459,19.1,/players/brian-scalabrine-1.html,33.0
1123,1987-88,Georgia Tech,ACC,32.0,1113.0,0.567,0.56,0.506,0.134,12.6,/players/dennis-scott-1.html,31.0
1124,1988-89,Georgia Tech,ACC,32.0,1205.0,0.581,0.557,0.57,0.189,11.6,/players/dennis-scott-1.html,32.0
1125,1989-90,Georgia Tech,ACC,35.0,1368.0,0.593,0.56,0.458,0.281,9.9,/players/dennis-scott-1.html,35.0
1126,1987-88,Syracuse,Big East,35.0,1084.0,0.573,0.566,0.0,0.608,14.9,/players/rony-seikaly-1.html,35.0
1127,2017-18,Alabama,SEC,33.0,987.0,0.567,0.498,0.299,0.575,14.2,/players/collin-sexton-1.html,32.0
1128,2015-16,Wichita State,MVC,3.0,53.0,0.599,0.531,0.625,0.75,8.4,/players/landry-shamet-1.html,1.0
1129,2016-17,Wichita State,MVC,36.0,961.0,0.629,0.598,0.573,0.301,10.7,/players/landry-shamet-1.html,35.0
1130,2017-18,Wichita State,AAC,32.0,1015.0,0.655,0.622,0.603,0.327,15.5,/players/landry-shamet-1.html,32.0
1131,1987-88,UCSB,PCAA,30.0,1073.0,0.54,0.506,0.228,0.296,20.4,/players/brian-shaw-1.html,30.0
1132,2008-09,Georgia Tech,ACC,31.0,981.0,0.495,0.45,0.376,0.483,25.8,/players/iman-shumpert-1.html,31.0
1133,2009-10,Georgia Tech,ACC,30.0,904.0,0.489,0.454,0.411,0.278,23.1,/players/iman-shumpert-1.html,29.0
1134,2010-11,Georgia Tech,ACC,31.0,992.0,0.517,0.454,0.346,0.401,12.2,/players/iman-shumpert-1.html,31.0
1135,2014-15,New Mexico State,WAC,34.0,1048.0,0.614,0.572,0.007,0.472,15.3,/players/pascal-siakam-1.html,27.0
1136,2015-16,New Mexico State,WAC,34.0,1176.0,0.569,0.542,0.029,0.396,10.0,/players/pascal-siakam-1.html,34.0
1137,2001-02,Kansas,Big 12,32.0,490.0,0.594,0.553,0.0,0.469,13.4,/players/wayne-simien-1.html,0.0
1138,2002-03,Kansas,Big 12,16.0,390.0,0.658,0.646,0.0,0.463,10.0,/players/wayne-simien-1.html,12.0
1139,2003-04,Kansas,Big 12,32.0,1045.0,0.6,0.535,0.029,0.548,13.0,/players/wayne-simien-1.html,31.0
1140,2004-05,Kansas,Big 12,26.0,892.0,0.616,0.558,0.04,0.503,12.3,/players/wayne-simien-1.html,26.0
1141,2015-16,LSU,SEC,33.0,1151.0,0.6,0.561,0.008,0.769,17.4,/players/ben-simmons-1.html,32.0
1142,1998-99,DePaul,CUSA,31.0,949.0,0.489,0.425,0.373,0.387,20.4,/players/bobby-simmons-1.html,31.0
1143,1999-00,DePaul,CUSA,33.0,1009.0,0.565,0.508,0.289,0.513,18.2,/players/bobby-simmons-1.html,33.0
1144,2000-01,DePaul,CUSA,29.0,981.0,0.594,0.539,0.495,0.465,12.9,/players/bobby-simmons-1.html,28.0
1145,1987-88,La Salle,MAAC,34.0,1326.0,0.538,0.486,0.013,0.423,12.0,/players/lionel-simmons-1.html,34.0
1146,1988-89,La Salle,MAAC,32.0,1245.0,0.539,0.502,0.078,0.372,9.9,/players/lionel-simmons-1.html,32.0
1147,1989-90,La Salle,MAAC,32.0,1220.0,0.559,0.537,0.1,0.338,10.7,/players/lionel-simmons-1.html,32.0
1148,1990-91,Providence,Big East,32.0,697.0,0.533,0.503,0.055,0.601,16.9,/players/dickey-simpkins-1.html,0.0
1149,1991-92,Providence,Big East,30.0,793.0,0.556,0.494,0.022,0.707,25.1,/players/dickey-simpkins-1.html,0.0
1150,1992-93,Providence,Big East,33.0,976.0,0.494,0.452,0.011,0.657,18.7,/players/dickey-simpkins-1.html,0.0
1151,1993-94,Providence,Big East,30.0,877.0,0.563,0.522,0.036,0.548,15.3,/players/dickey-simpkins-1.html,29.0
1152,2007-08,Duke,ACC,34.0,972.0,0.566,0.53,0.431,0.305,15.8,/players/kyle-singler-1.html,34.0
1153,2008-09,Duke,ACC,37.0,1193.0,0.549,0.514,0.381,0.369,14.2,/players/kyle-singler-1.html,36.0
1154,2009-10,Duke,ACC,40.0,1436.0,0.545,0.492,0.387,0.378,10.9,/players/kyle-singler-1.html,40.0
